N	3gram	Bakhtin_Pr_3	StatiiOP
1	в том что	3	16
2	о том что	2	11
3	в этом отношении	1	9
4	до сих пор	5	5
5	после того как	1	4
6	с другой стороны	1	3
7	во всяком случае	1	3
8	с самого начала	3	3
9	в одной из	1	2
10	с точки зрения	2	2
11	в отличие от	1	2
12	потому что это	2	2
13	более или менее	3	2
14	так и в	2	2
15	как своего рода	1	2
16	в предисловии к	1	2
17	тем не менее	2	2
18	а между тем	2	1
19	в обоих случаях	1	1
20	не писал и	1	1
21	в полном одиночестве	1	1
22	в котором он	1	1
23	в исторической действительности	1	1
24	в этом смысле	1	1
25	сих пор они	1	1
26	каждого из них	1	1
27	принадлежат к числу	1	1
28	еще и до	1	1
29	и тому же	2	1
30	следует сказать что	1	1
31	в той же	1	1
32	говорит о себе	1	1
33	и др в	2	1
34	в зависимости от	2	1
35	в них нет	1	1
36	на этой почве	1	1
37	исторической действительности и	1	1
38	был знаком с	1	1
39	в конце концов	1	1
40	все это и	1	1
41	по сравнению с	4	1
42	так или иначе	1	1
43	в связи с	1	1
44	друг к другу	1	1
45	я не могу	1	1
46	потому что они	1	1
47	по отношению к	1	1
48	в которую он	1	1
49	то же время	5	1
50	значение в истории	1	1
51	не то что	3	1
52	xviii века и	2	1
53	нужно сказать что	2	1
54	в то же	5	1
55	в том числе	11	1
56	суда над ним	1	1
57	в какой-то мере	4	1
58	одному и тому	2	1
59	как бы он	1	1
60	то что мне	1	1
