N	4gram	Losev_Dial_2	Myslijsy
1	по мере того как	1	4
2	в то же время	3	3
3	между тем и другим	1	2
4	не что иное как	3	2
5	до тех пор пока	1	2
6	и до сих пор	1	2
7	все более и более	1	2
8	сказать несколько слов об	1	2
9	поэтический образ может быть	1	1
10	одна и та же	4	1
11	вопрос о том что	1	1
12	возможна только потому что	1	1
13	иметь в виду что	2	1
14	и вместе с тем	1	1
15	не в том что	1	1
16	в том смысле что	3	1
17	не выходя за пределы	2	1
18	и то и другое	1	1
19	тем не менее в	1	1
20	заключается в том что	1	1
21	есть не что иное	2	1
