N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	43	29
2	то есть	4	21
3	таким образом	5	20
4	и не	29	16
5	в этой	1	13
6	и все	6	13
7	но в	10	12
8	как и	14	12
9	и т.п	1	12
10	и на	10	11
11	в этом	13	11
12	так и	3	11
13	то же	8	10
14	мы уже	3	10
15	не только	11	10
16	во время	4	10
17	в то	7	10
18	как мы	10	10
19	в романе	3	10
20	все эти	5	9
21	и с	5	9
22	его в	3	9
23	в конце	2	9
24	вовсе не	5	9
25	но и	14	9
26	же время	5	8
27	и его	8	8
28	в его	10	8
29	прежде всего	10	8
30	как бы	22	8
31	в них	4	7
32	в том	6	7
33	так как	4	7
34	еще и	1	7
35	так же	2	7
36	в сущности	9	6
37	этот процесс	1	6
38	но он	4	6
39	здесь в	3	6
40	в большинстве	9	6
41	из них	2	6
42	это и	1	5
43	и до	4	5
44	что это	2	5
45	в нем	12	5
46	большинстве случаев	8	5
47	он и	3	5
48	в своей	4	5
49	до конца	4	5
50	уже говорили	3	5
51	рядом с	5	5
52	и о	2	5
53	это не	3	5
54	все они	1	5
55	это место	2	5
56	у него	6	5
57	далеко не	4	5
58	сказать что	2	5
59	и по	1	5
60	того же	3	5
61	также и	3	4
62	на самом	1	4
63	и есть	1	4
64	еще не	9	4
65	с его	4	4
66	с помощью	1	4
67	в нашем	1	4
68	конце концов	2	4
69	в образе	2	4
70	мы слышим	1	4
71	которую он	2	4
72	точки зрения	13	4
73	но они	1	4
74	в плане	1	4
75	этот образ	1	4
76	в результате	4	4
77	жизнь и	1	4
78	что он	13	4
79	конечно не	2	4
80	тем что	3	4
81	связан с	1	4
82	с другой	4	4
83	и др	2	4
84	по своему	2	4
85	но это	4	4
86	все это	5	4
87	один из	1	4
88	перед нами	7	4
89	то что	7	4
90	есть и	3	4
91	жизни и	1	4
92	той же	3	3
93	и здесь	3	3
94	его так	1	3
95	но как	1	3
96	как к	1	3
97	в своем	4	3
98	и как	2	3
99	более или	3	3
100	то в	1	3
101	в себе	5	3
102	при этом	6	3
103	он не	9	3
104	в узком	2	3
105	и сам	7	3
106	а затем	2	3
107	особенно в	2	3
108	такой же	3	3
109	том что	2	3
110	или менее	3	3
111	в эту	3	3
112	свою речь	1	3
113	образом и	3	3
114	вернемся к	1	3
115	того чтобы	1	3
116	вот это	1	3
117	по своей	1	3
118	конечно и	1	3
119	с ее	1	3
120	здесь не	6	3
121	в ее	1	3
122	что у	2	3
123	к нему	5	3
124	но конечно	2	3
125	слов и	5	3
126	все время	1	3
127	того что	2	3
128	что здесь	1	3
129	с ними	2	3
130	и так	2	3
131	в качестве	1	3
132	же и	4	3
133	и они	2	3
134	и их	3	3
135	ведь это	2	3
136	в известной	1	3
137	том числе	1	3
138	мы можем	2	3
139	не случайно	1	3
140	и даже	3	3
141	превращается в	2	3
142	там где	4	3
143	все же	3	3
144	в пределе	1	3
145	ну и	1	3
146	мы видим	1	3
147	тот же	3	3
148	другой стороны	3	3
149	и то	2	2
150	в приведенном	3	2
151	все те	1	2
152	в пост	1	2
153	то время	2	2
154	и со	3	2
155	в виду	3	2
156	он был	3	2
157	на них	1	2
158	это направление	1	2
159	на их	1	2
160	в различных	3	2
161	с одной	1	2
162	но не	5	2
163	же вы	1	2
164	если в	1	2
165	один и	1	2
166	вследствие чего	1	2
167	в одной	3	2
168	как в	2	2
169	вот как	4	2
170	кроме того	3	2
171	хотя и	5	2
172	характер носит	1	2
173	и наконец	6	2
174	и к	3	2
175	и этим	3	2
176	бы не	2	2
177	здесь с	2	2
178	раз в	1	2
179	как он	2	2
180	так сказать	6	2
181	одному из	1	2
182	вы этому	1	2
183	на этом	1	2
184	может быть	23	2
185	этом он	1	2
186	и мы	1	2
187	видеть и	4	2
188	в жизни	3	2
189	ни в	2	2
190	он отлично	1	2
191	не мог	1	2
192	в этих	6	2
193	и при	2	2
194	в котором	6	2
195	с точки	8	2
196	в их	3	2
197	что я	6	2
198	их в	4	2
199	том же	4	2
200	дело в	2	2
201	но она	1	2
202	но здесь	5	2
203	но только	1	2
204	никогда не	9	2
205	связи с	1	2
206	уже и	2	2
207	как будто	1	2
208	у меня	5	2
209	числе и	1	2
210	к тому	4	2
211	если же	4	2
212	где он	1	2
213	о том	5	2
214	существенный момент	1	2
215	и это	4	2
216	мы здесь	2	2
217	им в	2	2
218	же не	4	2
219	в себя	3	2
220	или в	8	2
221	времени и	2	2
222	связанных с	1	2
223	во второй	1	2
224	в которые	2	2
225	поэтому в	1	2
226	с ним	3	2
227	на этой	1	2
228	но мы	1	2
229	в другой	1	2
230	сверх того	1	2
231	образов и	1	2
232	одной из	1	2
233	мы увидим	5	2
234	то он	1	2
235	себя в	3	2
236	есть в	3	2
237	уже не	3	2
238	уже в	2	2
239	вы и	2	2
240	его и	2	2
241	их как	1	2
242	ни с	1	2
243	мир в	1	2
244	в новом	1	2
245	друг друга	1	2
246	как раз	4	2
247	в других	1	2
248	где они	1	2
249	о своей	3	2
250	к которому	1	2
251	но оно	1	2
252	одной стороны	1	2
253	они не	1	2
254	не на	4	2
255	в слове	5	2
256	что из	1	2
257	элементы речи	1	2
258	о чем	1	2
259	в той	5	2
260	в словах	4	2
261	да и	5	2
262	вокруг себя	1	2
263	мы сказали	2	2
264	приведенном нами	3	2
265	о его	1	2
266	о мире	1	2
267	и для	3	2
268	которых он	1	2
269	узком смысле	2	2
270	в основе	1	2
271	а как	4	2
272	его к	2	2
273	между ними	4	2
274	конечно далеко	1	2
275	их с	2	2
276	не может	18	2
277	но этот	2	2
278	раза в	1	2
279	из этого	1	2
280	но эти	4	2
281	как на	1	2
282	только в	4	2
283	и другие	1	2
284	в своих	2	2
285	и эта	2	2
286	это в	1	2
287	к этому	1	2
288	себя как	3	1
289	смысле слова	1	1
290	ту же	2	1
291	как все	1	1
292	отношения к	2	1
293	же как	1	1
294	даны здесь	2	1
295	силы и	1	1
296	и должны	1	1
297	в чисто	1	1
298	не хочет	3	1
299	мировоззрения и	1	1
300	поэтому он	1	1
301	из его	2	1
302	должна быть	3	1
