N	2gram	Tiupa_Narr_2	Problema
1	то что	8	42
2	вовсе не	2	35
3	то есть	9	33
4	и в	13	32
5	и не	14	31
6	не просто	1	23
7	не менее	4	19
8	в этом	13	19
9	тем не	5	18
10	не только	26	17
11	потому что	2	16
12	в себе	8	15
13	в виде	2	15
14	а не	17	15
15	у нас	2	14
16	но в	6	14
17	может быть	10	14
18	как бы	6	14
19	как раз	3	13
20	в нем	5	13
21	сказать что	3	13
22	и тем	5	13
23	что мы	1	13
24	так и	9	12
25	а именно	1	12
26	что в	4	12
27	том что	13	12
28	и т	2	11
29	и даже	3	11
30	также и	1	11
31	о том	5	11
32	прежде всего	6	10
33	об этом	4	10
34	то же	4	10
35	отнюдь не	4	10
36	ничего не	6	10
37	в этой	4	10
38	еще не	2	9
39	так же	2	9
40	по своему	2	9
41	того чтобы	3	9
42	но не	3	9
43	что же	1	9
44	в таком	3	9
45	в том	14	9
46	но и	15	9
47	и что	2	9
48	раз и	1	9
49	же самое	1	9
50	в данном	10	9
51	все эти	3	8
52	данном случае	6	8
53	на то	2	8
54	не может	8	8
55	как нечто	1	8
56	в своей	4	8
57	и о	1	8
58	для того	1	8
59	было бы	2	8
60	есть только	1	8
61	но это	2	8
62	во всяком	1	7
63	здесь не	2	7
64	и все	4	7
65	во всех	1	7
66	того что	6	7
67	никогда не	6	7
68	как мы	1	7
69	ни в	1	7
70	такого рода	12	7
71	тем что	1	7
72	все это	1	7
73	что он	5	7
74	только в	11	7
75	и здесь	2	6
76	говорить о	2	6
77	при этом	14	6
78	как символ	1	6
79	таким образом	5	6
80	в конце	4	6
81	так что	1	6
82	как это	4	6
83	то и	3	6
84	не существует	1	6
85	есть не	1	6
86	этом смысле	1	6
87	на самом	2	6
88	это не	3	6
89	хотя и	5	6
90	за пределы	1	6
91	в то	5	6
92	таком случае	1	6
93	о чем	2	6
94	в виду	1	6
95	в самом	2	6
96	самом деле	3	6
97	и как	1	6
98	в его	6	6
99	внешняя сторона	3	5
100	для нас	2	5
101	можно сказать	6	5
102	связи с	1	5
103	есть в	1	5
104	в сознании	2	5
105	то в	1	5
106	что она	2	5
107	в других	2	5
108	текста и	2	5
109	мы должны	1	5
110	но уже	1	5
111	ни о	1	5
112	можно ли	1	5
113	в котором	5	5
114	не являются	2	5
115	далеко не	5	5
116	тем более	2	5
117	не является	4	5
118	или иной	3	5
119	перед нами	4	5
120	той или	3	5
121	в своем	6	5
122	в связи	1	4
123	входит в	1	4
124	мы и	1	4
125	или в	1	4
126	в литературе	4	4
127	на том	3	4
128	и для	3	4
129	не в	8	4
130	тем самым	5	4
131	именно в	2	4
132	а в	9	4
133	если не	2	4
134	иметь в	1	4
135	и притом	1	4
136	после этого	1	4
137	как в	5	4
138	а есть	1	4
139	даже если	1	4
140	именно как	1	4
141	как он	2	4
142	по поводу	2	4
143	тому что	3	4
144	один из	3	4
145	точно так	2	4
146	их в	1	4
147	же в	4	4
148	а также	6	4
149	никак не	3	4
150	только на	2	4
151	если бы	4	4
152	может и	1	3
153	прежде чем	1	3
154	и чисто	1	3
155	очень много	1	3
156	но она	1	3
157	как и	4	3
158	говорит о	2	3
159	того же	1	3
160	что они	3	3
161	или не	1	3
162	для которого	1	3
163	для себя	3	3
164	точки зрения	5	3
165	в жизни	6	3
166	к нему	1	3
