N	3gram	Bakhtin_KF_1	Problemy
1	с точки зрения	9	8
2	в большинстве случаев	1	8
3	по отношению к	22	5
4	то же время	2	5
5	в то же	2	5
6	не может быть	11	4
7	но в то	1	3
8	той или иной	2	3
9	слово может быть	1	2
10	в настоящее время	1	2
11	в этом смысле	3	2
12	оно должно быть	1	2
13	рядом с собой	1	2
14	и та же	1	2
15	как если бы	1	2
16	может быть и	1	2
17	одна и та	1	2
18	я не могу	1	2
19	тем не менее	2	2
20	никогда не может	1	2
21	и не знает	1	2
22	на то что	1	2
23	а не я	2	1
24	но прежде всего	1	1
25	в этом его	2	1
26	а следовательно и	1	1
27	в этом мире	1	1
28	уже не может	2	1
29	дело в том	1	1
30	как и всякое	1	1
31	в этом последнем	1	1
32	то же самое	1	1
33	в том же	1	1
34	себе как к	1	1
35	точки зрения его	1	1
36	и мысли но	1	1
37	это в корне	1	1
38	и во всех	1	1
39	в себя как	1	1
40	а не как	1	1
41	хотя бы и	1	1
42	бы то ни	2	1
43	между тем как	3	1
44	но здесь мы	1	1
45	там где есть	1	1
46	здесь не в	1	1
47	и не в	1	1
48	в значительной степени	1	1
49	до конца и	1	1
50	то ни было	2	1
51	не о том	1	1
52	по своей структуре	1	1
53	смысле этого слова	1	1
54	ничего общего не	2	1
55	отношению к нему	4	1
56	для него и	1	1
57	и в каких	1	1
58	во всяком случае	1	1
59	мы не найдем	1	1
60	вместо того чтобы	1	1
61	бы не было	1	1
62	если бы оно	1	1
63	бы оно было	1	1
64	к себе как	2	1
65	ничем меня не	1	1
66	не была бы	1	1
67	все это может	1	1
68	слово не только	1	1
69	не может не	1	1
70	само по себе	1	1
71	на самом деле	3	1
72	что может быть	1	1
73	но в этом	1	1
74	не может стать	1	1
75	мы будем говорить	1	1
76	и эта интонация	1	1
77	в его собственном	1	1
78	но не в	1	1
79	если бы не	1	1
80	не я и	1	1
81	времени и пространства	1	1
82	в другом случае	1	1
83	конечно не в	1	1
84	во всех его	1	1
85	в том что	2	1
86	в нем эта	1	1
87	общего не имеет	1	1
88	не в одном	1	1
89	не менее в	1	1
