N	2gram	Losev_Dial_3	Tvorches
1	и в	24	21
2	как бы	3	17
3	в то	5	15
4	то же	6	13
5	в его	2	13
6	то есть	1	12
7	как и	7	12
8	же время	3	12
9	что в	7	12
10	с его	2	11
11	том что	8	11
12	все это	6	10
13	он не	5	8
14	то что	14	8
15	и на	3	7
16	но в	2	7
17	не только	23	7
18	при этом	2	7
19	тем самым	3	7
20	во многом	1	7
21	у него	2	7
22	и не	27	7
23	в том	5	7
24	в этом	8	6
25	в котором	1	6
26	не менее	11	6
27	и его	5	6
28	о том	6	6
29	и все	6	6
30	что он	13	6
31	для него	4	6
32	а в	2	6
33	отнюдь не	10	5
34	все же	3	5
35	таким образом	13	5
36	вовсе не	13	5
37	в своих	2	5
38	потому что	7	5
39	только в	5	5
40	может быть	13	5
41	а не	26	5
42	но это	5	5
43	хотя бы	4	5
44	не имеют	2	4
45	конечном счете	1	4
46	в своем	3	4
47	и как	8	4
48	та же	1	4
49	это не	4	4
50	в мире	1	4
51	человек по	1	4
52	в конечном	1	4
53	одной из	1	4
54	прежде всего	8	4
55	не может	19	4
56	и от	3	4
57	процесса в	1	4
58	я и	2	3
59	ту же	1	3
60	и т	24	3
61	на самом	1	3
62	это и	7	3
63	той же	3	3
64	я не	6	3
65	со всеми	2	3
66	хотя и	5	3
67	в самом	7	3
68	в нем	3	3
69	он ни	1	3
70	и по	2	3
71	что все	14	3
72	и с	6	3
73	далеко не	1	3
74	в их	2	3
75	место в	1	3
76	представление о	1	3
77	даже в	1	3
78	человека но	1	3
79	есть основа	2	3
80	дело не	1	3
81	никогда не	7	3
82	вот почему	1	3
83	стремится к	1	3
84	с ее	1	3
85	с ним	1	3
86	того что	12	3
87	уже не	5	3
88	в виде	8	3
89	говорит о	4	3
90	не так	1	3
91	так как	6	3
92	в которой	1	3
93	и даже	13	3
94	с другой	4	3
95	но и	9	3
96	ни на	3	3
97	но не	2	3
98	не существует	10	3
99	просто не	1	3
100	но если	6	3
101	жизни и	5	3
102	ее в	2	3
103	так же	4	3
104	себя как	3	2
105	самом деле	6	2
106	в первом	2	2
107	по преимуществу	1	2
108	мировоззрения и	1	2
109	а как	1	2
110	есть не	9	2
111	на первом	1	2
112	человека у	1	2
113	но она	3	2
114	мир с	1	2
115	и он	2	2
