N	3gram	Medvedev_V_1	Problemy
1	то же время	5	10
2	в то же	5	10
3	по отношению к	7	6
4	в той или	1	4
5	но в то	1	4
6	во всяком случае	1	4
7	той или иной	1	4
8	а между тем	1	3
9	в этом смысле	1	3
10	одно и то	1	3
11	в конце концов	2	3
12	и то же	1	3
13	с другой стороны	8	3
14	в братьях карамазовых	1	3
15	не может быть	8	3
16	к тому же	1	3
17	то все же	1	2
18	и не может	2	2
19	как и все	1	2
20	и в то	3	2
21	он и не	1	2
22	можно было бы	2	2
23	нет ни одного	1	2
24	подобно тому как	2	2
25	в том что	5	2
26	как мы знаем	1	2
27	что он в	1	2
28	если бы он	1	1
29	этом отношении очень	1	1
30	точки зрения на	1	1
31	в которой он	1	1
32	в чем же	2	1
33	а затем его	1	1
34	в самом деле	1	1
35	но даже и	1	1
36	того или другого	1	1
37	в том же	1	1
38	уже сама по	1	1
39	и по отношению	1	1
40	до сих пор	1	1
41	он сам по	1	1
42	вместе с тем	3	1
43	лишь в пределах	2	1
44	что он не	1	1
45	то что в	1	1
46	заключает в себе	1	1
47	это вовсе не	1	1
48	том или ином	1	1
49	с ними в	1	1
50	со всех сторон	1	1
51	по крайней мере	2	1
52	как если бы	1	1
53	главным образом в	1	1
54	что даже и	1	1
55	может быть и	1	1
56	к тому что	3	1
57	о том как	3	1
58	то время как	1	1
59	в том или	1	1
60	и сводится к	1	1
61	в данном случае	1	1
62	но она не	1	1
63	как будто бы	1	1
64	каждый из них	1	1
65	не только для	1	1
66	в большей или	2	1
67	или меньшей степени	2	1
68	служит для него	1	1
69	мы видели что	3	1
70	в то время	1	1
71	между этими двумя	1	1
72	чем иным как	1	1
73	в плане же	1	1
74	и при всей	1	1
75	большей или меньшей	3	1
76	и вместе с	1	1
77	в свою очередь	1	1
78	о том что	3	1
79	но и для	1	1
80	не чем иным	1	1
81	не только не	2	1
82	для правильного понимания	1	1
83	в реальной действительности	1	1
84	по его мнению	1	1
85	можно сказать что	4	1
86	не может обойтись	1	1
87	вопрос о том	1	1
88	для самого себя	1	1
89	его действительной жизни	1	1
90	сама по себе	1	1
91	для того чтобы	3	1
92	лицом к лицу	1	1
93	для него в	2	1
94	то же но	1	1
95	то же самое	1	1
96	тому что они	1	1
97	в этом отношении	13	1
98	и в другом	2	1
