N	2gram	Losev_Dial_4	SlovoVZh
1	не может	11	16
2	может быть	17	14
3	точки зрения	14	14
4	как бы	14	13
5	и его	7	13
6	таким образом	5	12
7	и в	15	12
8	в нашем	1	11
9	и не	30	10
10	если бы	6	9
11	так как	14	9
12	прежде всего	11	8
13	сказать что	6	7
14	в ней	5	6
15	в том	11	6
16	только в	7	6
17	при этом	2	6
18	в нем	5	6
19	все время	1	6
20	в процессе	1	6
21	должна быть	7	5
22	то же	9	5
23	в виду	9	5
24	можно сказать	5	5
25	отнюдь не	4	5
26	как в	3	5
27	но в	3	5
28	в жизни	5	5
29	а не	18	5
30	как и	7	5
31	что мы	7	5
32	и следовательно	3	5
33	том что	10	5
34	никогда не	2	5
35	поэтическое произведение	1	5
36	хотя бы	4	5
37	то что	16	5
38	на самом	1	4
39	зависимости от	1	4
40	к нему	1	4
41	за пределы	3	4
42	в этом	11	4
43	все же	2	4
44	в самом	2	4
45	уже не	9	4
46	не только	8	4
47	отношение к	1	4
48	от того	2	4
49	так и	5	4
50	с другой	1	4
51	что не	3	4
52	не в	8	4
53	его в	1	4
54	дело в	1	4
55	жизни и	4	4
56	и на	5	4
57	в котором	2	3
58	в пределах	1	3
59	ведь и	2	3
60	ясно что	11	3
61	еще не	4	3
62	мы не	9	3
63	и вообще	7	3
64	о том	5	3
65	но и	4	3
66	точка зрения	1	3
67	того что	13	3
68	быть и	3	3
69	когда он	3	3
70	и наконец	3	3
71	имеет в	1	3
72	и ее	8	3
73	все эти	3	3
74	конечно не	2	3
75	в себе	8	3
76	да и	2	3
77	он должен	1	3
78	и по	2	3
79	то ни	4	3
80	и с	4	3
81	ни в	8	3
82	и пр	9	3
83	в них	2	3
84	и уже	4	3
85	в своей	3	3
86	так же	4	3
87	тем не	2	3
88	этой точки	2	3
89	как к	1	3
90	и более	1	3
91	из этого	1	3
92	не должна	1	3
93	по себе	13	3
94	художественное произведение	2	3
95	не менее	2	3
96	все это	9	3
97	но для	2	3
98	и для	5	3
99	бы мы	1	3
100	это как	2	3
101	ее и	1	3
102	с ним	3	3
103	или не	4	3
104	отношении к	2	3
105	в каком	5	3
106	как не	2	2
107	и то	3	2
108	как это	2	2
109	но тем	1	2
110	в себя	5	2
111	и совершенно	1	2
112	едва ли	3	2
113	ко всем	1	2
114	каком отношении	1	2
115	те же	1	2
116	вещи и	2	2
117	по природе	1	2
118	мы имеем	5	2
119	мы в	1	2
120	совпадает с	2	2
121	и здесь	1	2
122	возможна только	1	2
123	и та	3	2
124	с его	5	2
125	но мы	2	2
126	и что	9	2
127	произведение и	2	2
128	ней как	1	2
129	в чем	8	2
130	данном случае	1	2
131	в данном	3	2
132	которые мы	2	2
133	к слову	1	2
134	в его	4	2
135	что и	6	2
136	в своем	5	2
137	кроме того	2	2
138	и потому	3	2
139	и так	2	2
140	бы не	2	2
141	с одной	1	2
142	из общей	1	2
143	уже в	1	2
144	имеем в	1	2
145	жизнью и	1	2
146	в душе	1	2
147	он не	1	2
148	не так	1	2
149	допустим что	2	2
150	в зависимости	1	2
151	мы можем	3	2
152	но что	5	2
153	одно и	1	2
154	но все	2	2
155	в особенности	4	2
156	конечно в	1	2
157	на все	2	2
158	с другими	1	2
159	это не	12	2
160	как же	5	2
161	оно не	2	2
162	себя и	3	2
163	можем сказать	2	2
164	до конца	1	2
165	самое слово	1	2
166	другой стороны	2	2
167	его как	2	2
168	и слово	2	2
169	смысл и	3	2
170	нет ничего	6	2
171	ни на	6	2
172	вместе с	2	2
173	можно найти	1	2
174	в отношении	2	2
175	общего с	3	2
176	место в	1	2
177	находит в	1	2
178	быть только	1	2
179	с этой	2	2
180	она не	4	2
181	с точки	9	2
182	такой же	1	2
183	тогда когда	5	2
184	в то	6	2
185	и притом	3	2
186	за его	2	2
187	слова но	1	2
188	ничего не	17	2
189	и все	11	2
190	все они	1	2
191	есть уже	1	2
192	но это	4	2
193	стороны и	1	2
194	могут быть	3	2
195	и вполне	1	2
196	как только	5	2
197	что в	7	2
198	как на	1	2
199	не есть	40	2
200	к этому	3	2
201	а между	1	1
202	так но	1	1
203	и это	8	1
204	приближения к	1	1
205	же как	1	1
206	как мы	1	1
207	и о	8	1
208	чтобы не	1	1
209	с ее	10	1
210	но чтобы	1	1
211	сам по	2	1
212	свою очередь	2	1
213	а из	1	1
214	совершенно ясно	2	1
215	это и	9	1
216	его это	1	1
217	нами выше	1	1
218	каждая вещь	1	1
219	только то	1	1
220	идет речь	4	1
221	и больше	1	1
222	переходя в	3	1
223	слово есть	3	1
224	можно было	1	1
225	мы уже	3	1
226	было в	1	1
227	хорошо и	1	1
228	другая форма	1	1
229	остаться в	1	1
230	это только	1	1
231	жизнь и	2	1
232	та же	3	1
233	я знаю	1	1
234	что уже	2	1
235	воззрение можно	1	1
236	и несводимо	1	1
237	на что	2	1
238	для этого	2	1
239	он как	1	1
240	как чисто	2	1
241	предмет или	1	1
242	то она	1	1
243	и он	1	1
244	необходимо но	1	1
245	нашем случае	1	1
246	к общему	1	1
247	нашей работы	1	1
248	определенным образом	1	1
249	и явления	1	1
250	не нужно	2	1
251	на них	1	1
252	основе своей	1	1
253	на их	1	1
254	мы понимаем	1	1
255	во всех	2	1
256	и во	2	1
257	то слово	1	1
258	то мы	3	1
259	все в	1	1
260	жизни он	1	1
261	не требует	1	1
262	и всего	1	1
263	то в	5	1
264	самый принцип	1	1
265	коем случае	2	1
266	в общем	1	1
267	себе и	2	1
268	явлениями и	1	1
269	крайней мере	7	1
270	и можно	5	1
271	того в	1	1
272	что они	4	1
273	именно в	5	1
274	сама по	5	1
275	знания и	5	1
276	этих обеих	1	1
277	в лучшем	1	1
278	и она	1	1
279	в одной	1	1
280	если она	2	1
281	что именно	7	1
282	не зная	1	1
283	в современной	1	1
284	далее мы	2	1
285	что здесь	3	1
286	перед нами	6	1
287	виду и	1	1
288	понять и	2	1
289	хотя и	6	1
