N	3gram	Propp_Isto_4	Vvedenie
1	и т д	24	36
2	о том что	2	12
3	не может быть	4	8
4	тем не менее	2	8
5	до сих пор	5	6
6	т д но	1	5
7	с другой стороны	4	5
8	в широком смысле	1	5
9	что иное как	3	4
10	и в особенности	1	4
11	в этом случае	3	4
12	на этот вопрос	2	4
13	т е в	3	4
14	в данном случае	3	4
15	не только в	2	4
16	по сравнению с	3	4
17	не только как	1	4
18	не что иное	3	4
19	вместе с тем	1	3
20	в том отношении	1	3
21	том отношении что	1	3
22	можно сказать что	1	3
23	но все же	4	3
24	как мы видели	3	3
25	на том что	1	2
26	потому что он	1	2
27	что в этом	1	2
28	подобно тому как	1	2
29	то же самое	2	2
30	как будто бы	1	2
31	что даже и	1	2
32	представить себе что	1	2
33	в центре внимания	1	2
34	точно так же	5	2
35	может быть и	1	2
36	на задний план	2	2
37	смысле этого слова	2	2
38	не могут быть	1	2
39	не в том	1	2
40	в связи с	2	2
41	но вместе с	1	2
42	есть не что	1	2
43	вовсе не в	1	2
44	в этих случаях	7	2
45	мы уже знаем	1	2
46	т д в	1	2
47	говорилось о том	1	1
48	по содержанию и	1	1
49	об этом говорилось	1	1
50	мы можем только	2	1
51	как нечто что	1	1
52	с полной ясностью	1	1
53	странно было бы	1	1
54	не только по	1	1
55	этот вопрос мы	1	1
56	все это дает	1	1
57	но это только	1	1
58	в своей работе	1	1
59	у меня в	1	1
60	дело не только	1	1
61	об этом говорится	1	1
62	как раз наоборот	1	1
63	но и в	1	1
64	можем утверждать что	1	1
65	совершенно ясно что	1	1
66	эта связь в	1	1
67	то что этот	1	1
68	и др в	1	1
69	только одна сторона	1	1
70	может быть только	1	1
71	и то что	5	1
72	и могут быть	1	1
73	в зависимости от	1	1
74	одно и то	1	1
75	так же как	12	1
76	а не только	1	1
77	именно в этой	1	1
78	т д такая	1	1
79	дело обстоит как	1	1
80	мы имеем в	2	1
81	же как он	2	1
82	и то же	1	1
83	только в одном	1	1
84	но не к	1	1
85	в том как	1	1
86	как он есть	1	1
87	т д мы	2	1
88	но уже в	1	1
89	только после того	1	1
90	приводят к тому	1	1
91	хотя бы на	1	1
92	это только одна	1	1
93	но не исключительно	1	1
94	в этой форме	1	1
95	в общих чертах	1	1
96	вопрос о связи	1	1
97	в руки и	1	1
98	таким образом мы	1	1
99	не потому что	1	1
100	же самое что	1	1
101	в точности соответствует	2	1
102	очевидно что если	1	1
103	здесь не может	1	1
104	бы составить предмет	1	1
105	не только с	1	1
106	этой стороне дела	1	1
107	широком смысле этого	1	1
108	вряд ли есть	1	1
109	могло бы составить	1	1
110	с этой стороны	2	1
111	только тогда когда	1	1
112	было бы назвать	1	1
113	как мы видим	1	1
114	после того как	2	1
115	к тому что	1	1
116	легко представить себе	1	1
117	в средние века	2	1
118	обстоит как раз	1	1
119	только с помощью	1	1
