N	2gram	Losev_Vlad_2	Istorich
1	и в	30	22
2	мы имеем	1	19
3	в этом	20	17
4	и т	1	16
5	т д	1	15
6	что в	12	15
7	не только	12	14
8	мы видели	2	13
9	на могилу	1	12
10	но и	8	12
11	и не	18	12
12	в этих	4	11
13	может быть	7	11
14	но в	8	10
15	таким образом	3	10
16	еще не	1	10
17	в нем	4	9
18	что и	3	9
19	в том	18	9
20	что он	13	9
21	вместе с	8	9
22	как мы	11	8
23	что они	1	8
24	не знаю	1	8
25	с этим	5	8
26	том что	12	8
27	но не	3	7
28	то что	20	7
29	и здесь	1	7
30	мы должны	4	7
31	уже не	3	7
32	из них	1	7
33	так как	5	7
34	к этому	6	7
35	то же	4	6
36	мы уже	2	6
37	не вполне	2	6
38	не все	1	6
39	это не	2	6
40	здесь можно	2	6
41	во время	1	6
42	ничего не	2	6
43	связи с	8	6
44	возможно что	2	6
45	все еще	1	6
46	так в	1	6
47	если бы	1	6
48	в них	3	6
49	что здесь	1	6
50	то и	1	6
51	друг друга	2	6
52	а не	7	6
53	в течение	5	6
54	а в	11	6
55	с ней	2	6
56	а он	2	5
57	все же	9	5
58	он не	4	5
59	что она	1	5
60	здесь мы	3	5
61	в этой	4	5
62	тем не	6	5
63	не менее	7	5
64	к нему	2	5
65	того что	5	5
66	так что	5	5
67	можно установить	1	5
68	до сих	1	5
69	у меня	1	5
70	в частности	2	5
71	или по	2	5
72	есть и	2	5
73	этом случае	1	5
74	сих пор	1	5
75	одним из	1	4
76	мы здесь	1	4
77	пребывание в	1	4
78	и на	4	4
79	все эти	5	4
80	отношение к	4	4
81	не в	9	4
82	на этом	2	4
83	и с	14	4
84	можно найти	1	4
85	у нас	6	4
86	как это	7	4
87	но он	3	4
88	дом и	1	4
89	к ней	3	4
90	и его	6	4
91	тем что	1	4
92	она не	2	4
93	в дальнейшем	5	4
94	только в	6	4
95	его и	2	4
96	а именно	6	4
97	они не	1	4
98	в данном	3	4
99	для нас	7	4
100	в свою	3	4
101	не может	9	4
102	и другие	1	4
103	увидим ниже	2	3
104	он все	2	3
105	что иное	1	3
106	я не	4	3
107	представление о	1	3
108	и ее	1	3
109	иное как	1	3
110	в чем	2	3
111	со стороны	4	3
112	некоторое время	1	3
113	целый ряд	1	3
114	и как	3	3
115	и к	6	3
116	выше мы	1	3
117	в целом	4	3
118	из этих	3	3
119	лес и	1	3
120	на его	4	3
121	их в	2	3
122	его в	4	3
123	было бы	9	3
124	должен был	3	3
125	для них	1	3
126	все равно	1	3
127	далеко не	1	3
128	как и	5	3
129	не будем	1	3
130	имеем не	1	3
131	в русской	1	3
132	никогда не	7	3
133	потому что	9	3
134	а мы	2	3
135	очень часто	1	3
136	он и	3	3
137	к тому	2	3
138	о том	4	3
139	но по	2	3
140	здесь не	4	3
141	данном случае	2	3
142	смерти в	1	3
143	уже с	1	3
144	на том	1	3
145	на нее	1	3
146	можно только	1	3
147	раньше чем	1	3
148	в его	11	3
149	и она	2	3
150	как мне	1	3
151	при помощи	1	3
152	за ним	1	3
153	прежде всего	6	3
154	а через	1	3
155	у него	19	3
156	в связи	8	3
157	если это	1	3
158	так же	4	3
159	мы увидим	1	3
160	быть и	1	3
161	но это	4	3
162	между прочим	7	3
163	и от	2	3
164	его не	2	3
165	и все	7	3
166	сказать что	11	3
167	равно как	1	3
168	не что	1	3
169	ее в	1	3
170	например в	1	2
171	и то	5	2
172	но тем	2	2
173	и есть	2	2
174	в котором	5	2
175	той же	4	2
176	время как	2	2
177	но она	1	2
178	то это	4	2
179	и он	4	2
180	в ней	4	2
181	в качестве	1	2
182	себе и	2	2
183	мы сейчас	3	2
184	вследствие чего	1	2
185	независимо от	1	2
186	его на	3	2
187	как в	3	2
188	в своем	8	2
189	хотя и	6	2
190	что по	1	2
191	в этот	1	2
192	то время	6	2
193	во многих	2	2
194	и и	1	2
195	тому же	1	2
196	если он	1	2
197	не могла	2	2
198	при этом	5	2
199	они в	1	2
200	всех этих	3	2
201	нее и	1	2
202	в виде	3	2
203	и вот	3	2
204	никому не	1	2
205	так и	5	2
206	но все	2	2
207	в работе	2	2
208	об этой	1	2
209	на все	2	2
210	ни в	7	2
211	вовсе не	4	2
212	с тем	2	2
213	со своими	1	2
214	и для	3	2
215	после этого	1	2
216	такой же	1	2
217	не мог	8	2
218	та что	1	2
219	точки зрения	7	2
220	это делает	1	2
221	на месте	1	2
222	в которых	1	2
223	но они	1	2
224	отправляется в	1	2
225	даже в	2	2
226	не раз	1	2
227	в то	9	2
228	не имеет	2	2
229	который был	2	2
230	как следует	1	2
231	в русском	2	2
232	не видал	1	2
233	как будто	2	2
234	во все	1	2
235	нет мы	1	2
236	не исключают	1	2
237	в самых	2	2
238	утверждать что	1	2
239	и это	3	2
240	и о	4	2
241	пошел на	1	2
242	с собой	1	2
243	не с	1	2
244	связанных с	1	2
245	после того	2	2
246	связанное с	1	2
247	и что	5	2
248	а также	10	2
249	там же	12	2
250	в него	1	2
251	же в	2	2
252	дней и	1	2
253	этот вопрос	1	2
254	дело с	1	2
255	очень много	2	2
256	в жизни	1	2
257	для нее	1	2
258	что не	2	2
259	него и	2	2
260	а то	2	2
261	мы знаем	4	2
262	себе в	2	2
263	всяком случае	6	2
264	в одном	1	2
265	никто не	1	2
266	только на	1	2
267	и даже	10	2
268	даже не	1	2
269	после смерти	4	2
270	есть только	1	2
271	и др	1	2
272	к более	1	2
273	не было	10	2
274	здесь дело	1	2
275	всю жизнь	1	2
276	представления о	1	2
277	уже давно	2	2
278	нет никаких	2	2
279	можно утверждать	1	2
280	и потому	2	2
281	в тех	1	2
282	да и	3	2
283	с очень	2	2
284	можно сказать	4	2
285	если не	2	2
286	меня к	1	2
287	от него	1	2
288	еще более	3	2
289	за него	1	2
290	ты не	1	2
291	нет ничего	3	2
292	жизни и	6	2
293	точно так	3	2
294	только не	1	2
295	он на	2	2
296	во всяком	6	2
297	также что	2	1
298	также и	6	1
299	напомнить о	1	1
300	никогда нельзя	1	1
301	а из	1	1
302	придал ей	1	1
303	самом деле	1	1
304	и насилия	1	1
305	отношений в	1	1
306	ясно что	1	1
307	и до	2	1
308	действительности и	1	1
309	со своей	2	1
310	времени он	1	1
311	и этот	1	1
312	и за	1	1
313	в несколько	1	1
314	есть не	1	1
315	лет и	3	1
316	хорошо и	1	1
317	мы не	2	1
318	этого нет	1	1
319	бы что	1	1
320	нас важно	1	1
321	вас не	1	1
322	то она	1	1
323	очень скоро	1	1
324	которые он	1	1
325	мы читаем	4	1
326	быть в	3	1
327	что его	4	1
328	мы будем	3	1
329	но как	1	1
330	не то	3	1
331	к которой	1	1
332	со всеми	1	1
333	к богу	1	1
334	к ним	1	1
335	трех лет	1	1
336	в новом	2	1
337	тут же	2	1
338	не просто	1	1
339	нет и	1	1
340	есть просто	2	1
341	чем же	1	1
342	как говорит	1	1
343	более чем	1	1
344	мертвых и	1	1
345	если она	1	1
346	общего с	1	1
347	нельзя было	1	1
348	перед нами	1	1
349	кроме того	9	1
350	целом но	1	1
351	еще больше	1	1
352	хотя я	1	1
353	к этой	2	1
354	его к	1	1
355	ясно и	1	1
356	не очень	4	1
357	еще на	2	1
358	что это	4	1
359	сказать о	3	1
360	он в	1	1
361	что так	1	1
362	право на	1	1
363	остановиться на	1	1
364	на то	2	1
365	человек не	2	1
366	и ту	2	1
367	больше всего	1	1
368	ей в	1	1
369	главным образом	1	1
370	не видишь	1	1
371	их может	1	1
372	одному из	1	1
373	в первую	1	1
374	свою собственную	1	1
375	них нет	1	1
376	прочим и	2	1
377	возвращение к	1	1
378	том чтобы	2	1
379	по всем	1	1
380	он никак	1	1
381	ему на	1	1
382	этот период	2	1
383	его от	1	1
384	так далеко	1	1
385	и по	2	1
386	будем говорить	2	1
387	так например	1	1
388	все с	1	1
389	от нее	1	1
390	по своему	2	1
391	не будет	1	1
392	ним в	2	1
393	об этом	6	1
394	этот лес	1	1
395	где оно	1	1
396	и иногда	1	1
397	а как	1	1
398	заключается в	2	1
399	неподалеку от	1	1
400	с начала	2	1
401	и тем	1	1
402	и находит	1	1
403	только одно	3	1
404	но уже	2	1
405	могилу и	1	1
406	случае мы	1	1
407	а за	2	1
408	которой он	2	1
409	оно имеет	1	1
410	не единственная	1	1
411	чем в	1	1
412	он меня	2	1
413	здесь все	1	1
414	очень важный	1	1
415	этим в	1	1
416	он сказал	3	1
417	но если	1	1
418	в своей	5	1
419	что такое	1	1
420	в следующем	3	1
421	в такой	1	1
422	с точки	3	1
423	просто в	1	1
424	это подтверждается	1	1
425	своего рода	1	1
426	признает что	1	1
427	любовь и	1	1
428	где на	2	1
429	которые в	1	1
430	ко всему	4	1
431	своих признаков	2	1
432	не могли	3	1
433	что этот	1	1
434	как можно	1	1
435	по себе	5	1
436	называет его	1	1
437	сам он	1	1
438	и очень	2	1
439	вплоть до	3	1
440	как из	1	1
441	самого начала	1	1
442	меня не	2	1
443	дальше что	1	1
444	образом я	1	1
445	того как	2	1
446	и сама	1	1
447	но вместе	1	1
448	было у	2	1
449	к тебе	1	1
450	это мы	5	1
451	казалось бы	2	1
452	правда в	2	1
453	это то	1	1
454	с нами	2	1
455	очень мало	1	1
456	меня и	2	1
457	во всем	1	1
458	как я	2	1
459	достаточно указать	1	1
460	только с	1	1
461	мы и	1	1
462	вопрос не	1	1
463	в каком	1	1
464	в известных	1	1
465	перед ним	1	1
466	только наиболее	1	1
467	начиная с	2	1
468	это конечно	1	1
469	лет он	1	1
470	и другим	1	1
471	за что	1	1
472	не есть	4	1
473	было уже	1	1
474	так просто	1	1
475	также очень	1	1
476	отношении он	1	1
477	где он	3	1
478	приведем еще	1	1
479	ничего общего	1	1
480	здесь еще	1	1
481	тогда я	1	1
482	тем и	1	1
483	приходит к	2	1
484	вы не	2	1
485	свою очередь	2	1
486	меня в	2	1
487	вид что	1	1
488	будет сказать	1	1
489	совершенно ясно	1	1
490	уже потому	1	1
491	о беспокойном	1	1
492	только то	1	1
493	в себя	1	1
494	на той	1	1
495	с самого	1	1
496	дать нам	1	1
497	с ростом	1	1
498	и сам	2	1
499	можно было	2	1
500	столько же	1	1
501	была у	1	1
502	чтобы быть	1	1
503	во второй	2	1
504	в церковь	1	1
505	он сам	2	1
506	для этого	1	1
507	день он	1	1
508	чем здесь	1	1
509	с ним	5	1
510	будем рассматривать	1	1
511	в порядке	1	1
512	и должно	1	1
513	и та	1	1
514	другими словами	5	1
515	никак не	3	1
516	и хочет	1	1
517	по разным	4	1
518	что бы	1	1
519	здесь в	2	1
520	также в	1	1
521	здесь слишком	1	1
522	говорит в	1	1
523	но тут	1	1
524	тех пор	1	1
525	тот же	5	1
526	хотя бы	3	1
527	жизнь с	1	1
528	пор не	1	1
529	как нечто	1	1
530	по возвращении	2	1
531	на несколько	1	1
532	эти мотивы	1	1
533	неудивительно что	1	1
534	разве ты	1	1
535	по этому	1	1
536	в указанном	2	1
537	конечно не	4	1
538	с нею	1	1
539	тем временем	1	1
540	уже в	3	1
541	такие явления	1	1
542	же из	1	1
543	чтобы он	1	1
544	в начале	4	1
545	или даже	1	1
546	не стал	1	1
547	с какой	1	1
548	характерно что	1	1
549	и их	1	1
550	пока не	1	1
