N	3gram	Potebnia_M_3	Komedia
1	к тому же	1	10
2	в том что	16	5
3	за то что	1	4
4	вместе с тем	4	4
5	о том что	1	4
6	для того чтобы	3	4
7	и столь же	1	3
8	по отношению к	5	3
9	так или иначе	1	3
10	то же время	5	3
11	до тех пор	1	3
12	в то время	4	3
13	в то же	5	3
14	только потому что	2	2
15	не говоря уже	1	2
16	до сих пор	3	2
17	говоря уже о	1	2
18	то время как	1	2
19	с одной стороны	3	2
20	и т п	2	2
21	после того как	1	2
22	к тому что	2	2
23	друг с другом	1	2
24	что и в	3	2
25	в двух других	1	2
26	сводится к тому	1	1
27	потому что в	1	1
28	со своей стороны	1	1
29	одной из этих	1	1
30	в самом деле	1	1
31	и вслед за	1	1
32	в том же	2	1
33	есть для нас	2	1
34	что само по	1	1
35	только в том	3	1
36	потому что по	1	1
37	но и в	4	1
38	и та же	1	1
39	а может быть	1	1
40	и не менее	1	1
41	в том случае	1	1
42	а вместе с	1	1
43	же что и	1	1
44	нечто такое что	1	1
45	в этих словах	1	1
46	в первом случае	2	1
47	ответ на это	2	1
48	что и мы	1	1
49	в чем же	1	1
50	так и на	1	1
51	только после того	1	1
52	само по себе	3	1
53	одна и та	1	1
54	с другой стороны	4	1
55	таким образом и	1	1
56	и в том	2	1
57	не может быть	3	1
58	приходит в голову	1	1
59	но столь же	1	1
60	и стало быть	1	1
61	более или менее	3	1
62	у него в	1	1
63	что он не	3	1
64	так и в	2	1
65	о котором речь	1	1
66	в свою очередь	3	1
67	но никак не	2	1
68	и в самом	2	1
69	не только в	4	1
70	друг от друга	1	1
71	тем более что	1	1
72	с другом и	1	1
73	тем не менее	3	1
74	легко представить себе	1	1
75	следует сказать о	1	1
76	и серьезного человека	1	1
77	как мы видели	1	1
