N	2gram	Bakhtin_sl_2	Problema
1	то что	2	42
2	вовсе не	10	35
3	то есть	26	33
4	и в	39	32
5	и не	22	31
6	не просто	1	23
7	в этом	16	19
8	не менее	4	19
9	тем не	1	18
10	не только	24	17
11	в символе	1	17
12	в себе	2	15
13	по себе	5	15
14	в виде	2	15
15	а не	14	15
16	но в	6	14
17	может быть	37	14
18	как бы	7	14
19	в нем	19	13
20	и тем	1	13
21	как раз	1	13
22	сказать что	3	13
23	том что	5	12
24	что в	3	12
25	так и	15	12
26	а именно	2	12
27	и т	35	11
28	также и	2	11
29	так как	4	11
30	о том	2	11
31	и даже	7	11
32	то же	4	10
33	отнюдь не	1	10
34	в этой	1	10
35	т д	2	10
36	об этом	1	10
37	ничего не	1	10
38	прежде всего	8	10
39	еще не	7	9
40	но не	6	9
41	художественный образ	4	9
42	того чтобы	2	9
43	и это	1	9
44	и что	1	9
45	но и	21	9
46	в данном	2	9
47	в том	5	9
48	в таком	4	9
49	и о	1	8
50	и ее	1	8
51	и на	4	8
52	все эти	6	8
53	на то	1	8
54	для того	2	8
55	в своей	1	8
56	даже и	4	8
57	не может	20	8
58	но это	3	8
59	смысле слова	1	7
60	во всех	12	7
61	действительности а	1	7
62	всех этих	4	7
63	ни в	4	7
64	в них	6	7
65	как мы	7	7
66	здесь не	4	7
67	никогда не	7	7
68	того что	1	7
69	что он	2	7
70	только в	5	7
71	тем что	1	7
72	все это	16	7
73	и все	5	7
74	во всяком	3	7
75	и есть	1	6
76	есть не	1	6
77	говорить о	3	6
78	но как	2	6
79	за пределы	2	6
80	и как	3	6
81	в самом	1	6
82	при этом	7	6
83	его в	4	6
84	это не	5	6
85	что такое	1	6
86	в то	4	6
87	таким образом	8	6
88	в виду	1	6
89	и здесь	2	6
90	в его	7	6
91	в конце	1	6
92	как это	3	6
93	хотя и	2	6
94	мы уже	2	5
95	в своем	6	5
96	перед нами	3	5
97	что она	1	5
98	но уже	1	5
99	все равно	1	5
100	далеко не	2	5
101	есть именно	1	5
102	текста и	1	5
103	связи с	3	5
104	в сознании	1	5
105	той или	5	5
106	и которые	1	5
107	можно сказать	1	5
108	для нас	5	5
109	в других	1	5
110	или иной	5	5
111	не является	1	5
112	в их	2	4
113	литературы и	1	4
114	совсем не	1	4
115	сама по	3	4
116	в истории	11	4
117	как в	13	4
118	как он	2	4
119	входит в	4	4
120	мы говорили	1	4
121	в отдельности	1	4
122	не в	9	4
123	мышления и	5	4
124	и притом	1	4
125	иметь в	1	4
126	действительности но	1	4
127	а в	4	4
128	в дальнейшем	2	4
129	на том	1	4
130	никак не	1	4
131	а также	3	4
132	и только	1	4
133	вообще и	1	4
134	в литературе	1	4
135	один из	5	4
136	только на	1	4
137	мы можем	1	4
138	перейти к	1	4
139	именно как	2	4
140	именно в	2	4
141	не было	2	4
142	в одно	2	4
143	и для	5	4
144	в связи	2	4
145	или в	2	4
146	и ни	2	4
147	же в	1	4
148	не должны	1	3
149	но она	2	3
150	того же	1	3
151	не нужно	1	3
152	в чем	3	3
153	с этим	2	3
154	однако не	1	3
155	более или	2	3
156	но он	2	3
157	да и	1	3
158	но именно	1	3
159	он не	2	3
160	и еще	1	3
161	и чисто	2	3
162	его от	3	3
163	но все	5	3
164	символа в	1	3
165	или на	2	3
166	действительности в	1	3
