N	3gram	Berdyaev_M_1	Problemy
1	до сих пор	2	8
2	не может быть	17	8
3	и не может	2	7
4	по отношению к	2	5
5	в самом деле	1	4
6	как и все	1	4
7	в романах достоевского	1	4
8	в отличие от	1	3
9	преступления и наказания	1	3
10	имеем в виду	1	3
11	как бы в	1	3
12	мы имеем в	1	3
13	нет и не	1	2
14	у достоевского в	1	2
15	но и в	4	2
16	можно было бы	1	2
17	в том что	1	2
18	о том что	1	2
19	и в самой	1	2
20	в братьях карамазовых	3	2
21	в отношении к	1	2
22	в себе самом	1	2
23	выходят за пределы	1	2
24	мы увидим что	3	2
25	и в конце	2	1
26	не может не	2	1
27	а не к	1	1
28	очень важное место	1	1
29	нельзя понять его	1	1
30	а вовсе не	1	1
31	прежде всего в	2	1
32	ивана карамазова в	1	1
33	себе что он	1	1
34	хотя бы и	2	1
35	в свою противоположность	2	1
36	ставит нас перед	1	1
37	занимает очень важное	1	1
38	между тем как	1	1
39	в себе и	1	1
40	у достоевского и	2	1
41	не знает что	1	1
42	может быть и	1	1
43	иное отношение к	1	1
44	в значительной степени	1	1
45	его личности и	1	1
46	и есть подлинная	1	1
47	все творчество достоевского	4	1
48	в конце концов	2	1
49	по сравнению с	1	1
50	никогда не может	2	1
51	и в нем	3	1
52	с разных сторон	1	1
53	в нем не	2	1
54	он уже не	2	1
55	герой из подполья	1	1
56	во всяком случае	1	1
57	что до сих	1	1
58	как бы не	1	1
59	между этими двумя	1	1
60	в него как	1	1
61	у достоевского он	1	1
62	достоевского прежде всего	2	1
63	в этом он	2	1
64	что совершается в	1	1
65	настасьи филипповны и	1	1
66	есть уже не	1	1
67	и вместе с	4	1
68	я хотел бы	2	1
69	не только в	2	1
70	выходит за пределы	1	1
71	он никогда не	2	1
72	и ту же	1	1
73	но она не	1	1
74	есть прежде всего	1	1
75	и во всем	1	1
76	одну и ту	1	1
77	все это не	1	1
78	в высшей степени	2	1
79	он живет в	2	1
