N	2gram	Bakhtin_Pr_4	Psycholo
1	в том	9	37
2	и в	46	32
3	и что	3	22
4	то есть	40	21
5	том что	4	21
6	потому что	4	21
7	таким образом	4	21
8	то что	4	21
9	что в	4	20
10	может быть	23	18
11	так же	3	18
12	точки зрения	11	17
13	что и	3	17
14	не может	19	17
15	самом деле	4	16
16	что она	1	16
17	того чтобы	1	14
18	то же	6	13
19	в этом	16	13
20	при этом	5	13
21	что он	6	13
22	в самом	9	12
23	не только	14	12
24	по себе	7	12
25	если мы	5	12
26	так как	5	12
27	на то	3	11
28	было бы	3	11
29	когда он	2	10
30	с точки	9	10
31	но и	12	10
32	как и	12	10
33	и не	27	10
34	как в	4	9
35	никогда не	6	9
36	что при	1	9
37	тем что	3	9
38	что все	1	9
39	в своих	1	9
40	той же	3	8
41	что это	1	8
42	не в	10	8
43	не менее	2	8
44	в сущности	7	7
45	и как	2	7
46	все эти	4	7
47	такой же	3	7
48	и его	6	7
49	как будто	1	7
50	к тому	2	7
51	можно было	2	7
52	только в	6	7
53	мы знаем	1	7
54	что для	1	7
55	а не	11	7
56	сказать что	2	7
57	что если	1	6
58	в этой	3	6
59	в художественном	2	6
60	целый ряд	2	6
61	он не	4	6
62	если бы	3	6
63	те же	2	6
64	о том	5	6
65	все время	2	6
66	и мы	1	6
67	как бы	19	6
68	на самом	1	5
69	и на	11	5
70	только на	3	5
71	что у	1	5
72	на все	2	5
73	далеко не	3	5
74	все это	6	5
75	в то	5	5
76	в ней	1	5
77	и даже	3	5
78	до сих	8	5
79	искусства но	1	5
80	сих пор	8	5
81	как раз	7	5
82	как на	1	5
83	ту же	2	4
84	же как	2	4
85	сам по	3	4
86	мы имеем	3	4
87	из которого	1	4
88	с этим	2	4
89	все же	4	4
90	в произведении	2	4
91	в целом	1	4
92	в нем	17	4
93	к одному	6	4
94	и по	2	4
95	и с	7	4
96	и тем	2	4
97	в жизни	5	4
98	несмотря на	1	4
99	в данном	2	4
100	образом и	3	4
101	которые в	2	4
102	тому что	1	4
103	того как	2	4
104	но только	1	4
105	ничего не	2	4
106	и до	3	4
107	в сознании	1	4
108	что на	1	4
109	и для	3	4
110	могут быть	2	4
111	если же	5	4
112	и это	3	4
113	данном случае	1	4
114	и сам	5	4
115	и поэтому	1	4
116	никак не	3	4
117	между тем	2	4
118	в языке	2	4
119	мы видим	1	4
120	как это	1	4
121	и все	9	4
122	а в	2	4
123	совершенно не	4	4
124	жизни и	5	4
125	например в	4	3
126	отношении к	2	3
127	и то	1	3
128	мы не	4	3
129	то это	3	3
130	и он	6	3
131	во всех	5	3
132	но как	1	3
133	а только	1	3
134	если оно	2	3
135	в общем	2	3
136	как к	1	3
137	и к	9	3
138	но в	6	3
139	та же	1	3
140	в поэзии	2	3
141	он все	1	3
142	не к	3	3
143	не как	3	3
144	и вот	1	3
145	на этом	3	3
146	об этом	2	3
147	к области	2	3
148	в своей	3	3
149	это только	1	3
150	в их	4	3
151	в которых	2	3
152	и другого	2	3
153	но он	3	3
154	не могли	2	3
155	в отношении	3	3
156	или что	1	3
157	тогда когда	1	3
158	мы можем	4	3
159	во всем	4	3
