N	3gram	Bakhtin_Pr_5	StatiiOP
1	в том что	2	17
2	о том что	1	11
3	для того чтобы	1	10
4	с точки зрения	2	8
5	можно было бы	2	8
6	до сих пор	1	7
7	в этом отношении	1	7
8	на самом деле	9	6
9	в данном случае	1	6
10	с другой стороны	3	6
11	во всяком случае	4	6
12	в самом деле	1	5
13	не может быть	3	5
14	дело в том	1	4
15	то же время	10	4
16	в своей статье	1	4
17	так и в	2	4
18	что и в	1	4
19	в то же	10	4
20	по отношению к	6	3
21	что же касается	1	3
22	я вовсе не	1	3
23	и в этом	2	3
24	и в самом	3	3
25	но все же	2	3
26	за то что	1	3
27	в свое время	1	2
28	в этом случае	1	2
29	и в том	1	2
30	и то что	1	2
31	что в нем	1	2
32	может быть и	1	2
33	по крайней мере	1	2
34	то что у	1	2
35	но в то	4	2
36	в то время	1	2
37	всяком случае в	1	2
38	то что в	1	2
39	на этот раз	2	2
40	вопрос о том	1	2
41	в его собственной	1	2
42	тем не менее	1	2
43	как и в	1	2
44	то все же	2	1
45	а между тем	3	1
46	как в отношении	1	1
47	в той или	4	1
48	той или иной	4	1
49	в которой он	1	1
50	с которыми мы	1	1
51	так же и	1	1
52	а не в	1	1
53	и в первой	1	1
54	в целом это	1	1
55	как и во	1	1
56	в этом смысле	3	1
57	в том и	1	1
58	том что он	1	1
59	несколько слов о	1	1
60	нет ни одного	2	1
61	в том же	1	1
62	сих пор еще	1	1
63	тем что это	1	1
64	в одних и	1	1
65	одних и тех	1	1
66	что он не	1	1
67	бы то ни	3	1
68	же время не	3	1
69	такой же степени	2	1
70	в которых я	2	1
71	с которыми он	1	1
72	говорит что он	1	1
73	это вовсе не	1	1
74	но в плане	1	1
75	и нуждается в	1	1
76	и лишь в	1	1
77	а в другой	1	1
78	и в этих	1	1
79	и тех же	1	1
80	и в других	1	1
81	этого места в	1	1
82	о том как	1	1
83	что я в	1	1
84	то время как	1	1
85	то что оно	1	1
86	хотя и с	1	1
87	и в то	2	1
88	самом деле не	1	1
89	и в отношении	1	1
90	как будто бы	1	1
91	и по отношению	1	1
92	того в чем	1	1
93	но даже и	1	1
94	всяком случае не	1	1
95	точно и не	1	1
96	но как бы	1	1
97	то что он	1	1
98	а вовсе не	1	1
99	на тему о	2	1
100	для правильного понимания	1	1
101	я не могу	1	1
102	что же это	1	1
103	самом деле оно	2	1
104	ни одного слова	2	1
105	никогда и не	1	1
106	ведь и сам	1	1
107	же степени как	1	1
108	смысле этого слова	2	1
109	и не хочет	1	1
110	и во всякой	1	1
111	как бы ни	1	1
112	и не может	2	1
113	но все эти	1	1
114	ни в чем	1	1
115	бы они ни	1	1
116	они ни были	1	1
117	друг от друга	1	1
118	ведь и в	1	1
119	общего дела в	1	1
120	идет лишь о	2	1
121	к тому что	1	1
122	не знает и	2	1
123	в такой форме	1	1
124	и не в	2	1
125	в конце концов	3	1
126	что он в	2	1
