N	2gram	Medvedev_F_3	Problema
1	и не	30	28
2	не только	9	24
3	только в	8	23
4	вовсе не	28	21
5	и в	27	20
6	в том	7	20
7	ни в	8	17
8	не просто	1	16
9	все эти	6	16
10	смысле слова	2	15
11	то что	8	15
12	потому что	7	15
13	точки зрения	16	14
14	у нас	3	14
15	той или	1	14
16	было бы	6	14
17	но и	10	14
18	не в	12	13
19	даже и	1	13
20	или иной	2	13
21	в нашем	1	12
22	в себе	3	12
23	том что	4	12
24	не есть	4	12
25	с точки	14	11
26	по себе	4	11
27	прежде всего	4	11
28	отнюдь не	8	10
29	тем не	2	10
30	и его	19	10
31	не менее	7	10
32	так и	21	10
33	в качестве	1	10
34	это значит	2	10
35	не является	5	10
36	в этом	18	9
37	может быть	25	9
38	и даже	2	9
39	все это	7	9
40	но в	6	8
41	таким образом	18	8
42	если бы	12	8
43	что он	6	8
44	в той	3	8
45	символ и	1	8
46	в результате	5	8
47	и все	8	8
48	во всяком	6	8
49	то же	15	7
50	мы не	4	7
51	в ней	5	7
52	еще не	6	7
53	и с	3	7
54	ясно что	3	7
55	это не	3	7
56	здесь не	2	7
57	хотя бы	6	7
58	и тем	3	7
59	есть в	1	7
60	с другой	6	7
61	именно в	1	7
62	сказать что	3	7
63	а не	17	7
64	и потому	5	7
65	сам по	1	6
66	есть не	1	6
67	мы имеем	1	6
68	а только	1	6
69	только при	1	6
70	при этом	8	6
71	всех этих	2	6
72	об этом	1	6
73	как и	14	6
74	в данном	6	6
75	но если	2	6
76	в каком	2	6
77	же самое	3	6
78	в виду	3	6
79	и вообще	1	6
80	так что	1	6
81	но это	2	6
82	и от	11	6
83	для нас	3	6
84	другой стороны	5	6
85	в таком	2	6
86	на самом	14	5
87	действительности и	6	5
88	но не	5	5
89	как в	4	5
90	хотя и	1	5
91	и если	1	5
92	в нем	15	5
93	да и	4	5
94	те или	1	5
95	в них	3	5
96	в этих	3	5
97	и очень	2	5
98	и о	1	5
99	в ее	4	5
100	данном случае	4	5
101	о том	4	5
102	можно сказать	3	5
103	жизни и	4	5
104	уже не	3	5
105	если мы	7	5
106	так как	9	5
107	случае не	1	5
108	здесь в	1	5
109	то и	1	5
110	не может	24	5
111	вместе с	6	5
112	так же	9	5
113	в смысле	4	5
114	в целях	2	5
115	и т	11	4
116	это и	2	4
117	но даже	1	4
118	что его	1	4
119	кроме того	1	4
120	уже в	4	4
121	в этой	2	4
122	что она	2	4
123	с тем	7	4
124	в своей	6	4
125	всяком случае	6	4
126	в одном	1	4
127	в отношении	2	4
128	тем самым	1	4
129	отличается от	2	4
130	только не	2	4
131	в разных	1	4
132	в самой	2	4
133	всегда есть	1	4
134	можно было	1	4
135	жизнь и	3	4
136	с ним	1	4
137	никак не	3	4
138	и во	2	4
139	во всех	3	4
140	и только	2	4
141	одной из	2	4
142	и ее	6	4
143	или даже	1	4
144	ни с	2	4
145	с этим	1	4
146	как бы	8	4
147	в художественном	5	4
148	как раз	8	4
149	тех или	1	4
150	и для	6	4
151	у достоевского	1	4
152	же в	1	4
153	а в	1	4
154	в то	7	4
155	в какой	3	4
156	художественных образов	1	4
157	самом деле	16	3
158	в зависимости	5	3
159	и этот	1	3
160	то это	1	3
161	в каждой	1	3
162	и на	3	3
163	он был	4	3
164	коем случае	1	3
165	явлений и	1	3
166	чем же	2	3
167	в истории	5	3
168	же и	4	3
169	в своем	2	3
170	бы и	3	3
171	учение о	2	3
172	сливаются в	3	3
173	имеем в	1	3
174	вообще не	2	3
175	т д	6	3
176	или иных	1	3
177	но все	1	3
178	человека в	2	3
179	того или	1	3
180	с другими	1	3
181	этом смысле	2	3
182	из них	2	3
183	в жизни	11	3
184	как это	4	3
