N	3gram	Bakhtin_Pr_5	Hudozhes
1	в том что	2	11
2	по отношению к	6	7
3	о том что	1	7
4	так и не	1	4
5	подобно тому как	2	4
6	то же время	10	4
7	в то же	10	4
8	к тому что	1	4
9	а между тем	3	3
10	в самом деле	1	3
11	не может быть	3	3
12	как и в	1	3
13	для того чтобы	1	3
14	тем не менее	1	3
15	а не в	1	2
16	о том как	1	2
17	и в этом	2	2
18	с точки зрения	2	2
19	до сих пор	1	2
20	и в то	2	2
21	ни одного слова	2	2
22	можно было бы	2	2
23	но тем не	1	2
24	он знает и	1	2
25	в данном случае	1	2
26	то же самое	1	2
27	как будто бы	1	2
28	они и в	1	2
29	не только не	1	2
30	к тому же	3	2
31	на чужое слово	1	1
32	одних и тех	1	1
33	обойтись без другого	1	1
34	зачем же я	1	1
35	то что я	2	1
36	раз в жизни	1	1
37	самим собою в	1	1
38	сводится к тому	2	1
39	той или иной	4	1
40	что я не	1	1
41	дело в том	1	1
42	ибо в нем	2	1
43	как раз и	2	1
44	самом деле не	1	1
45	точно такое же	1	1
46	но тотчас же	1	1
47	и в других	1	1
48	тому как он	1	1
49	что он не	1	1
50	потому что сознание	1	1
51	бы то ни	3	1
52	в этом отношении	1	1
53	в этом произведении	1	1
54	самим по себе	1	1
55	было бы так	1	1
56	в другом и	1	1
57	и тех же	1	1
58	с самим собою	7	1
59	с самим собой	7	1
60	а в другой	1	1
61	и то что	1	1
62	в значительной степени	1	1
63	о себе с	1	1
64	тем что он	1	1
65	особенно в его	1	1
66	и все его	1	1
67	то время как	1	1
68	не только для	1	1
69	все более и	1	1
70	и в рассказе	1	1
71	отношению к другому	1	1
72	отношению к чужому	1	1
73	к той же	1	1
74	я не могу	1	1
75	с другой стороны	3	1
76	и в том	1	1
77	ни на грош	1	1
78	что же такое	1	1
79	никогда и не	1	1
80	является непосредственным продолжением	1	1
81	в то время	1	1
82	в этом случае	1	1
83	на жизнь и	1	1
84	и в самом	3	1
85	но и для	1	1
86	с самого начала	8	1
87	более и более	1	1
88	смысле можно сказать	1	1
89	именно потому что	2	1
90	но все же	2	1
91	можно сказать что	1	1
92	одного слова и	1	1
93	как мы знаем	2	1
94	друг от друга	1	1
95	как бы в	1	1
96	чужому слову я	1	1
97	что и от	1	1
98	что и в	1	1
99	не вступает в	1	1
100	именно тем что	2	1
101	в пределах одного	5	1
