N	2gram	Voloshinov_1	Problemy
1	и не	4	31
2	и в	16	29
3	в его	4	24
4	может быть	17	24
5	в этом	9	22
6	а не	1	22
7	в нем	4	19
8	точки зрения	8	19
9	как бы	5	19
10	для него	6	18
11	не только	7	15
12	то что	3	15
13	то же	2	14
14	и его	8	14
15	но и	4	14
16	в пределах	2	13
17	с точки	6	13
18	уже не	1	13
19	таким образом	9	12
20	как и	2	12
21	не может	8	12
22	в самом	2	10
23	этом смысле	3	10
24	только в	4	10
25	в одном	3	10
26	все эти	5	9
27	с его	7	9
28	все же	1	9
29	если бы	1	9
30	о нем	1	9
31	но не	1	9
32	последнее слово	1	8
33	что в	3	8
34	как не	2	8
35	в том	3	8
36	что он	2	8
37	в своей	2	8
38	и на	4	7
39	за пределы	2	7
40	и как	3	7
41	но в	4	7
42	входит в	1	7
43	с другими	3	7
44	том что	3	7
45	вовсе не	1	7
46	она не	1	7
47	так и	4	7
48	прежде всего	9	7
49	мира и	3	7
50	а в	3	7
51	самом деле	6	6
52	так же	2	6
53	менее всего	1	6
54	что она	1	6
55	в мире	1	6
56	его в	4	6
57	несмотря на	1	6
58	точку зрения	1	6
59	его целом	2	6
60	могут быть	3	6
61	к нему	1	6
62	в конце	1	6
63	так как	4	6
64	как раз	1	6
65	и потому	3	6
66	не могут	2	6
67	все это	4	6
68	на самом	4	5
69	это и	1	5
70	той же	1	5
71	же что	1	5
72	зависимости от	1	5
73	у него	2	5
74	с их	3	5
75	он не	2	5
76	сознание и	5	5
77	было бы	2	5
78	мысли и	4	5
79	в сущности	1	5
80	и это	6	5
81	и о	2	5
82	еще не	5	5
83	с ним	2	5
84	ничего не	1	5
85	и др	3	5
86	сознания и	2	5
87	во всяком	3	5
88	поэтому и	2	4
89	так чтобы	1	4
90	и самого	1	4
91	и наконец	4	4
92	в этой	4	4
93	человека в	1	4
94	или наконец	1	4
95	но эта	1	4
96	что было	1	4
97	их в	3	4
98	как мы	4	4
99	в основе	3	4
100	от того	1	4
101	все то	2	4
102	и с	8	4
103	из одного	1	4
104	в свете	1	4
105	что и	2	4
106	не на	2	4
107	что же	1	4
108	но это	2	4
109	и для	2	4
110	они не	2	4
111	отношения к	3	3
112	он может	1	3
113	я не	1	3
114	ни один	1	3
115	не входит	1	3
116	в особом	1	3
117	и пр	12	3
118	уже в	1	3
119	но именно	1	3
120	подобно тому	1	3
121	на почве	1	3
122	художественного творчества	4	3
123	этот мир	1	3
124	одна из	1	3
125	никогда не	2	3
126	этом отношении	1	3
127	в духе	1	3
128	отличается от	1	3
129	для его	1	3
130	оно не	2	3
131	и этим	2	3
132	только то	2	3
133	в себя	1	3
134	приводит к	1	3
135	и здесь	1	3
136	с другой	1	3
137	в них	2	3
138	ним и	1	3
139	в другой	1	3
140	мы должны	1	3
141	сознание в	1	3
142	но как	2	3
143	мир в	1	3
144	всяком случае	3	3
145	ни в	5	3
146	в человеке	1	3
147	тому как	1	3
148	в мир	2	3
149	есть то	1	3
150	не дает	1	3
151	не знает	2	3
152	сказать что	7	3
153	в своих	1	3
154	как на	1	3
155	все что	4	3
156	в объективном	1	2
157	если б	3	2
158	все остальное	1	2
159	или к	1	2
160	и есть	3	2
161	нам кажется	2	2
162	и могут	1	2
163	мы уже	2	2
164	вопрос о	1	2
165	конечно и	1	2
166	и со	1	2
167	в ней	1	2
168	бы то	1	2
169	оно ни	1	2
170	отношение к	5	2
171	с этим	2	2
172	однако не	1	2
173	его к	1	2
174	и к	6	2
175	мир по	2	2
176	всей его	1	2
177	на его	1	2
178	войти в	2	2
179	и единство	1	2
180	то ни	1	2
181	при этом	6	2
182	за собою	1	2
183	в жизни	2	2
184	кажется что	2	2
185	в один	4	2
186	искать в	1	2
187	именно и	1	2
188	и благодаря	1	2
189	друг другу	1	2
190	по ту	4	2
191	однако в	1	2
192	человека но	1	2
193	идеологического творчества	1	2
194	ту сторону	5	2
195	самого начала	4	2
196	к этим	1	2
197	связи с	1	2
198	в сознании	1	2
199	уже и	1	2
200	не давая	1	2
201	к себе	3	2
202	что оно	2	2
203	и входит	1	2
204	данном случае	1	2
205	сознания с	1	2
206	и что	1	2
207	и сам	1	2
208	что может	1	2
209	те же	3	2
210	отсюда и	1	2
211	находится в	2	2
212	на вопрос	1	2
213	не позволяет	1	2
214	а потому	4	2
215	во всей	2	2
216	наконец в	1	2
217	для самого	1	2
218	один из	2	2
219	мы видим	2	2
220	тот же	1	2
221	хотя бы	4	2
222	и ее	4	2
223	же и	1	2
224	конечно не	6	2
225	в большинстве	3	2
226	то и	1	2
227	ни было	2	2
228	большинстве случаев	3	2
229	его и	1	2
230	ведь это	1	2
231	имеет значение	1	2
232	и старается	1	2
233	и даже	4	2
234	до сих	3	2
235	все время	1	2
236	личной жизни	1	2
237	себя и	2	2
238	месте и	1	2
239	на этот	1	2
240	только как	3	2
241	в данном	1	2
242	друг с	1	2
243	с этой	2	2
244	сих пор	3	2
245	в смысле	1	2
246	можно было	1	2
247	которые были	1	2
248	из тех	2	2
249	бы он	1	2
250	на языке	1	2
251	же в	1	2
252	не есть	2	2
253	между ними	3	2
254	есть и	2	2
255	жизни и	3	2
256	заметить что	1	2
257	пути своего	1	1
258	же как	2	1
259	в движение	1	1
260	тон и	1	1
261	органическое единство	1	1
262	зрения сознания	1	1
263	далее и	1	1
264	черты своего	1	1
265	на две	3	1
266	едва ли	3	1
267	образа с	1	1
