N	2gram	Vygotskiy__1	Stilisti
1	и в	23	42
2	не только	16	27
3	как бы	11	27
4	прежде всего	10	22
5	и т.д	5	20
6	внутренней речи	9	18
7	хотя бы	4	17
8	то же	8	15
9	но и	14	15
10	социального общения	1	14
11	и не	9	14
12	не может	12	12
13	может быть	14	12
14	мы уже	1	11
15	как и	14	11
16	точки зрения	26	11
17	отнюдь не	1	10
18	в этом	17	10
19	и как	5	10
20	как мы	5	10
21	ситуации и	1	10
22	мы должны	5	10
23	что мы	5	10
24	мы не	7	9
25	при этом	4	9
26	в то	7	9
27	для того	15	9
28	общественной жизни	1	9
29	то что	17	9
30	в ней	1	8
31	все же	3	8
32	в себе	6	8
33	таким образом	26	8
34	тем самым	5	8
35	и это	3	8
36	с тем	7	8
37	что же	1	8
38	в зависимости	2	7
39	зависимости от	2	7
40	и на	8	7
41	в которой	3	7
42	было бы	4	7
43	и тем	6	7
44	так как	7	7
45	никогда не	2	7
46	же время	2	7
47	потому что	6	7
48	того чтобы	17	7
49	ничего не	3	7
50	с его	4	7
51	слов и	1	7
52	только в	6	7
53	и его	6	7
54	мы можем	6	7
55	а не	3	7
56	и от	3	7
57	во всех	3	6
58	мы будем	1	6
59	точку зрения	2	6
60	в этой	7	6
61	на его	1	6
62	в нем	1	6
63	не в	4	6
64	в процессе	8	6
65	в области	3	6
66	когда мы	1	6
67	так и	5	6
68	в форме	1	6
69	в конце	2	6
70	или иной	1	6
71	речи и	28	6
72	в свою	4	6
73	той же	2	5
74	уже в	3	5
75	в нашем	2	5
76	независимо от	6	5
77	и наконец	2	5
78	одно и	2	5
79	и с	9	5
80	мы видели	2	5
81	с точки	18	5
82	и той	2	5
83	тому что	5	5
84	в сознании	1	5
85	а в	2	5
86	не является	9	5
87	же самое	3	5
88	в его	14	5
89	и следовательно	3	5
90	и является	1	5
91	слова в	1	5
92	с помощью	13	5
93	вместе с	9	5
94	как это	2	5
95	слова и	5	5
96	и мимики	1	5
97	и то	3	4
98	самом деле	3	4
99	или иную	1	4
100	мы называем	3	4
101	что именно	3	4
102	и к	4	4
103	но в	5	4
104	с определенной	1	4
105	в самом	7	4
106	что это	3	4
107	уже не	2	4
108	всех своих	1	4
109	можно было	3	4
110	ту или	2	4
111	и без	1	4
112	самого начала	8	4
113	на него	2	4
114	его внутренней	1	4
115	но все	2	4
116	всего в	2	4
117	к тому	4	4
118	той или	1	4
119	на это	1	4
120	свою очередь	3	4
121	внутренняя речь	4	4
122	языка и	1	4
123	с самого	8	4
124	если бы	5	4
125	в словах	2	4
126	о том	6	4
127	можно сказать	5	4
128	которой мы	1	4
129	во внутренней	1	4
130	все время	6	4
131	того что	15	4
132	один из	2	4
133	мы видим	4	4
134	мы увидим	1	4
135	в обществе	1	4
136	в качестве	9	4
137	если мы	2	4
138	вопроса о	2	4
139	речь и	2	4
140	общения и	3	4
141	само собой	1	4
142	связаны с	1	4
143	не просто	1	4
144	внешней речи	1	4
145	а с	4	4
146	и пр	2	4
147	в слове	2	4
148	к своему	1	4
149	все это	6	4
150	не существует	1	4
151	бы в	5	4
152	так же	16	4
153	человеческой речи	8	3
154	отношения к	3	3
155	словом и	2	3
156	на самом	1	3
157	является наиболее	2	3
158	только благодаря	1	3
159	еще не	1	3
160	видели что	1	3
161	то он	1	3
162	которые связаны	1	3
163	ответ на	3	3
164	перед нами	5	3
165	хотя и	2	3
166	язык жестов	1	3
167	та же	1	3
168	выражение в	1	3
169	не к	2	3
170	слов в	1	3
171	и вот	2	3
172	их в	4	3
173	будем говорить	1	3
174	заключает в	1	3
175	об этом	3	3
176	лишь в	6	3
177	это не	1	3
178	этом мы	1	3
179	не мог	1	3
180	том что	21	3
181	бы мы	1	3
182	что было	1	3
183	слова как	2	3
184	связь и	1	3
185	связи с	3	3
186	может показаться	1	3
187	чрезвычайно важно	1	3
188	слова но	1	3
189	и развития	1	3
190	что оно	3	3
191	в виду	1	3
192	в ее	2	3
193	общении в	1	3
194	внутреннюю речь	3	3
195	что у	2	3
196	во второй	1	3
197	короче говоря	2	3
198	приближается к	1	3
199	и здесь	1	3
200	и поэтому	2	3
201	связь между	6	3
202	нуждается в	2	3
203	жизни и	2	3
204	из них	1	3
205	представить себе	5	3
206	в котором	4	3
207	в одном	4	3
208	но что	1	3
209	внешнее выражение	1	3
210	свое выражение	1	3
211	от того	6	3
212	что и	1	3
213	и даже	2	3
214	социальной жизни	1	3
215	всякое слово	1	3
216	конце концов	1	3
217	если не	3	3
218	в тех	1	3
219	этого слова	4	3
220	как только	1	3
221	в целом	20	3
222	высказывания и	1	3
223	как таковой	2	3
224	и слово	2	3
225	но для	1	3
226	и для	1	3
227	зависимость между	1	3
228	и все	5	3
229	главным образом	2	3
230	между ними	2	3
231	сказать что	11	3
232	также и	1	2
233	человека и	3	2
234	речи во	1	2
235	показаться что	1	2
236	мы имели	1	2
237	что эти	2	2
238	и больше	1	2
239	его не	3	2
240	всех его	1	2
241	вопрос о	7	2
242	на эти	3	2
243	но даже	1	2
244	как не	1	2
245	между собой	5	2
246	все больше	1	2
247	итак мы	1	2
248	но не	4	2
249	только тогда	2	2
250	должны были	3	2
251	очевидно что	1	2
252	можем не	1	2
253	себе и	2	2
254	нашего сознания	3	2
255	как в	4	2
256	тех случаях	2	2
257	целый ряд	4	2
258	как уже	7	2
