N	2gram	Ircho_Kome_3	SlovoVZh
1	не может	3	16
2	может быть	6	14
3	точки зрения	4	14
4	как бы	3	13
5	и его	6	13
6	таким образом	12	12
7	и в	22	12
8	по отношению	5	11
9	в нашем	1	11
10	отношению к	3	11
11	и не	21	10
12	если бы	8	9
13	так как	11	9
14	прежде всего	5	8
15	сказать что	1	7
16	для нас	1	7
17	в ней	4	6
18	в том	12	6
19	только в	1	6
20	при этом	7	6
21	с помощью	4	6
22	в нем	3	6
23	все время	2	6
24	то же	7	5
25	в виду	2	5
26	можно сказать	1	5
27	отнюдь не	4	5
28	как в	2	5
29	но в	5	5
30	а не	4	5
31	как и	3	5
32	что мы	2	5
33	том что	13	5
34	никогда не	3	5
35	хотя бы	4	5
36	то что	4	5
37	зависимости от	1	4
38	к нему	5	4
39	за пределы	2	4
40	в этом	8	4
41	все же	4	4
42	в самом	9	4
43	не только	5	4
44	ни было	2	4
45	отношение к	5	4
46	от того	2	4
47	так и	4	4
48	с другой	4	4
49	что не	3	4
50	не в	4	4
51	его в	8	4
52	и к	3	4
53	жизни и	1	4
54	и на	2	4
55	здесь не	2	3
56	самом деле	6	3
57	формы и	1	3
58	в котором	2	3
59	в пределах	2	3
60	ясно что	6	3
61	еще не	6	3
62	мы не	2	3
63	о том	8	3
64	бы то	2	3
65	но и	4	3
66	между тем	2	3
67	нуждается в	2	3
68	когда он	4	3
69	и наконец	1	3
70	и ее	2	3
71	все эти	1	3
72	только на	1	3
73	конечно не	3	3
74	в себе	4	3
75	да и	1	3
76	он должен	1	3
77	не к	1	3
78	и по	1	3
79	то ни	3	3
80	и с	4	3
81	до сих	9	3
82	ни в	10	3
83	в некоторых	1	3
84	в них	3	3
85	из общего	1	3
86	в своей	5	3
87	так же	4	3
88	тем не	3	3
89	этой точки	1	3
90	как к	1	3
91	из этого	2	3
92	сих пор	9	3
93	не менее	5	3
94	все это	5	3
95	и для	4	3
96	это как	1	3
97	с ним	5	3
98	отношении к	1	3
99	как это	5	2
100	в себя	1	2
101	действия и	1	2
102	и совершенно	1	2
103	едва ли	7	2
104	ко всем	1	2
105	те же	1	2
106	мы имеем	1	2
107	мы в	1	2
108	и здесь	4	2
109	и та	1	2
110	настоящее время	1	2
111	с его	3	2
112	и что	6	2
113	между собой	4	2
114	ней как	1	2
115	звучит так	1	2
116	в чем	1	2
117	тем как	1	2
118	в его	8	2
119	что и	8	2
120	относится к	1	2
121	независимо от	1	2
122	в своем	8	2
123	как уже	1	2
124	дело с	3	2
125	в какой	3	2
126	и потому	1	2
127	в настоящее	1	2
128	бы не	2	2
129	с одной	3	2
130	выражение в	1	2
131	уже в	2	2
132	тому же	6	2
133	и те	1	2
134	имеем в	1	2
135	в душе	1	2
136	он не	5	2
137	не так	3	2
138	эта последняя	1	2
139	в зависимости	1	2
140	к ним	3	2
141	мы можем	3	2
142	общей для	1	2
143	но все	4	2
144	конечно в	1	2
145	с другими	2	2
146	это не	2	2
147	себя и	2	2
148	одной стороны	3	2
149	до конца	4	2
150	другой стороны	2	2
151	была бы	1	2
152	нет ничего	2	2
153	вместе с	9	2
154	в отношении	4	2
155	к его	1	2
156	но не	1	2
157	общего с	1	2
158	место в	1	2
159	находит в	1	2
160	точку зрения	1	2
161	быть только	1	2
162	с этой	3	2
163	она не	2	2
164	еще раз	1	2
165	с точки	3	2
166	в атмосфере	1	2
167	такой же	1	2
168	в основном	1	2
169	в то	6	2
170	и притом	1	2
171	на него	4	2
172	известной степени	2	2
173	ничего не	3	2
174	а к	1	2
175	и все	2	2
176	все они	1	2
177	в этих	1	2
178	между ними	2	2
179	стороны и	2	2
180	но этот	1	2
181	могут быть	1	2
182	и психологическая	1	2
183	выходят за	1	2
184	как только	1	2
185	же самое	3	2
186	на это	3	2
187	что в	5	2
188	как на	1	2
189	к этому	6	2
190	если же	2	2
191	с собственной	1	1
192	и это	2	1
193	этот разговор	1	1
194	например в	1	1
195	как мы	2	1
196	и о	2	1
197	чтобы не	1	1
198	совпадают с	4	1
199	с жизнью	1	1
200	свою очередь	6	1
201	а из	1	1
202	тем же	3	1
203	не хочет	5	1
204	с самого	4	1
205	то время	2	1
206	из его	2	1
207	из двух	1	1
208	можно было	2	1
209	было в	1	1
210	на которую	1	1
211	а уж	1	1
212	остается только	1	1
213	это только	1	1
214	жизнь и	1	1
215	и всякого	1	1
216	на что	1	1
217	для этого	1	1
218	из одного	1	1
219	даже совершенно	1	1
220	на себя	4	1
221	быть ни	1	1
222	сводится к	1	1
223	образом каждая	1	1
224	и он	2	1
225	нашей работы	1	1
226	за пределами	2	1
227	но при	2	1
228	стороны его	1	1
229	на них	3	1
230	там же	1	1
231	основе своей	1	1
232	не найдем	1	1
233	нему в	1	1
234	столь же	3	1
235	со словами	1	1
236	аналогии с	2	1
237	создает в	1	1
238	ли кто-нибудь	1	1
