N	2gram	Ircho_Kome_2	Myshleni
1	в том	11	42
2	том что	9	35
3	с помощью	1	31
4	таким образом	6	25
5	в развитии	2	25
6	в этом	10	24
7	точки зрения	4	24
8	в качестве	5	21
9	и в	26	20
10	что в	9	19
11	в основе	1	17
12	то же	3	16
13	не только	7	15
14	то что	6	15
15	как мы	4	13
16	в их	3	12
17	может быть	11	12
18	с другой	2	12
19	потому что	6	12
20	с точки	1	11
21	в его	4	11
22	так же	1	11
23	в целом	4	11
24	на основе	1	10
25	в истории	5	10
26	в себе	1	10
27	мы видим	1	10
28	только в	4	10
29	если мы	1	10
30	так как	4	10
31	того же	3	9
32	и другие	2	9
33	и как	1	9
34	как и	4	9
35	между тем	4	9
36	что и	7	9
37	тот же	2	9
38	с одной	2	9
39	одной стороны	2	9
40	как это	4	9
41	другой стороны	1	9
42	но и	10	9
43	было бы	8	8
44	этом смысле	2	8
45	и что	2	8
46	вместе с	9	8
47	и не	14	8
48	в результате	1	8
49	самом деле	1	7
50	в своей	3	7
51	значение слова	1	7
52	и более	1	7
53	тем самым	1	7
54	с другом	2	7
55	того чтобы	6	7
56	в собственном	1	7
57	тем что	3	7
58	а не	1	7
59	как бы	2	7
60	друг с	2	7
61	в самом	4	6
62	той же	3	6
63	и на	7	6
64	тому же	11	6
65	с тем	5	6
66	мы видели	1	6
67	по своей	1	6
68	к тому	12	6
69	можно было	4	6
70	в силу	2	6
71	его в	4	6
72	что он	5	6
73	уже в	4	6
74	не может	3	6
75	такого рода	1	6
76	сказать что	1	6
77	речь идет	3	5
78	мы имели	1	5
79	между собой	1	5
80	как в	3	5
81	с этим	5	5
82	все же	4	5
83	целый ряд	2	5
84	и к	2	5
85	в действительности	2	5
86	все эти	1	5
87	пути развития	1	5
88	это не	2	5
89	и его	12	5
90	не является	2	5
91	никогда не	1	5
92	так и	12	5
93	если бы	9	5
94	о том	6	5
95	обе эти	1	5
96	мы можем	3	5
97	для того	5	5
98	выступает в	1	5
99	в частности	4	5
100	тем же	1	4
101	в сущности	1	4
102	первый план	1	4
103	в своем	6	4
104	как уже	1	4
105	в нашем	2	4
106	как он	3	4
107	и с	5	4
108	первую очередь	3	4
109	с этой	3	4
110	на первый	1	4
111	в первую	3	4
112	и при	1	4
113	по сравнению	1	4
114	которые в	2	4
115	не в	2	4
116	тому что	4	4
117	представляется нам	1	4
118	роль в	2	4
119	все время	2	4
120	в сознании	1	4
121	является не	2	4
122	из них	7	4
123	друг друга	3	4
124	во всей	1	4
125	в области	1	4
126	по своему	2	4
127	и для	4	4
128	для нас	3	4
129	между ними	1	4
130	к этому	5	4
131	во всяком	2	4
132	как известно	2	3
133	идет о	2	3
134	не имеют	1	3
135	приходит к	1	3
136	в виду	2	3
137	столь же	9	3
138	в чем	1	3
139	отнюдь не	2	3
140	когда он	1	3
141	не являются	1	3
142	следующим образом	1	3
143	но в	3	3
144	в которой	5	3
145	представляет собой	1	3
146	то обстоятельство	1	3
147	в этой	3	3
148	на его	1	3
149	на этом	2	3
150	по смыслу	1	3
151	на все	1	3
152	знает что	1	3
153	обоих случаях	2	3
154	ни в	5	3
155	чем в	2	3
156	в один	2	3
157	в этих	4	3
158	не менее	4	3
159	что эта	1	3
160	в обоих	3	3
161	и является	1	3
162	связи с	3	3
163	обстоятельство что	1	3
164	и другой	1	3
165	приводит к	1	3
166	и поэтому	3	3
167	внимание на	1	3
168	является в	1	3
169	и во	2	3
170	различие в	1	3
171	один из	5	3
172	одной из	4	3
173	но не	3	3
174	в какой	2	3
175	всяком случае	2	3
176	себя в	3	3
177	так что	5	3
178	этого понятия	1	3
179	не означает	1	3
180	от того	2	3
181	со стороны	2	3
182	нас в	1	3
183	на этот	4	3
184	именно в	1	3
185	к которому	1	3
186	в связи	3	3
187	сравнению с	1	3
188	наряду с	6	3
189	одновременно с	2	3
190	по существу	1	3
191	отношений и	1	3
192	и от	4	3
193	бы в	2	3
194	иначе чем	1	3
195	точно так	1	3
196	говоря о	1	2
197	одним из	2	2
198	что эти	1	2
199	видеть в	1	2
200	едва ли	14	2
201	мы имеем	2	2
202	со словом	1	2
203	они могут	1	2
204	нам в	1	2
205	место в	4	2
206	план в	1	2
207	в ней	3	2
208	этому вопросу	1	2
209	он говорит	1	2
210	отличие от	2	2
211	не просто	1	2
212	опирается на	1	2
213	по которому	1	2
214	привести к	1	2
215	из этих	4	2
216	остановиться на	1	2
217	к выводу	1	2
218	в нем	6	2
219	всех остальных	2	2
220	ожидать что	1	2
221	никакому сомнению	1	2
222	том чтобы	1	2
223	в основу	1	2
224	в каждом	3	2
225	а затем	5	2
226	же не	2	2
227	входит в	1	2
228	действительности в	1	2
