N	2gram	Propp_Isto_2	VrazhdaK
1	не только	18	9
2	в этом	11	8
3	и в	15	8
4	и что	6	8
5	но и	14	7
6	то что	12	7
7	что в	12	7
8	все же	9	6
9	но в	6	6
10	в нем	7	6
11	как и	2	6
12	в котором	5	6
13	и с	4	6
14	о нем	4	6
15	то же	10	5
16	об этом	11	5
17	в то	1	5
18	у него	4	5
19	не было	2	5
20	и не	11	5
21	в ней	4	4
22	что он	24	4
23	в истории	1	4
24	при этом	4	4
25	это не	2	4
26	несмотря на	1	4
27	все это	3	4
28	в виду	2	4
29	с ним	1	4
30	о том	3	4
31	для нас	4	4
32	уже в	2	4
33	может быть	17	4
34	как бы	6	4
35	так же	13	4
36	я не	2	3
37	он был	3	3
38	с его	1	3
39	и как	1	3
40	в этот	1	3
41	на то	3	3
42	его в	10	3
43	он не	8	3
44	далеко не	1	3
45	том что	7	3
46	но он	4	3
47	в русской	5	3
48	и его	3	3
49	связи с	8	3
50	человека в	2	3
51	и о	1	3
52	что у	2	3
53	и во	1	3
54	в его	6	3
55	в том	6	3
56	тем что	4	3
57	в связи	5	3
58	эти слова	3	3
59	наряду с	6	3
60	матери и	1	3
61	т е	29	3
62	к этому	1	3
63	в русских	3	2
64	же как	5	2
65	и то	2	2
66	но после	1	2
67	и он	1	2
68	он сам	1	2
69	но как	1	2
70	ответ на	1	2
71	в эти	1	2
72	тогда как	1	2
73	отнюдь не	1	2
74	в той	1	2
75	его на	2	2
76	и дети	1	2
77	в этой	4	2
78	что к	1	2
79	в себе	4	2
80	после этого	4	2
81	в нашей	2	2
82	их в	2	2
83	таким образом	7	2
84	в них	1	2
85	а с	2	2
86	мы знаем	11	2
87	не мог	3	2
88	в эту	2	2
89	во время	2	2
90	в своей	1	2
91	и ее	2	2
92	не менее	1	2
93	одна из	2	2
94	никогда не	15	2
95	к себе	2	2
96	его с	1	2
97	на это	1	2
98	время он	1	2
99	и это	3	2
100	на основе	1	2
101	этой вражды	1	2
102	так в	3	2
103	еще не	9	2
104	а также	2	2
105	там же	1	2
106	этот момент	1	2
107	пришел к	2	2
108	уже не	1	2
109	при помощи	2	2
110	из них	2	2
111	его и	4	2
112	и стал	1	2
113	о чем	1	2
114	не может	5	2
115	вместе с	7	2
116	в него	2	2
117	ко мне	2	2
118	в это	1	2
119	но это	4	2
120	же в	1	2
121	а в	12	2
122	в свою	1	2
123	себя как	1	1
124	можно говорить	1	1
125	ко всем	1	1
126	что образ	1	1
127	к своей	1	1
128	это и	1	1
129	этот характер	1	1
130	и есть	5	1
131	не хочет	1	1
132	едва ли	1	1
133	в их	3	1
134	по его	1	1
135	полагает что	1	1
136	не вдаваясь	2	1
137	той же	2	1
138	пока только	1	1
139	не слишком	1	1
140	еще до	2	1
141	говорить о	1	1
142	это время	1	1
143	себе силы	1	1
144	как ему	1	1
145	к сравнительно	1	1
146	и русской	1	1
147	на крыльцо	2	1
148	вопрос до	1	1
149	по своему	1	1
150	за него	2	1
151	но не	2	1
152	а тем	1	1
153	о смерти	1	1
154	в сторону	1	1
155	не все	2	1
156	как показал	1	1
157	тут же	2	1
158	говорилось выше	1	1
159	что они	10	1
160	как говорит	1	1
161	из которого	1	1
162	как в	5	1
163	с этим	5	1
164	дает нам	2	1
165	для всех	1	1
166	некоторое время	2	1
167	по которому	1	1
168	как к	1	1
169	что ее	3	1
170	как нам	1	1
171	третий раз	2	1
172	и наконец	5	1
173	к страшной	1	1
174	себе не	1	1
175	в самом	1	1
176	итак чтобы	1	1
177	что это	6	1
178	в целом	1	1
179	что же	1	1
180	и и	1	1
181	еще один	1	1
182	тому же	2	1
183	как он	3	1
184	стал на	1	1
185	не могла	2	1
186	да и	2	1
187	знали что	1	1
188	высшей степени	1	1
189	ключ к	2	1
190	всех этих	3	1
191	пор мы	2	1
192	в силу	2	1
193	сказал что	2	1
