N	3gram	Nazirov_Tv_2	Istorich
1	с другой стороны	2	8
2	и т д	11	8
3	в ином мире	1	6
4	в том что	2	5
5	до сих пор	3	4
6	о том что	2	4
7	о том как	1	3
8	в то время	1	3
9	не может быть	3	3
10	том что в	1	2
11	влечет за собой	2	2
12	только то что	1	2
13	о смерти и	1	2
14	что в нем	1	2
15	точно так же	1	2
16	во всяком случае	2	2
17	по отношению к	3	2
18	это еще не	1	2
19	можно было бы	1	2
20	как и в	1	2
21	в другом месте	1	1
22	если он не	1	1
23	мы видим в	1	1
24	только потому что	1	1
25	тесно связан с	1	1
26	в том числе	1	1
27	рассказывает о своем	1	1
28	же как и	1	1
29	этот вопрос не	1	1
30	в частности в	1	1
31	в одной из	2	1
32	и не может	2	1
33	в таком случае	2	1
34	том числе и	1	1
35	но это не	1	1
36	на этот вопрос	2	1
37	до меня не	1	1
38	со всех сторон	1	1
39	то или иное	1	1
40	на него в	1	1
41	в й главе	2	1
42	но в таком	1	1
43	так же как	2	1
44	еще ничего не	1	1
45	это прежде всего	2	1
46	но при этом	1	1
47	все эти детали	1	1
48	а с другой	1	1
49	с такой силой	1	1
50	все же не	2	1
51	это не значит	1	1
52	мы уже говорили	1	1
53	т д все	1	1
54	что у него	1	1
55	но это еще	1	1
56	и в том	1	1
57	соответствии с этим	1	1
58	в том смысле	1	1
59	так например в	1	1
60	том смысле что	1	1
61	не означает что	1	1
62	так и в	2	1
63	то что не	1	1
64	известно что он	1	1
65	с полным правом	2	1
66	не значит что	1	1
67	играют большую роль	1	1
68	что у нас	1	1
69	т д в	1	1
