N	2gram	Losev_Prob_1	Narrotol
1	не только	17	26
2	а не	15	17
3	но и	9	15
4	при этом	6	14
5	в том	9	14
6	в качестве	2	14
7	и не	31	14
8	в этом	19	13
9	и в	32	13
10	том что	12	13
11	такого рода	7	12
12	только в	7	11
13	может быть	14	10
14	в данном	9	10
15	у чехова	2	9
16	сводится к	1	9
17	так и	12	9
18	то есть	33	9
19	к тому	3	9
20	а в	4	9
21	в себе	15	8
22	то что	42	8
23	не в	4	8
24	не может	8	8
25	не сводится	1	7
26	в своем	5	6
27	все же	1	6
28	и к	1	6
29	но в	14	6
30	в жизни	3	6
31	никогда не	7	6
32	ничего не	10	6
33	данном случае	8	6
34	можно сказать	5	6
35	а также	4	6
36	в его	6	6
37	того что	7	6
38	со стороны	1	6
39	прежде всего	10	6
40	как бы	14	6
41	я не	1	5
42	что он	7	5
43	как в	4	5
44	хотя и	6	5
45	в нем	13	5
46	тем не	18	5
47	он не	3	5
48	таким образом	6	5
49	на протяжении	1	5
50	и тем	13	5
51	далеко не	5	5
52	точки зрения	3	5
53	в котором	5	5
54	место в	1	5
55	тем самым	4	5
56	в то	6	5
57	о том	11	5
58	с другой	3	5
59	то же	10	4
60	в ее	3	4
61	в этой	10	4
62	отнюдь не	10	4
63	перед нами	5	4
64	встрече с	1	4
65	что это	3	4
66	тому же	1	4
67	в силу	1	4
68	уже не	3	4
69	об этом	10	4
70	и уже	3	4
71	в своей	8	4
72	не к	1	4
73	в конце	6	4
74	не менее	19	4
75	при всей	1	4
76	если бы	4	4
77	в другом	1	4
78	свидетельствует о	3	4
79	для него	2	4
80	как и	3	4
81	мира в	1	4
82	как это	6	4
83	в литературе	4	4
84	не является	5	4
85	и все	7	4
86	с ним	3	4
87	же в	4	4
88	жизни и	1	4
89	что в	12	4
90	для себя	3	3
91	самом деле	6	3
92	едва ли	2	3
93	мы имеем	2	3
94	нам в	1	3
95	жизни так	1	3
96	с его	2	3
97	но не	9	3
98	что они	3	3
99	все эти	8	3
100	в известном	1	3
101	и его	3	3
102	того или	2	3
103	при встрече	1	3
104	он является	1	3
105	и внутренним	1	3
106	о которой	1	3
107	и того	2	3
108	что я	1	3
109	тому что	4	3
110	одна из	1	3
111	пока еще	3	3
112	того чтобы	9	3
113	по своей	1	3
114	этом отношении	1	3
115	той или	5	3
116	на том	4	3
117	и сам	1	3
118	действующих лиц	2	3
119	о котором	1	3
120	о нем	3	3
121	внимание на	1	3
122	внешняя сторона	5	3
123	это не	6	3
124	к ней	1	3
125	известном смысле	1	3
126	один из	4	3
127	никак не	4	3
128	между тем	2	3
129	то и	6	3
130	как раз	13	3
131	и даже	11	3
132	или иной	5	3
133	человек в	1	3
134	да и	3	3
135	с этой	1	3
136	и для	4	3
137	сказать что	13	3
138	к его	2	3
139	или иного	2	3
140	в таком	9	3
141	и т	11	2
142	он может	1	2
143	жизни мы	1	2
144	отношения между	1	2
145	должна быть	1	2
146	по его	2	2
147	мы не	2	2
148	же как	2	2
149	еще не	9	2
150	человеческого опыта	1	2
151	он сам	2	2
152	о любви	2	2
153	в чем	3	2
154	на самом	6	2
155	внутренняя жизнь	2	2
156	однако не	3	2
157	не являются	5	2
158	в самом	6	2
159	из этих	2	2
160	раз в	1	2
161	как он	4	2
162	на то	8	2
163	в случае	3	2
164	что она	5	2
165	именно то	3	2
166	чтобы в	1	2
167	которая не	1	2
168	не будет	2	2
169	той же	1	2
170	себя не	1	2
171	было бы	8	2
172	со своими	1	2
173	несмотря на	3	2
174	является его	1	2
175	с точки	3	2
176	и что	9	2
177	и другого	1	2
178	в памяти	1	2
179	но он	3	2
180	однако в	2	2
181	и такого	1	2
182	не имеет	2	2
183	текста и	5	2
184	в процессе	1	2
185	как о	1	2
186	говорить о	6	2
187	и внутренней	1	2
188	только не	3	2
189	имеем дело	1	2
190	потому что	16	2
191	для нас	5	2
192	в сознании	5	2
193	в области	2	2
194	у нас	14	2
195	и здесь	6	2
196	имеет место	1	2
197	оно не	3	2
198	но для	3	2
199	подобно тому	2	2
200	здесь не	7	2
201	ни слова	1	2
202	мысль о	1	2
203	всей своей	1	2
204	можно было	3	2
205	начала и	1	2
206	том как	2	2
207	личности героя	1	2
208	внутренняя сторона	1	2
209	или иначе	2	2
210	эти два	1	2
211	представления о	1	2
212	но зато	1	2
213	может оказаться	1	2
