N	2gram	Losev_Vlad_3	Psycholo
1	то что	28	37
2	и в	40	30
3	в том	18	27
4	что в	17	24
5	и что	8	23
6	потому что	11	23
7	том что	18	21
8	того чтобы	3	20
9	таким образом	11	20
10	для того	2	20
11	как бы	3	19
12	на то	4	17
13	что он	5	17
14	не только	25	16
15	и мы	1	16
16	если мы	4	16
17	в этом	16	14
18	в самом	4	14
19	то есть	24	13
20	как раз	10	13
21	так же	8	13
22	в сущности	2	12
23	с одной	3	12
24	одной стороны	3	12
25	вместе с	7	12
26	может быть	8	11
27	если бы	3	11
28	что мы	2	11
29	как на	3	11
30	о том	11	10
31	и то	9	9
32	никогда не	11	9
33	так как	7	9
34	с другой	5	9
35	не может	14	9
36	сказать что	12	9
37	самом деле	1	8
38	мы имеем	3	8
39	что это	9	8
40	при этом	3	8
41	заключается в	1	8
42	с тем	7	8
43	не в	3	8
44	к тому	7	8
45	и это	6	8
46	тому что	4	8
47	того что	7	8
48	мы видим	1	8
49	а не	8	8
50	то же	4	7
51	но не	4	7
52	все же	4	7
53	и как	7	7
54	в нем	3	7
55	точки зрения	13	7
56	по себе	6	7
57	в основе	1	7
58	как это	4	7
59	мы уже	5	6
60	что если	4	6
61	в своем	8	6
62	говорит что	1	6
63	и если	7	6
64	что она	2	6
65	что все	7	6
66	ясно что	1	6
67	как и	7	6
68	никак не	4	6
69	что с	1	6
70	и его	10	6
71	как будто	1	6
72	когда мы	1	6
73	и здесь	6	6
74	по мнению	4	6
75	и тем	3	6
76	уже в	3	6
77	тем что	5	6
78	но и	18	6
79	именно в	3	6
80	и не	25	6
81	и для	3	6
82	совершенно не	2	6
83	жизни и	1	6
84	и есть	1	5
85	еще не	4	5
86	по этому	3	5
87	что они	1	5
88	когда он	1	5
89	в себе	9	5
90	в целом	2	5
91	в этой	8	5
92	было бы	4	5
93	рядом с	1	5
94	во внимание	1	5
95	несмотря на	7	5
96	был бы	3	5
97	сих пор	1	5
98	только не	1	5
99	же самое	3	5
100	как мы	8	5
101	но в	4	5
102	сводится к	3	5
103	один из	1	5
104	только в	13	5
105	до сих	1	5
106	а с	4	5
107	и потому	10	5
108	бы в	2	5
109	другой стороны	2	5
110	в своих	7	5
111	то это	10	4
112	в виду	3	4
113	в ней	5	4
114	как говорит	2	4
115	стороны и	2	4
116	и к	2	4
117	мы говорили	1	4
118	и заключается	1	4
119	есть не	2	4
120	в них	1	4
121	с такой	2	4
122	именно то	1	4
123	в своей	9	4
124	что эта	2	4
125	из которых	1	4
126	у нас	5	4
127	мы найдем	1	4
128	указывает на	1	4
129	что всякая	1	4
130	на примере	1	4
131	мы могли	1	4
132	внимание на	1	4
133	этому поводу	1	4
134	в его	14	4
135	только что	2	4
136	не можем	2	4
137	только на	5	4
138	содержания и	2	4
139	в конце	12	4
140	должен был	2	4
141	от того	4	4
142	говорит о	4	4
143	прежде всего	10	4
144	которых мы	2	4
145	уже давно	1	4
146	в частности	1	4
147	о чем	1	4
148	в результате	4	4
149	и все	4	4
150	а в	7	4
151	не есть	10	4
152	сам по	2	3
153	в их	2	3
154	по его	2	3
155	мы не	2	3
156	и о	4	3
157	в каждой	1	3
158	и на	6	3
159	первый план	2	3
160	в ее	1	3
161	он говорит	1	3
162	мы сейчас	2	3
163	как в	1	3
164	и наконец	2	3
165	для ее	1	3
166	в которой	2	3
167	из этих	3	3
168	он не	8	3
169	не как	2	3
170	в силу	2	3
171	что ни	1	3
172	одно и	2	3
173	можно было	5	3
174	в другом	2	3
175	об этом	6	3
176	это не	3	3
177	эти два	1	3
178	ни в	10	3
179	очень легко	2	3
180	в этих	2	3
181	бы мы	1	3
182	вопрос о	4	3
183	но он	1	3
184	и вся	2	3
185	вовсе не	13	3
186	есть нечто	1	3
187	с теми	1	3
188	самого начала	1	3
189	одна из	1	3
190	иметь в	2	3
191	но только	2	3
192	учения о	4	3
193	этом отношении	2	3
194	в каком	4	3
195	не могут	2	3
196	что при	1	3
197	эмпирической психологии	1	3
198	данном случае	2	3
199	учении о	5	3
200	с самого	1	3
201	так в	1	3
202	так и	6	3
203	и поэтому	1	3
204	что и	7	3
205	и только	3	3
206	видим что	1	3
207	что здесь	3	3
208	чем это	2	3
209	так что	14	3
210	для него	8	3
211	в состоянии	1	3
212	у него	24	3
213	что на	2	3
214	со стороны	2	3
215	на этот	1	3
216	с которым	1	3
217	в данном	5	3
218	это есть	10	3
219	думается что	1	3
220	заставляет нас	1	3
221	не существует	2	3
222	для нас	5	3
223	мы должны	4	3
224	хотя бы	6	3
225	в свою	1	3
226	и сейчас	2	3
227	в трех	1	3
228	и другие	1	3
229	по поводу	1	3
230	к этому	2	3
231	в таком	3	3
232	же как	3	2
233	того же	2	2
234	это и	1	2
235	бы для	1	2
236	этой теории	1	2
237	из самых	1	2
238	по преимуществу	2	2
239	она все	1	2
240	должна быть	2	2
241	едва ли	11	2
242	с таким	2	2
243	отношения к	5	2
244	это совершенно	1	2
245	которую мы	1	2
246	он как	1	2
247	время как	2	2
248	но она	1	2
249	что иное	1	2
250	с но	1	2
251	для нашей	1	2
252	и он	1	2
253	он был	2	2
254	иное как	1	2
255	в последних	1	2
256	с его	2	2
257	во всех	1	2
258	на самом	3	2
259	совсем не	5	2
