N	4gram	Voloshinov_1	Vladivir
1	в то же время	3	2
2	на самом же деле	2	2
3	сводится к тому что	1	2
4	до сих пор не	1	1
5	не будем здесь входить	1	1
6	какой бы то ни	1	1
7	в самом деле ведь	2	1
8	не выходит за пределы	1	1
9	к тому что все	1	1
10	так же как и	2	1
11	бы то ни было	8	1
12	с этой точки зрения	1	1
13	будем здесь входить в	1	1
14	в том что он	1	1
15	себе отчет в том	1	1
16	с другой стороны оно	1	1
17	выходит далеко за пределы	1	1
18	и в таком случае	1	1
19	отчет в том что	1	1
20	второй половины xix века	1	1
21	мы не будем здесь	1	1
