N	3gram	Vinokur_Ku_1	Myslijsy
1	в том что	15	16
2	смысле этого слова	1	7
3	только тогда когда	1	7
4	и то же	1	5
5	по отношению к	8	5
6	по крайней мере	5	5
7	одно и то	1	5
8	не в том	4	5
9	а в том	2	5
10	то же время	2	5
11	от того что	1	5
12	в то же	2	5
13	вместе с тем	3	4
14	с другой стороны	6	4
15	не только в	1	4
16	потому что он	1	3
17	более или менее	3	3
18	по мере того	3	3
19	потому что не	2	3
20	до сих пор	4	3
21	с одной стороны	1	3
22	мере того как	3	3
23	в свою очередь	3	3
24	само по себе	1	3
25	и т д	14	3
26	только в том	3	3
27	в том смысле	1	3
28	тем не менее	4	3
29	для того чтобы	15	3
30	не может быть	3	3
31	что и в	1	3
32	и может быть	1	2
33	только потому что	6	2
34	том что он	4	2
35	том что оно	2	2
36	в живой речи	1	2
37	в этом отношении	5	2
38	в собственном смысле	1	2
39	и т п	18	2
40	в том чтобы	8	2
41	в первом случае	1	2
42	потому что оно	1	2
43	на первых порах	1	2
44	то же слово	1	2
45	именно в том	2	2
46	внутренняя форма слова	1	2
47	так и в	2	2
48	что в ней	1	2
49	и в самом	2	2
50	и в слове	1	2
51	язык есть средство	1	2
52	этого слова и	1	2
53	к тому что	2	2
54	том что она	1	1
55	в том виде	1	1
56	том смысле что	1	1
57	уже при самом	1	1
58	в свое время	2	1
59	имеет своим предметом	1	1
60	того что в	2	1
61	связанных между собою	1	1
62	не говоря уже	1	1
63	на самом деле	2	1
64	в самом деле	7	1
65	так что в	1	1
66	что в последнем	1	1
67	как увидим ниже	1	1
68	во многих случаях	1	1
69	всякий раз при	1	1
70	тогда когда он	2	1
71	в силу того	2	1
72	и там где	1	1
73	что оно не	1	1
74	отношению к своему	1	1
75	для себя и	1	1
76	что язык есть	2	1
77	сами по себе	1	1
78	между собою в	1	1
79	от этого не	1	1
80	в строгом смысле	1	1
81	лишь тогда когда	1	1
82	а может быть	1	1
83	и если бы	1	1
84	оно действительно дает	1	1
85	вместе с ним	1	1
86	со своей точки	1	1
87	или в том	1	1
88	рано или поздно	2	1
89	в противном случае	1	1
90	не может но	1	1
91	была бы уже	1	1
92	в том случае	1	1
93	и притом не	1	1
94	предположить что в	1	1
95	в целом и	2	1
96	общем смысле этого	1	1
97	сводится к тому	2	1
98	них уже не	1	1
99	в таких случаях	1	1
100	в действительности и	1	1
101	не только из	1	1
102	в языке есть	1	1
103	к вопросу о	1	1
104	что для нас	1	1
105	нужно для того	1	1
106	если бы в	1	1
107	речи не только	1	1
108	притом не только	1	1
109	так или иначе	2	1
110	свою очередь есть	1	1
111	но и с	1	1
112	единство звука и	1	1
113	каждое из них	1	1
114	потому что они	1	1
115	разве только в	1	1
116	самом деле в	1	1
117	деле может быть	1	1
118	и в таком	1	1
119	т д не	1	1
120	это было бы	1	1
121	силу того что	2	1
122	таким образом в	1	1
123	а вместе с	1	1
124	в них уже	1	1
125	вовсе не в	1	1
126	заключается в том	2	1
127	лишь в том	1	1
128	не в силах	1	1
129	далеко не всегда	1	1
130	и тем самым	1	1
131	о том что	5	1
132	ничего общего с	1	1
133	до и после	1	1
134	своей точки зрения	1	1
135	в каждой из	1	1
136	состоит не в	1	1
137	еще один пример	1	1
138	себе представить что	1	1
139	на то что	2	1
140	друг от друга	1	1
141	тем более что	1	1
142	живой речи в	1	1
143	после того как	1	1
144	то же в	2	1
145	с течением времени	1	1
146	его как и	1	1
147	же в самом	1	1
148	что слово есть	1	1
149	можно себе представить	1	1
150	того как мы	1	1
151	все то что	1	1
152	не имел бы	1	1
153	этого слова но	1	1
154	образом то что	1	1
155	того чтобы устранить	1	1
