N	2gram	Trubetskoy_1	KulturaY
1	потому что	7	25
2	и в	26	23
3	не только	10	20
4	в том	11	19
5	в этом	15	18
6	и не	8	16
7	было бы	1	15
8	так как	9	15
9	может быть	10	15
10	ни к	1	15
11	точки зрения	13	14
12	все эти	6	12
13	если бы	3	12
14	у нас	1	12
15	в самом	4	12
16	но в	7	11
17	том что	7	11
18	того чтобы	5	11
19	в области	9	11
20	по себе	1	10
21	в русском	2	10
22	а не	5	10
23	что в	9	10
24	самом деле	1	9
25	в сущности	1	9
26	хотя бы	3	9
27	то что	7	9
28	для того	5	9
29	не может	4	9
30	с точки	6	8
31	не в	2	8
32	и что	4	8
33	в качестве	3	8
34	уже не	3	8
35	прежде всего	2	8
36	с другой	8	8
37	и пр	1	8
38	что это	3	7
39	все же	6	7
40	в нашем	1	7
41	в силу	5	7
42	и с	10	7
43	не менее	3	7
44	но и	9	7
45	с помощью	1	7
46	другой стороны	1	7
47	то же	4	6
48	и на	2	6
49	но не	8	6
50	в этой	4	6
51	да и	1	6
52	это не	1	6
53	тем не	3	6
54	по крайней	5	6
55	между тем	2	6
56	крайней мере	5	6
57	этот вопрос	1	6
58	что мы	2	6
59	мы имеем	2	5
60	еще не	2	5
61	целый ряд	4	5
62	не следует	1	5
63	по существу	2	5
64	что все	4	5
65	лишь в	5	5
66	несмотря на	6	5
67	и здесь	2	5
68	не могут	2	5
69	ясно что	3	5
70	приводит к	2	5
71	в его	5	5
72	один из	2	5
73	тот же	2	5
74	что он	4	5
75	только в	4	5
76	всяком случае	6	5
77	там где	1	5
78	вместе с	15	5
79	этого слова	1	5
80	все это	6	5
81	таким образом	22	5
82	во всяком	6	5
83	вряд ли	1	4
84	в данном	1	4
85	однако не	1	4
86	бы и	1	4
87	на то	2	4
88	широком смысле	1	4
89	в нем	4	4
90	так и	6	4
91	но все	7	4
92	на этой	1	4
93	должно быть	1	4
94	в то	4	4
95	на себе	1	4
96	не имеет	5	4
97	ничего не	1	4
98	к тому	6	4
99	и о	3	4
100	могут быть	1	4
101	можно сказать	3	4
102	это слово	1	4
103	в нашей	1	4
104	мы знаем	1	4
105	ни в	1	4
106	в конце	6	4
107	в них	2	4
108	в каком	1	4
109	не было	2	4
110	в связи	3	4
111	как бы	12	4
112	в результате	3	4
113	этой области	1	4
114	сказать что	2	4
115	к этому	3	4
116	так же	5	4
117	в сфере	1	3
118	того же	6	3
119	это и	1	3
120	что когда	1	3
121	как не	1	3
122	или иное	2	3
123	как в	1	3
124	с этим	1	3
125	то или	2	3
126	главным образом	8	3
127	он не	4	3
128	всех этих	1	3
129	и по	4	3
130	на этом	1	3
131	что она	1	3
132	о которых	1	3
133	чем в	1	3
134	что такое	1	3
135	то для	1	3
136	учиться у	2	3
137	в процессе	2	3
138	казалось бы	1	3
139	же время	2	3
140	за время	1	3
141	и его	1	3
142	связи с	9	3
143	отличается от	2	3
144	что оно	4	3
145	в виду	2	3
146	в ней	1	3
147	здесь не	1	3
148	а в	4	3
149	те же	2	3
150	на это	1	3
151	для этого	2	3
152	а также	2	3
153	что и	6	3
154	не надо	1	3
155	конце концов	3	3
156	того что	3	3
157	уже в	2	3
158	же в	1	3
159	у него	1	3
160	как раз	1	3
161	тем что	1	3
162	или иначе	3	3
163	именно в	2	3
164	в соответствии	1	3
165	различие между	1	3
166	из которых	4	3
167	но для	1	3
168	живет и	1	3
169	этом отношении	2	3
170	но это	1	3
171	совершенно не	1	3
172	от слова	1	3
173	к этой	1	3
174	и это	2	3
175	точно так	3	3
176	смысле слова	1	2
177	речь идет	1	2
178	отношения к	1	2
179	же как	3	2
180	чтобы не	1	2
181	и потому	6	2
182	и есть	1	2
183	тем же	1	2
184	можно говорить	1	2
185	и до	1	2
186	той же	1	2
187	бы например	2	2
188	но даже	1	2
189	так называемые	3	2
190	так или	3	2
191	в широком	1	2
192	а следовательно	1	2
193	отличие от	1	2
194	что они	1	2
195	материалом для	1	2
196	в своем	3	2
197	что касается	1	2
198	могли бы	1	2
199	его к	1	2
200	от этого	1	2
201	взаимодействия между	1	2
202	за собой	3	2
203	и у	8	2
204	и если	3	2
205	при этом	3	2
206	указания на	1	2
207	не как	2	2
208	в корне	1	2
209	состоит в	2	2
210	в одну	1	2
211	связанные с	7	2
212	на все	2	2
213	заключается в	1	2
214	данном случае	1	2
215	о характере	1	2
216	или о	1	2
217	соответствии с	1	2
218	с тем	18	2
219	как и	1	2
220	не всегда	2	2
221	мы видели	2	2
222	и сейчас	2	2
223	в своей	1	2
224	таким же	1	2
225	в их	1	2
226	в отличие	1	2
227	в которых	4	2
228	и более	1	2
229	не должно	1	2
230	только для	2	2
231	в отношении	6	2
232	дело не	1	2
233	того как	1	2
234	из предыдущего	1	2
235	взглянуть на	1	2
236	образом в	5	2
237	следовательно и	1	2
238	под этим	1	2
239	в самой	2	2
240	в наше	1	2
241	и далее	1	2
242	должны быть	1	2
243	всего что	1	2
244	утверждать что	2	2
245	иметь в	1	2
246	свою очередь	1	2
247	роль в	1	2
248	по сравнению	2	2
249	одного из	1	2
250	после того	1	2
251	к нему	7	2
252	в глазах	2	2
253	язык в	1	2
254	а именно	1	2
255	тех пор	2	2
256	большею частью	2	2
257	с ними	1	2
258	их не	1	2
259	с одной	7	2
260	конечно не	2	2
261	языка как	1	2
262	нашем смысле	1	2
263	ставит себе	1	2
264	никогда не	5	2
265	и даже	3	2
266	ли это	2	2
267	еще и	1	2
268	превращается в	2	2
269	смысла и	1	2
270	на этот	4	2
271	и следовательно	1	2
272	так называемых	1	2
273	ни на	1	2
274	с первого	1	2
275	представить себе	1	2
276	в той	1	2
277	смысле этого	1	2
278	ли не	1	2
279	с этой	3	2
280	могут рассматриваться	1	2
281	протеста против	1	2
282	и для	5	2
283	и от	4	2
284	о котором	2	2
285	то не	1	2
286	и все	2	2
287	не более	1	2
288	мы должны	6	2
289	но зато	1	2
290	все они	1	2
291	есть продукт	1	2
292	в свою	2	2
293	только как	1	2
294	в свое	1	2
295	себе не	1	2
296	в своих	1	2
297	этой точки	2	2
298	хуже всего	1	1
299	это неверно	1	1
300	всем и	2	1
301	народ в	1	1
302	языка с	1	1
303	в такой	1	1
304	становится в	1	1
305	он может	1	1
306	так легко	1	1
307	мере в	1	1
308	которое мы	1	1
309	образованном обществе	1	1
310	в котором	4	1
311	на западе	3	1
312	объясняется и	1	1
313	а как	1	1
314	есть не	1	1
315	выбор между	2	1
316	мы не	1	1
317	ли быть	1	1
318	время как	1	1
319	совпадает с	1	1
320	мы и	1	1
321	самый термин	1	1
322	же что	1	1
323	жизни это	1	1
324	большей частью	3	1
325	от всей	1	1
326	на них	1	1
327	бы то	2	1
328	с его	2	1
329	сказать и	1	1
330	одном и	1	1
331	только тогда	1	1
332	в китае	2	1
333	по отношению	1	1
334	в общем	8	1
335	уже как	1	1
336	совершенно ясно	1	1
337	более как	1	1
338	его внимания	1	1
339	что так	1	1
340	не представляет	1	1
341	к сожалению	3	1
342	относится к	2	1
343	так что	3	1
344	с теориями	1	1
345	лицом к	1	1
346	идет о	1	1
347	эти новые	1	1
348	русского и	1	1
349	в рамках	3	1
350	общего с	2	1
351	что именно	2	1
352	под этой	1	1
353	как к	1	1
354	вспомним что	1	1
355	помнить что	1	1
356	кроме того	1	1
357	и как	3	1
358	и к	5	1
359	то в	1	1
360	не исчерпывается	2	1
361	в себя	1	1
362	не приходится	1	1
363	в которой	3	1
364	за это	1	1
365	чуть ли	1	1
366	из этих	10	1
367	одни из	1	1
368	что к	1	1
369	образом при	1	1
370	в себе	6	1
371	тому же	5	1
372	лексических элементов	1	1
373	по ложному	1	1
374	не могла	2	1
375	роли в	1	1
376	элементарны и	1	1
377	все те	1	1
378	мы можем	2	1
379	в первую	1	1
380	он должен	1	1
381	к одному	1	1
382	прежде чем	1	1
383	так например	2	1
384	это однако	1	1
385	этом последнем	1	1
386	то ни	2	1
387	связанных с	2	1
388	к другу	2	1
389	из всех	3	1
390	а по	1	1
391	с течением	3	1
392	первую очередь	1	1
393	на почве	1	1
394	некоторые основные	1	1
395	известно что	1	1
396	что большинство	2	1
397	есть несколько	1	1
398	указаний на	1	1
399	бьет в	1	1
400	нет в	1	1
401	верхом и	3	1
402	далеко не	4	1
403	русской культуры	15	1
404	в слове	1	1
405	словами в	1	1
406	перестает быть	2	1
407	силу самой	1	1
408	оно имеет	1	1
409	и некоторые	1	1
410	такой же	1	1
411	протестующей против	1	1
412	очередь с	1	1
413	и при	3	1
414	что о	2	1
415	место в	1	1
416	далее в	1	1
417	дела не	1	1
418	признать что	2	1
419	образом через	1	1
420	ли этот	1	1
421	он тоже	1	1
422	в одном	3	1
423	которые в	2	1
424	и термины	1	1
425	нам в	1	1
426	в прямом	1	1
427	борьбу с	1	1
428	только те	1	1
429	на такое	1	1
430	их в	1	1
431	как от	2	1
432	однако в	1	1
433	ничего предосудительного	1	1
434	том же	1	1
435	более широкую	1	1
436	бы быть	1	1
437	даже в	1	1
438	случае мы	1	1
439	случае в	1	1
440	того момента	2	1
441	чтобы учить	1	1
442	самого начала	2	1
443	простой человек	1	1
444	к нашей	1	1
445	тогда когда	2	1
446	до сих	5	1
447	борьбу против	1	1
448	его от	2	1
449	невозможно но	1	1
450	вследствие того	1	1
451	русская культура	3	1
452	они являются	1	1
453	оно есть	1	1
454	языка это	1	1
455	говорить лишь	1	1
456	не нужен	1	1
457	каким оно	1	1
458	только с	1	1
459	русских с	1	1
460	течением времени	3	1
461	именно то	1	1
462	среди них	2	1
463	людям не	1	1
464	лишь частью	1	1
465	нам нужно	1	1
466	выход из	2	1
467	когда мы	1	1
468	лежит в	1	1
469	как только	1	1
470	по возможности	1	1
471	сказать нельзя	1	1
472	указывает на	1	1
473	мысли о	1	1
474	не есть	1	1
475	слова с	1	1
476	наконец что	1	1
477	пор как	1	1
478	ничего общего	2	1
479	всегда в	1	1
480	все чаще	1	1
481	особенности этого	1	1
482	выбирать между	1	1
483	с ее	1	1
484	связи со	1	1
485	однако несмотря	1	1
486	всего этого	1	1
487	без всякого	1	1
488	некоторые другие	1	1
489	в ее	1	1
490	приблизительно то	1	1
491	уже с	3	1
492	только то	1	1
493	с самого	3	1
494	то время	1	1
495	понятия и	1	1
496	оно превращается	1	1
497	на поверхность	1	1
498	имеет никакого	1	1
499	это для	1	1
500	идет речь	1	1
501	традиции не	1	1
502	именно само	1	1
503	ином виде	1	1
504	не с	2	1
505	связан с	2	1
506	есть какие-то	1	1
507	момента как	1	1
508	подойти к	3	1
509	это мы	1	1
510	к тем	1	1
511	что от	1	1
512	основана на	1	1
513	в эпоху	7	1
514	собой и	1	1
515	против этого	1	1
516	то они	1	1
517	о том	6	1
518	настоящее время	1	1
519	иное значение	1	1
520	не стоит	1	1
521	с того	2	1
522	в чем	1	1
523	в значительной	3	1
524	русской интеллигенции	2	1
525	бьет по	1	1
526	куда лучше	1	1
527	бы часть	1	1
528	тем или	1	1
529	этих слов	1	1
530	и требует	1	1
531	от них	2	1
532	видели выше	1	1
533	а потому	1	1
534	этого периода	2	1
535	вслед за	2	1
536	от этих	1	1
537	мы уже	1	1
538	главное отличие	1	1
539	формой и	1	1
540	что здесь	1	1
541	но с	3	1
542	пор еще	2	1
543	обе эти	1	1
544	одной из	5	1
545	дело с	1	1
546	что даже	1	1
547	том или	1	1
548	и соразмерность	1	1
549	усвоение и	1	1
550	очень много	2	1
551	и раньше	1	1
552	или его	1	1
553	в уста	1	1
554	они в	2	1
555	чаще всего	1	1
556	рассматриваться как	1	1
557	должны признать	2	1
558	ни было	2	1
559	есть проблема	1	1
560	борьбы с	1	1
561	в виде	4	1
562	свидетельствует о	2	1
563	в понятие	1	1
564	социальной жизни	1	1
565	одно из	2	1
566	не так	1	1
567	для него	3	1
568	и их	1	1
569	над миром	1	1
570	могло бы	1	1
571	иначе как	1	1
572	сами по	1	1
573	не для	1	1
574	отношение к	5	1
575	к ним	3	1
576	должен был	4	1
577	и никогда	1	1
578	заметить что	1	1
579	или ином	1	1
580	в других	3	1
581	и только	4	1
582	нужно было	1	1
583	возможно что	1	1
584	или иной	2	1
585	значение которое	1	1
586	что два	1	1
587	не потому	2	1
588	и прежде	1	1
589	по всей	1	1
590	нельзя в	1	1
591	одной стороны	7	1
592	жизнь в	1	1
593	а так	3	1
594	только от	1	1
595	во внимание	1	1
596	и том	1	1
597	в одно	2	1
598	если не	2	1
599	зрения а	1	1
600	позволяет нам	1	1
601	все более	1	1
602	связь с	2	1
603	значения каким	1	1
604	за тем	1	1
605	в европе	1	1
606	по своему	2	1
607	не был	1	1
608	сравнению с	2	1
609	эти слова	1	1
610	с тех	2	1
611	когда он	3	1
612	что этому	1	1
613	думать о	1	1
614	два раза	1	1
615	в очень	1	1
616	к чему	1	1
617	более и	1	1
618	быть и	2	1
619	сих пор	5	1
620	влечет за	2	1
621	к двум	1	1
622	ничего кроме	1	1
623	это отличие	1	1
624	не знаем	1	1
625	совершается в	1	1
626	тем и	2	1
627	в связь	1	1
628	это как	1	1
629	в настоящее	1	1
630	язык к	1	1
631	и перед	2	1
632	давно уже	1	1
633	у них	3	1
634	находит свое	1	1
635	бы в	1	1
636	тем более	1	1
637	только что	2	1
638	на более	1	1
639	в этих	4	1
640	нет никаких	1	1
641	постепенный переход	1	1
642	решиться взглянуть	1	1
643	может и	1	1
644	лишь по	1	1
645	или иным	1	1
646	они всегда	1	1
647	ли они	2	1
648	же приходится	1	1
649	и другие	3	1
650	как на	8	1
651	они не	1	1
