N	2gram	Propp_Isto_3	Problema
1	и не	12	28
2	не только	14	24
3	только в	4	23
4	в виде	2	22
5	вовсе не	2	21
6	и в	22	20
7	в том	9	20
8	ни в	2	17
9	не просто	1	16
10	все эти	4	16
11	то что	7	15
12	потому что	3	15
13	точки зрения	2	14
14	у нас	4	14
15	было бы	3	14
16	но и	12	14
17	также и	1	13
18	перед нами	1	13
19	не в	4	13
20	том что	8	12
21	не есть	1	12
22	с точки	1	11
23	по себе	1	11
24	прежде всего	3	11
25	подобного рода	1	11
26	как будто	2	11
27	отнюдь не	1	10
28	тем не	5	10
29	и его	4	10
30	не менее	5	10
31	так и	2	10
32	в качестве	2	10
33	при помощи	3	10
34	это значит	1	10
35	в этом	17	9
36	может быть	11	9
37	и даже	2	9
38	все это	1	9
39	но в	10	8
40	таким образом	10	8
41	если бы	6	8
42	что он	9	8
43	и все	3	8
44	во всяком	2	8
45	то же	6	7
46	мы не	1	7
47	в ней	2	7
48	еще не	10	7
49	и с	4	7
50	ясно что	1	7
51	это не	6	7
52	здесь не	3	7
53	хотя бы	1	7
54	и тем	1	7
55	с другой	7	7
56	сказать что	3	7
57	а не	6	7
58	и потому	2	7
59	есть не	1	6
60	мы имеем	19	6
61	при этом	2	6
62	всех этих	2	6
63	об этом	1	6
64	как и	3	6
65	в данном	4	6
66	но если	1	6
67	в каком	1	6
68	а также	2	6
69	что здесь	6	6
70	так что	5	6
71	по своему	1	6
72	но это	3	6
73	и от	3	6
74	для нас	4	6
75	другой стороны	7	6
76	в таком	1	6
77	на самом	2	5
78	действительности и	1	5
79	но не	7	5
80	как в	2	5
81	хотя и	2	5
82	в нем	9	5
83	да и	2	5
84	в них	6	5
85	в этих	11	5
86	и очень	1	5
87	и о	2	5
88	в ее	1	5
89	данном случае	3	5
90	о том	3	5
91	можно сказать	2	5
92	жизни и	2	5
93	уже не	7	5
94	так как	7	5
95	случае не	1	5
96	здесь в	1	5
97	то и	6	5
98	не может	4	5
99	вместе с	9	5
100	так же	3	5
101	не существует	1	5
102	или в	11	5
103	ничего общего	1	5
104	и т	16	4
105	это и	1	4
106	что его	1	4
107	кроме того	1	4
108	и есть	2	4
109	уже в	1	4
110	в этой	5	4
111	что она	5	4
112	с тем	2	4
113	в своей	1	4
114	всяком случае	2	4
115	в одном	2	4
116	отличается от	1	4
117	не имеет	2	4
118	только не	2	4
119	в разных	1	4
120	нет ни	1	4
121	указывает на	1	4
122	можно было	1	4
123	с ним	1	4
124	никак не	1	4
125	и только	1	4
126	одной из	1	4
127	и ее	3	4
128	или даже	1	4
129	что не	2	4
130	уже давно	2	4
131	с этим	8	4
132	как бы	1	4
133	и для	2	4
134	солнца и	3	4
135	же в	2	4
136	а в	6	4
137	в то	2	4
138	самом деле	1	3
139	и этот	1	3
140	но она	2	3
141	то это	2	3
142	и на	4	3
143	но как	1	3
144	тут же	1	3
145	мы сейчас	2	3
146	чем же	1	3
147	в своем	2	3
148	и к	3	3
149	сказать о	1	3
150	имеем в	4	3
151	вообще не	1	3
152	т д	15	3
153	но все	2	3
154	человека в	1	3
155	в другом	2	3
156	с другими	1	3
157	из них	7	3
158	в жизни	2	3
159	все равно	3	3
160	как это	4	3
161	связи с	6	3
162	вплоть до	1	3
163	правда в	1	3
164	на себе	1	3
165	и сама	1	3
166	можно ли	3	3
167	казалось бы	1	3
168	имеем дело	1	3
169	уже и	1	3
170	к тому	3	3
171	в самых	2	3
172	себе в	2	3
