N	3gram	Vygotskiy__5	Vvedenie
1	и т д	3	36
2	для того чтобы	19	20
3	в том что	14	12
4	о том что	6	12
5	в этом смысле	1	8
6	не может быть	2	8
7	до сих пор	5	6
8	в самом деле	5	6
9	в применении к	1	6
10	и т п	3	5
11	в том чтобы	2	5
12	с другой стороны	5	5
13	что иное как	2	4
14	по отношению к	1	4
15	в этом случае	2	4
16	в этом отношении	3	4
17	можно было бы	3	4
18	на этот вопрос	3	4
19	по крайней мере	1	4
20	в данном случае	2	4
21	не только в	2	4
22	и в этом	1	4
23	по сравнению с	4	4
24	само по себе	2	4
25	не что иное	2	4
26	с одной стороны	12	4
27	в том виде	1	3
28	одной стороны и	1	3
29	и именно в	1	3
30	в собственном смысле	1	3
31	с тем что	3	3
32	именно в этом	1	3
33	вместе с тем	3	3
34	вопрос о том	2	3
35	и в том	1	3
36	заключается в том	6	3
37	и в самом	2	3
38	можно сказать что	2	3
39	на том что	1	2
40	потому что он	2	2
41	что в этом	6	2
42	в другом месте	1	2
43	состоит в том	2	2
44	дело в том	1	2
45	и той же	2	2
46	то же самое	3	2
47	влечет за собой	1	2
48	как будто бы	1	2
49	с точки зрения	2	2
50	принять во внимание	2	2
51	что даже и	1	2
52	что в нем	1	2
53	обратить внимание на	2	2
54	может быть и	2	2
55	в значительной мере	1	2
56	имеет дело с	2	2
57	в конце концов	2	2
58	на задний план	1	2
59	смысле этого слова	1	2
60	именно на этом	1	2
61	не могут быть	1	2
62	но вместе с	1	2
63	в целом ряде	1	2
64	того чтобы он	1	2
65	в большей части	1	2
66	ответ на этот	2	2
67	по этому поводу	4	2
68	одной и той	2	2
69	в большей мере	1	2
70	в каждом данном	1	2
71	той или иной	2	2
72	и для того	1	1
73	и того же	2	1
74	том что с	1	1
75	как мы помним	1	1
76	по его словам	1	1
77	и есть то	1	1
78	он должен быть	1	1
79	между ними и	1	1
80	по себе не	2	1
81	тех пор пока	2	1
82	только потому что	1	1
83	заключены в самом	1	1
84	мы имеем дело	1	1
85	потому что в	2	1
86	то о чем	2	1
87	показывает что в	2	1
88	прямо противоположный тому	1	1
89	как один из	1	1
90	более или менее	1	1
91	на самом деле	2	1
92	одной из этих	1	1
93	том факте что	1	1
94	бы сказать что	2	1
95	во многих случаях	1	1
96	идет речь в	1	1
97	никак не может	3	1
98	его и это	1	1
99	что это только	1	1
100	когда говорил что	1	1
101	то или иное	1	1
102	в лучшем случае	3	1
103	и даже прямо	1	1
104	как раз наоборот	1	1
105	нужно принять во	1	1
106	сам по себе	3	1
107	в отличие от	2	1
108	по тому же	1	1
109	только то что	1	1
110	совершенно ясно что	5	1
111	заключает в себе	4	1
112	том или ином	1	1
113	между тем мы	1	1
114	имеем дело с	1	1
115	и др в	1	1
116	всегда заключает в	1	1
117	действительно по своему	1	1
118	с этой точки	1	1
119	как если бы	1	1
120	и не в	1	1
121	том виде как	1	1
122	не то что	1	1
123	и то что	3	1
124	в зависимости от	6	1
125	одно и то	3	1
126	самом деле есть	1	1
127	все то что	2	1
128	если же мы	1	1
129	в том или	1	1
130	тот факт что	4	1
131	так же как	2	1
132	тому о чем	1	1
133	имеет еще и	1	1
134	не есть еще	1	1
135	в самом процессе	1	1
136	и его школой	1	1
137	мы имеем в	1	1
138	и то же	3	1
139	таким образом для	1	1
140	ничего не может	2	1
141	т д мы	1	1
142	с такого же	1	1
143	чтобы увидеть что	2	1
144	потому что она	1	1
145	собственном смысле слова	1	1
146	того чтобы сделать	1	1
147	о котором мы	3	1
148	том смысле в	1	1
149	когда мы говорим	1	1
150	иное как именно	1	1
151	в своих исследованиях	1	1
152	потому что они	1	1
153	этой точки зрения	1	1
154	а в том	1	1
155	в частности в	1	1
156	каждом данном случае	1	1
157	до тех пор	2	1
158	то обстоятельство что	1	1
159	потому что все	2	1
160	таким образом мы	2	1
161	то для того	1	1
162	в свою очередь	1	1
163	в дополнение к	1	1
164	того или иного	1	1
165	с самого начала	3	1
166	в том факте	1	1
167	которая существует между	3	1
168	что это есть	2	1
169	в каждой из	1	1
170	что обе эти	1	1
171	именно потому что	2	1
172	искусстве и именно	1	1
173	если принять во	1	1
174	было бы назвать	1	1
175	одного и того	2	1
176	после того как	1	1
177	и о которой	1	1
178	но во всяком	1	1
179	не прямо а	1	1
180	обратим внимание на	1	1
181	к тому что	6	1
182	именно для того	1	1
183	это состоит в	1	1
184	и в результате	2	1
185	из того что	3	1
186	и здесь уже	1	1
