N	2gram	Bakhtin_Pr_5	FransuaR
1	и в	35	29
2	то есть	16	21
3	таким образом	7	20
4	и не	27	16
5	в этой	1	13
6	и все	15	13
7	но в	19	12
8	как и	18	12
9	и т.п	6	12
10	и на	6	11
11	в этом	14	11
12	так и	8	11
13	то же	15	10
14	мы уже	8	10
15	не только	10	10
16	во время	5	10
17	в то	11	10
18	как мы	8	10
19	в романе	1	10
20	все эти	3	9
21	и с	12	9
22	его в	4	9
23	в конце	5	9
24	вовсе не	7	9
25	но и	14	9
26	же время	10	8
27	и его	14	8
28	в его	21	8
29	прежде всего	12	8
30	как бы	31	8
31	в них	4	7
32	мы видели	2	7
33	в том	5	7
34	так как	4	7
35	еще и	1	7
36	так же	7	7
37	в сущности	14	6
38	этот процесс	2	6
39	своего рода	2	6
40	но он	4	6
41	здесь в	2	6
42	в большинстве	2	6
43	из них	3	6
44	это и	3	5
45	и до	1	5
46	что это	4	5
47	в нем	16	5
48	большинстве случаев	2	5
49	он и	5	5
50	в своей	4	5
51	до конца	4	5
52	уже говорили	5	5
53	рядом с	4	5
54	это не	3	5
55	это место	2	5
56	у него	4	5
57	далеко не	1	5
58	сказать что	3	5
59	и по	2	5
60	того же	1	5
61	на самом	9	4
62	в которой	2	4
63	еще не	7	4
64	с его	7	4
65	конце концов	3	4
66	которую он	1	4
67	точки зрения	7	4
68	но они	1	4
69	в плане	6	4
70	характер этого	1	4
71	в результате	1	4
72	жизнь и	2	4
73	что он	24	4
74	конечно не	2	4
75	руки и	1	4
76	тем что	4	4
77	связан с	2	4
78	с другой	4	4
79	по своему	4	4
80	только для	1	4
81	но это	6	4
82	все это	14	4
83	один из	1	4
84	перед нами	1	4
85	то что	10	4
86	здесь и	1	3
87	женщины и	1	3
88	по преимуществу	1	3
89	в доме	1	3
90	той же	2	3
91	в ней	2	3
92	в чем	4	3
93	его так	1	3
94	но как	4	3
95	как к	5	3
96	в своем	2	3
97	и как	2	3
98	то в	2	3
99	оттого что	1	3
100	в себе	5	3
101	при этом	2	3
102	он не	13	3
103	всех этих	2	3
104	и вот	4	3
105	и сам	7	3
106	для того	1	3
107	подобно тому	2	3
108	а затем	2	3
109	особенно в	2	3
110	такой же	3	3
111	том что	3	3
112	в эту	4	3
113	вернемся к	1	3
114	почти все	1	3
115	самого начала	8	3
116	того чтобы	1	3
117	по своей	2	3
118	они были	1	3
119	конечно и	1	3
120	с ее	3	3
121	здесь не	1	3
122	в ее	3	3
123	с самого	8	3
124	в дальнейшем	2	3
125	роль в	1	3
126	что у	6	3
127	образом в	1	3
128	к нему	13	3
129	отметить что	1	3
130	но конечно	2	3
131	слов и	3	3
132	все время	4	3
133	того что	3	3
134	что здесь	1	3
135	с ними	5	3
136	и так	4	3
137	в качестве	1	3
138	же и	4	3
139	и других	1	3
140	и их	1	3
141	ведь это	1	3
142	мы можем	2	3
143	не случайно	2	3
144	и даже	5	3
145	превращается в	1	3
146	там где	7	3
147	некоторые из	1	3
148	тому как	2	3
149	все же	8	3
150	ну и	2	3
151	тот же	4	3
152	другой стороны	3	3
153	но вернемся	1	2
154	и то	5	2
155	в приведенном	1	2
156	очень характерное	1	2
157	все те	1	2
158	с таким	2	2
159	ни того	1	2
160	то время	1	2
161	которое не	1	2
162	и со	3	2
163	в виду	3	2
164	он был	1	2
165	на них	7	2
166	с одной	1	2
167	но не	6	2
168	эпизод с	2	2
169	что они	6	2
170	в одной	3	2
171	как в	5	2
172	вот как	4	2
173	кроме того	1	2
174	хотя и	2	2
175	этому не	1	2
176	и наконец	7	2
177	и к	12	2
178	всего романа	2	2
179	бы не	2	2
180	здесь с	1	2
181	раз в	2	2
182	как он	2	2
183	так сказать	2	2
184	на его	4	2
185	одному из	1	2
186	на этом	2	2
187	это конечно	1	2
188	может быть	14	2
189	и мы	1	2
190	в жизни	2	2
191	по всему	1	2
192	ни в	2	2
193	правильного понимания	1	2
194	в один	1	2
195	не мог	3	2
196	в этих	2	2
197	бы на	1	2
198	и при	1	2
199	в котором	3	2
200	с точки	2	2
201	в их	1	2
202	эпизоде с	1	2
203	что я	13	2
204	образом весь	1	2
205	знал и	1	2
206	их в	2	2
207	том же	1	2
208	словами он	1	2
209	характер носят	1	2
210	у вас	1	2
211	на котором	1	2
212	дело в	1	2
213	но она	1	2
214	но здесь	1	2
215	но только	3	2
216	никогда не	4	2
217	связи с	1	2
218	уже и	2	2
219	как будто	4	2
220	у меня	6	2
221	но там	1	2
222	к тому	6	2
223	где он	4	2
224	о том	2	2
225	существенный момент	2	2
226	и это	5	2
227	мы здесь	1	2
228	им в	2	2
229	на нем	1	2
230	же не	4	2
231	в себя	1	2
232	концов он	1	2
233	или в	2	2
234	времени и	2	2
235	было в	2	2
236	поэтому в	1	2
237	с ним	7	2
238	тех кто	1	2
239	но мы	1	2
240	все в	1	2
241	в другой	1	2
242	в ту	1	2
243	одной из	2	2
244	мы увидим	2	2
245	то он	1	2
246	себя в	2	2
247	есть в	1	2
248	уже не	3	2
249	и у	4	2
250	уже в	3	2
251	его и	3	2
252	для правильного	1	2
253	друг друга	2	2
254	как раз	4	2
255	в других	1	2
256	даже и	3	2
257	в особенности	1	2
258	где они	1	2
259	о своей	3	2
260	к которому	1	2
261	но оно	1	2
262	не на	1	2
263	власти и	1	2
264	в слове	6	2
265	что из	1	2
266	изображается в	1	2
267	уже давно	1	2
268	о чем	1	2
269	в той	4	2
270	да и	5	2
271	мы сказали	1	2
272	приведенном нами	1	2
273	о его	1	2
274	о мире	8	2
275	и для	8	2
276	которых он	1	2
277	и выражений	1	2
278	еще раз	1	2
279	в основе	1	2
280	а как	2	2
281	здесь только	1	2
282	его к	3	2
283	нет ничего	1	2
284	между ними	1	2
285	их с	1	2
286	не может	18	2
287	но этот	1	2
288	из этого	2	2
289	но эти	2	2
290	как на	1	2
291	только в	6	2
292	и другие	1	2
293	в своих	1	2
294	и эта	1	2
295	это в	2	2
296	к этому	1	2
297	себя как	3	1
298	ту же	1	1
299	как все	2	1
300	отношения к	1	1
301	без них	1	1
302	жил в	1	1
303	с кем	1	1
304	силы и	1	1
305	дает его	1	1
306	победы над	1	1
307	за собой	3	1
308	не хочет	2	1
309	нем нет	1	1
310	поэтому он	3	1
311	из его	2	1
312	уже указывали	1	1
313	что эти	1	1
314	что время	1	1
315	в самом	6	1
316	и этот	2	1
317	со всех	1	1
318	уверен что	2	1
319	и тут	2	1
320	и свой	3	1
321	приводят к	1	1
322	он как	4	1
323	в каждый	1	1
324	себя свою	1	1
325	время как	2	1
326	но даже	1	1
327	по замыслу	11	1
328	что ж	1	1
329	своему смыслу	2	1
330	и столь	1	1
331	кто же	2	1
332	и он	2	1
333	момент в	1	1
334	на последней	1	1
335	собой в	1	1
336	и происходит	2	1
337	проявляет себя	1	1
338	этот голос	1	1
339	он сам	6	1
340	именно тем	2	1
341	самом деле	10	1
342	видели что	1	1
343	в противоречии	1	1
344	не все	1	1
345	эта особенность	2	1
346	этот тон	3	1
347	а он	3	1
348	в общем	3	1
349	отношение к	6	1
350	отличие от	2	1
351	тут же	1	1
352	нет и	4	1
353	за пределы	3	1
354	себя за	2	1
355	сочетается с	1	1
356	с этим	3	1
357	семь тысяч	1	1
358	всей этой	1	1
359	в единый	1	1
360	нами в	1	1
361	что по	1	1
362	и смеялась	1	1
363	после победы	1	1
364	и своего	3	1
365	них он	2	1
366	в этот	2	1
367	сливается с	4	1
368	бы и	2	1
369	в целом	3	1
370	же слово	1	1
371	он в	4	1
372	по-видимому по	1	1
373	что так	1	1
374	он думает	1	1
375	только на	4	1
376	ни одного	9	1
377	тому же	3	1
378	ее как	3	1
379	они звучат	1	1
380	так с	1	1
381	слово это	1	1
382	человек не	1	1
383	что слово	1	1
384	и если	1	1
385	со всею	1	1
386	главным образом	1	1
387	когда все	1	1
388	к одному	3	1
389	ведь не	1	1
390	гл vi	1	1
391	на жизнь	1	1
392	так уж	1	1
393	бы снова	1	1
394	не бывает	1	1
395	одно и	3	1
396	переплетаются и	1	1
397	здесь мы	1	1
398	за то	1	1
399	значение в	1	1
400	в мире	4	1
401	конечно в	2	1
402	об этом	1	1
403	но сначала	1	1
404	них не	1	1
405	зрения на	1	1
406	или даже	1	1
407	знает что	3	1
408	входит в	1	1
409	это было	2	1
410	на протяжении	5	1
411	то все	2	1
412	даже в	5	1
413	делает его	1	1
414	мне это	1	1
415	в итоге	1	1
416	гл iv	1	1
417	разобранные нами	1	1
418	зубной боли	4	1
419	эту тему	1	1
420	и очень	1	1
421	и знаете	1	1
422	в данном	1	1
423	на этот	2	1
424	мы не	1	1
425	в тоне	2	1
426	и того	2	1
427	одного и	1	1
428	после этих	1	1
429	себе с	1	1
430	или точнее	1	1
431	что такое	1	1
432	рассказа о	1	1
433	благодаря этому	2	1
434	и без	4	1
435	в отношении	9	1
436	так он	1	1
437	всего только	1	1
438	все и	4	1
439	от времени	1	1
440	он дает	2	1
441	в отличие	2	1
442	мысли и	1	1
443	из области	1	1
444	время от	1	1
445	которые в	1	1
446	друг другу	4	1
447	и почти	1	1
448	в аспекте	1	1
449	раз и	3	1
450	случае в	1	1
451	i в	1	1
452	меня черт	1	1
453	он остается	1	1
454	и такого	1	1
455	нами отрывке	1	1
456	правда в	1	1
457	не имел	1	1
458	на него	5	1
459	своего героя	2	1
460	его анализа	1	1
461	которого он	3	1
462	говорить о	3	1
463	тогда и	2	1
464	же его	1	1
465	чем не	1	1
