N	3gram	Voloshinov_2	Problemy
1	на чужое слово	2	11
2	с точки зрения	13	9
3	до сих пор	3	8
4	не может быть	10	8
5	в большинстве случаев	5	8
6	и не может	3	7
7	по отношению к	8	5
8	то же время	8	5
9	в то же	8	5
10	друг с другом	1	5
11	на чужую речь	2	4
12	в самом деле	5	4
13	в том числе	1	4
14	чужое слово и	1	4
15	то перед нами	1	4
16	более или менее	2	3
17	как мы сказали	3	3
18	с чужим словом	1	3
19	в отличие от	3	3
20	как мы увидим	1	3
21	том числе и	1	3
22	чужого слова и	1	3
23	сам по себе	1	3
24	чужое слово в	1	3
25	с другой стороны	1	3
26	чужого слова в	1	3
27	нам кажется что	1	3
28	как и в	1	3
29	а следовательно и	1	2
30	в системе языка	2	2
31	дело в том	1	2
32	мы уже сказали	1	2
33	и в других	1	2
34	сами по себе	1	2
35	в узком смысле	2	2
36	но и в	2	2
37	в том что	6	2
38	как если бы	4	2
39	но в то	5	2
40	и в большинстве	1	2
41	в одной плоскости	1	2
42	в авторский контекст	1	2
43	о том что	3	2
44	можно сказать что	1	2
45	друг друга но	1	2
46	той или иной	4	2
47	точки зрения своего	2	2
48	как мы уже	3	2
49	конечно не в	1	2
50	в отношении к	4	2
51	нам уже приходилось	1	2
52	выходят за пределы	2	2
53	и не в	3	2
54	если бы он	3	1
55	как целое и	2	1
56	в авторском контексте	1	1
57	в письменной форме	1	1
58	а не к	2	1
59	но как раз	1	1
60	перед нами случай	1	1
61	него как бы	1	1
62	высказывания и потому	1	1
63	в той или	3	1
64	он как и	1	1
65	авторского и чужого	1	1
66	он совершенно не	1	1
67	ровно ничего не	1	1
68	прежде всего на	1	1
69	а вовсе не	1	1
70	одним и тем	2	1
71	характерно что и	1	1
72	в этом последнем	2	1
73	и так сказать	1	1
74	кажется что в	1	1
75	приводит его к	1	1
76	том что он	2	1
77	не с точки	1	1
78	в этом случае	1	1
79	является в сущности	1	1
80	одной стороны и	2	1
81	языка и не	1	1
82	в той же	1	1
83	мы как бы	1	1
84	и следовательно к	1	1
85	в сущности вовсе	1	1
86	именно как чужое	1	1
87	а может быть	1	1
88	так как если	2	1
89	на самом же	3	1
90	в одном направлении	1	1
91	в нем новые	1	1
92	чужого слова как	1	1
93	xviii и xix	1	1
94	в данную эпоху	2	1
95	которых мы упоминали	1	1
96	рано или поздно	1	1
97	нет ничего что	1	1
98	для себя на	1	1
99	не могли бы	1	1
100	может быть и	5	1
101	одно и то	3	1
102	в этой форме	1	1
103	в значительной степени	2	1
104	не совпадает с	1	1
105	на этой почве	5	1
106	и тем же	2	1
107	взаимоотношение этих двух	1	1
108	ее при этом	1	1
109	с одной стороны	3	1
110	мы упоминали выше	1	1
111	и в процессе	1	1
112	и то же	3	1
113	может обойтись без	1	1
114	а как бы	1	1
115	слово и не	1	1
116	уже приходилось говорить	1	1
117	по сравнению с	1	1
118	может стремиться к	1	1
119	никогда не может	1	1
120	для него в	1	1
121	отношения говорящего к	1	1
122	мы знаем в	1	1
123	рассказчика замещающего автора	1	1
124	так или иначе	1	1
125	ориентации по отношению	1	1
126	значение чужого слова	1	1
127	в связи с	7	1
128	с другом как	1	1
129	конечно совершенно невозможно	1	1
130	к тому же	2	1
131	как и речь	1	1
132	собственном смысле слова	2	1
133	во всяком случае	2	1
134	со словом в	1	1
135	же деле это	1	1
136	к себе внимание	1	1
137	в точном смысле	4	1
138	до настоящего времени	2	1
139	или еще лучше	1	1
140	рядом друг с	1	1
141	о которых мы	1	1
142	на поверхностный взгляд	1	1
143	самом же деле	3	1
144	вовсе не с	1	1
145	и пр он	1	1
146	в широком смысле	1	1
147	контекста в другой	1	1
148	внешней и внутренней	1	1
149	этого слова и	1	1
150	речи и в	2	1
151	как бы не	1	1
152	нем новые стороны	1	1
153	оно является как	1	1
154	но они не	1	1
155	в чужих устах	1	1
156	так и в	1	1
157	как бы на	1	1
158	в собственном смысле	2	1
159	от одного поколения	2	1
160	чужое высказывание из	1	1
161	с самого начала	5	1
162	одного поколения к	2	1
163	заложенные уже в	1	1
164	в каждую эпоху	1	1
165	глубже и существеннее	1	1
166	не только в	1	1
167	но в этом	1	1
168	но все же	1	1
169	чужой речи и	2	1
170	системе языка и	1	1
171	как мы знаем	1	1
172	не может обойтись	1	1
173	друг от друга	1	1
174	мы увидим в	1	1
175	может быть лишь	1	1
176	поколения к другому	2	1
177	есть прежде всего	1	1
178	как и всякое	1	1
179	к тому что	3	1
180	интонации и в	1	1
181	мы уже указывали	1	1
182	лицом к лицу	1	1
183	и между ними	1	1
184	и до настоящего	2	1
185	в высшей степени	3	1
186	в душевной жизни	1	1
187	в процессе его	2	1
188	тем же языком	1	1
189	бы он и	1	1
190	слово и на	1	1
191	в жизни и	1	1
192	говорят одним и	1	1
193	и формы этого	2	1
