N	2gram	Bakhtin_fo_1	Myshleni
1	в том	9	42
2	том что	4	35
3	с помощью	2	31
4	в процессе	4	27
5	таким образом	11	25
6	в этом	25	24
7	точки зрения	5	24
8	в качестве	3	21
9	и в	50	20
10	что в	5	19
11	в основе	5	17
12	то же	11	16
13	не только	9	15
14	то что	6	15
15	как мы	14	13
16	в их	6	12
17	при этом	3	12
18	может быть	11	12
19	с другой	2	12
20	потому что	4	12
21	с точки	2	11
22	в его	13	11
23	так же	6	11
24	этого слова	1	11
25	в целом	2	11
26	мы должны	2	11
27	и то	4	10
28	на основе	2	10
29	в истории	2	10
30	в себе	3	10
31	в отношении	3	10
32	того что	2	10
33	мы видим	3	10
34	только в	4	10
35	если мы	2	10
36	так как	6	10
37	того же	8	9
38	и другие	5	9
39	могли бы	1	9
40	и как	10	9
41	как и	8	9
42	что и	3	9
43	тот же	1	9
44	с одной	3	9
45	одной стороны	2	9
46	но и	8	9
47	было бы	2	8
48	тогда когда	2	8
49	вместе с	3	8
50	и не	14	8
51	в результате	6	8
52	самом деле	1	7
53	и тот	1	7
54	то увидим	1	7
55	в своей	2	7
56	и более	1	7
57	с другом	1	7
58	могут быть	5	7
59	того чтобы	5	7
60	тем что	2	7
61	этом отношении	3	7
62	а не	3	7
63	что мы	2	7
64	смысле этого	1	7
65	как бы	2	7
66	друг с	1	7
67	же как	2	6
68	в самом	8	6
69	той же	2	6
70	и на	8	6
71	тому же	2	6
72	этот процесс	5	6
73	одно и	3	6
74	те же	2	6
75	с тем	3	6
76	одного и	5	6
77	по своей	1	6
78	к тому	3	6
79	его в	3	6
80	что он	1	6
81	уже в	2	6
82	не может	6	6
83	слово в	1	6
84	сказать что	3	6
85	мы уже	11	5
86	между собой	4	5
87	друг на	2	5
88	как в	6	5
89	с этим	6	5
90	все же	6	5
91	перед нами	1	5
92	и к	2	5
93	увидим что	1	5
94	все эти	9	5
95	на то	1	5
96	это не	6	5
97	на друга	2	5
98	и того	6	5
99	и его	16	5
100	не является	2	5
101	никогда не	2	5
102	так и	12	5
103	если бы	5	5
104	о том	1	5
105	мы можем	1	5
106	для того	5	5
107	в частности	6	5
108	слова и	2	5
109	тем же	1	4
110	в сущности	3	4
111	первый план	1	4
112	в своем	4	4
113	его к	1	4
114	в нашем	2	4
115	нами в	1	4
116	и те	3	4
117	как он	2	4
118	как они	1	4
119	и с	4	4
120	мышление как	1	4
121	на первый	1	4
122	и при	1	4
123	по сравнению	2	4
124	которые в	1	4
125	не в	5	4
126	на один	2	4
127	что оно	1	4
128	роль в	9	4
129	на том	1	4
130	и только	1	4
131	с нашей	3	4
132	является не	1	4
133	из них	1	4
134	друг друга	3	4
135	во всей	3	4
136	по своему	1	4
137	и для	4	4
138	для нас	2	4
139	между ними	3	4
140	к этому	3	4
141	во всяком	3	4
142	идет о	1	3
143	на деле	1	3
144	не имеют	3	3
145	приходит к	1	3
146	в виду	3	3
147	в чем	2	3
148	а только	2	3
149	себе и	3	3
