N	2gram	Propp_Isto_2	Psycholo
1	и в	15	38
2	то что	12	35
3	в том	6	25
4	в самом	1	25
5	самом деле	2	21
6	что в	12	20
7	может быть	17	19
8	и что	6	18
9	на то	3	16
10	что она	5	16
11	в ней	4	15
12	и т	19	14
13	том что	7	14
14	как бы	6	14
15	потому что	9	14
16	в этом	11	13
17	в этой	4	13
18	совершенно ясно	2	13
19	не только	18	12
20	таким образом	7	12
21	было бы	5	12
22	не в	7	12
23	мы видим	8	12
24	мы увидим	8	12
25	что он	24	11
26	то же	10	10
27	в сущности	2	10
28	что это	6	10
29	и не	11	10
30	увидим что	3	9
31	того чтобы	2	9
32	в двух	1	9
33	и то	2	8
34	с этим	5	8
35	все же	9	8
36	и как	1	8
37	говорит что	3	8
38	с тем	9	8
39	как и	2	8
40	в одном	5	8
41	видим что	5	8
42	и это	3	8
43	так что	6	8
44	вовсе не	1	8
45	перед нами	2	8
46	для нас	4	8
47	из этого	1	8
48	показать что	2	7
49	мы уже	6	7
50	с другой	2	7
51	мы можем	8	7
52	не может	5	7
53	как мы	1	7
54	что у	2	7
55	а не	5	7
56	а в	12	7
57	и на	4	6
58	в которых	2	6
59	к чему	2	6
60	как это	3	6
61	и если	2	6
62	он не	8	6
63	мы видели	2	6
64	в котором	5	6
65	она не	5	6
66	самого начала	2	6
67	и его	3	6
68	к тому	5	6
69	указывает на	1	6
70	с самого	2	6
71	и здесь	9	6
72	о том	3	6
73	один из	8	6
74	с одной	4	6
75	если мы	1	6
76	из них	2	6
77	так как	14	6
78	до сих	6	6
79	там где	1	6
80	он говорит	1	6
81	мы не	3	5
82	я не	2	5
83	время в	1	5
84	в которой	2	5
85	так сказать	2	5
86	в другом	9	5
87	несмотря на	1	5
88	в своей	1	5
89	казалось бы	1	5
90	и когда	2	5
91	в его	6	5
92	в какой	1	5
93	но и	14	5
94	одной стороны	3	5
95	вместе с	7	5
96	в той	1	5
97	сих пор	7	5
98	или в	2	5
99	о котором	1	5
100	другой стороны	2	5
101	что эти	4	4
102	во всех	2	4
103	не то	1	4
104	что они	10	4
105	как в	5	4
106	когда он	3	4
107	в целом	1	4
108	все эти	4	4
109	в тех	2	4
110	в себе	4	4
111	если он	1	4
112	в нем	7	4
113	при этом	4	4
114	т д	18	4
115	здесь мы	3	4
116	она была	1	4
117	не мог	3	4
118	но если	3	4
119	что этот	3	4
120	что эта	2	4
121	одна из	2	4
122	из него	2	4
123	никогда не	15	4
124	как будто	3	4
125	здесь совершенно	1	4
126	и совершенно	1	4
127	в виду	2	4
128	образом мы	1	4
129	что и	6	4
130	только в	6	4
131	не можем	1	4
132	при помощи	2	4
133	у него	4	4
134	и между	1	4
135	по своему	1	4
136	в течение	1	4
137	того что	3	4
138	мы могли	2	4
139	и для	2	4
140	в свою	1	4
141	сказать что	2	4
142	ее в	2	4
143	должен быть	1	3
144	едва ли	1	3
145	и этот	1	3
146	по его	1	3
147	полагает что	1	3
148	что по	1	3
149	и к	1	3
150	но в	6	3
151	из этих	3	3
152	интересно что	2	3
153	состоит в	2	3
