N	3gram	Tiupa_Narr_2	Problemy
1	к себе самому	3	14
2	то же время	3	12
3	в то же	3	12
4	на самом деле	2	10
5	и т п	2	6
6	не может быть	2	6
7	по отношению к	5	5
8	и в то	1	5
9	себе самому и	1	5
10	во всяком случае	1	5
11	самому и к	1	4
12	в этом смысле	1	4
13	с точки зрения	2	4
14	а между тем	1	3
15	в самом деле	1	3
16	другого человека как	1	3
17	и к другому	1	3
18	в чем не	1	2
19	то что я	1	2
20	в той или	1	2
21	подобно тому как	2	2
22	как раз и	1	2
23	и не может	2	2
24	не входит в	1	2
25	в отличие от	5	2
26	о том что	4	2
27	ни в чем	1	2
28	так и в	1	2
29	никогда не бывает	1	2
30	той или иной	3	2
31	тем не менее	4	2
32	не знает и	1	2
33	в большинстве случаев	1	2
34	к тому же	4	2
35	внутренней речи как	1	1
36	в виду и	1	1
37	хотя и не	2	1
38	или хотя бы	1	1
39	раз в жизни	1	1
40	точки зрения на	1	1
41	так быстро что	1	1
42	в которой он	1	1
43	в чем же	1	1
44	всех без исключения	1	1
45	потому что я	1	1
46	у меня в	1	1
47	самом деле не	1	1
48	до сих пор	1	1
49	и в других	1	1
50	себя но в	1	1
51	внешне но и	1	1
52	в строгом смысле	1	1
53	которой он сам	1	1
54	в этом отношении	3	1
55	того и другого	1	1
56	в другом и	1	1
57	это не я	1	1
58	не только внешне	1	1
59	что с ним	1	1
60	что он может	1	1
61	с таким же	1	1
62	к тому что	3	1
63	только внешне но	1	1
64	в данном случае	6	1
65	но и внутренне	1	1
66	и все его	1	1
67	но в конце	1	1
68	но при этом	3	1
69	как бы от	1	1
70	то что он	1	1
71	в нем не	1	1
72	в этом направлении	1	1
73	но и не	1	1
74	его участие в	1	1
75	и для другого	1	1
76	как бы не	1	1
77	и его можно	1	1
78	не вступает в	1	1
79	себя самого его	1	1
80	похоже было как	1	1
81	в другом человеке	1	1
82	и не должен	1	1
83	и того же	1	1
84	не только не	2	1
85	смысле можно сказать	1	1
86	по его мнению	1	1
87	героя в этом	1	1
88	можно сказать что	3	1
89	к другому как	1	1
90	одного и того	1	1
91	как бы в	2	1
92	для того чтобы	1	1
93	в том что	8	1
94	ее внутренняя жизнь	1	1
95	обратим внимание на	1	1
96	и в другом	1	1
