N	3gram	Vygotskiy__2	VLabPisa
1	в этом отношении	3	13
2	с другой стороны	1	8
3	не может быть	6	8
4	по отношению к	5	7
5	по этому поводу	3	7
6	более или менее	2	6
7	в зависимости от	6	5
8	хотя бы и	2	5
9	в конечном счете	4	5
10	не могут быть	1	4
11	в связи с	6	4
12	можно сказать что	1	4
13	в том что	21	4
14	в силу этого	1	3
15	о том как	1	3
16	мы видели что	3	3
17	о том что	4	3
18	в другом месте	2	2
19	не может не	1	2
20	одной стороны и	2	2
21	явлений и процессов	1	2
22	подобно тому как	2	2
23	в том числе	3	2
24	до сих пор	1	2
25	только то что	1	2
26	можно было бы	5	2
27	в частности к	1	2
28	в этом процессе	1	2
29	в том чтобы	4	2
30	с одной стороны	7	2
31	то же говорит	1	2
32	во всяком случае	6	2
33	этой точки зрения	1	2
34	в частности в	1	2
35	не только не	1	2
36	том числе и	3	2
37	для того чтобы	10	2
38	если бы он	1	1
39	этой проблемы в	1	1
40	том смысле что	1	1
41	на этот вопрос	5	1
42	в той или	1	1
43	не удивительно поэтому	4	1
44	иметь в виду	1	1
45	что перед нами	1	1
46	в самом деле	4	1
47	в этом смысле	2	1
48	в том же	2	1
49	и в качестве	1	1
50	думается что все	1	1
51	в течение многих	1	1
52	как и все	1	1
53	тот или иной	1	1
54	в самых ранних	1	1
55	но ни в	1	1
56	именно в этом	1	1
57	сами по себе	1	1
58	сама по себе	2	1
59	что он не	2	1
60	из которых он	1	1
61	и плана в	1	1
62	только в том	1	1
63	то что в	1	1
64	вот это представление	1	1
65	не отличается от	1	1
66	что в них	1	1
67	как увидим ниже	2	1
68	как если бы	1	1
69	в целом и	1	1
70	нельзя не признать	1	1
71	и их роли	1	1
72	в применении к	1	1
73	приводит к тому	1	1
74	в данном случае	3	1
75	по этому вопросу	1	1
76	таким образом и	1	1
77	и это самое	1	1
78	приведенных выше данных	1	1
79	то же самое	2	1
80	так же как	1	1
81	по сравнению с	5	1
82	как сказал бы	1	1
83	первая из них	1	1
84	не в том	1	1
85	вещь в себе	1	1
86	в действительной жизни	1	1
87	но вместе с	1	1
88	ответ на этот	1	1
89	не могло бы	1	1
90	не могут иметь	1	1
91	в целом но	2	1
92	при соприкосновении с	1	1
93	могут привести к	1	1
94	у него в	1	1
95	а вместе с	1	1
96	прав в том	2	1
97	имеем в виду	1	1
98	хотим сказать что	1	1
99	никогда не может	1	1
100	смысле слова с	1	1
101	ничего общего с	1	1
102	и лежит в	1	1
103	вопрос о том	2	1
104	является для него	1	1
105	по его мнению	1	1
106	той или иной	1	1
107	удивительно поэтому что	4	1
108	лежит в основе	3	1
109	или иной мере	1	1
110	после того как	1	1
111	на основе учения	1	1
112	в том смысле	1	1
113	для самого себя	1	1
114	и процессов в	1	1
115	и в конечном	1	1
116	об одном и	1	1
117	это представление что	1	1
118	все это не	1	1
119	дело не в	1	1
120	к тому же	1	1
121	высказывается по этому	1	1
122	только тогда когда	2	1
