N	2gram	Voloshinov_2	Analitik
1	в этом	15	18
2	и в	19	16
3	не только	13	16
4	так и	10	15
5	как и	9	14
6	и не	19	12
7	в том	7	12
8	но и	10	12
9	том что	10	12
10	в качестве	3	11
11	при этом	9	10
12	могут быть	3	10
13	а не	9	10
14	как бы	19	10
15	и даже	2	9
16	то есть	2	9
17	лишь в	14	9
18	ничего не	4	9
19	в этой	3	9
20	в пределах	10	9
21	и т.п	10	8
22	в целом	1	8
23	отнюдь не	8	8
24	в данном	5	8
25	в себе	4	7
26	в сочетании	1	7
27	то что	4	7
28	сочетании с	1	7
29	к тому	6	7
30	о том	3	7
31	говорить о	1	6
32	как это	1	6
33	в самом	6	6
34	и на	5	6
35	но в	7	6
36	может быть	28	6
37	с другой	3	6
38	говорит о	1	5
39	произведения в	1	5
40	в контексте	5	5
41	как система	3	5
42	с одной	3	5
43	на себя	1	5
44	но не	2	4
45	можно сказать	1	4
46	того же	5	4
47	не может	18	4
48	отношению к	8	4
49	и является	2	4
50	не менее	1	4
51	все это	1	4
52	точки зрения	17	4
53	как раз	4	4
54	не в	10	4
55	не так	2	4
56	во всех	6	4
57	для него	9	4
58	в себя	1	4
59	не с	2	4
60	то же	16	4
61	за пределы	3	4
62	по отношению	8	4
63	между двумя	1	4
64	и его	16	4
65	в сущности	14	4
66	тому же	2	4
67	хотя и	1	4
68	только в	8	4
69	уже не	1	4
70	и тем	4	4
71	у него	2	4
72	внутренней речи	7	4
73	совпадает с	1	4
74	столь же	3	4
75	этом случае	1	4
76	и особенно	2	4
77	одной стороны	3	4
78	как в	1	4
79	в своем	2	4
80	как мы	15	3
81	не знает	2	3
82	бы в	4	3
83	место в	2	3
84	или в	2	3
85	прежде всего	7	3
86	высказывания в	7	3
87	крайней мере	2	3
88	и все	6	3
89	есть в	1	3
90	приводит к	2	3
91	так что	1	3
92	в центре	1	3
93	в их	5	3
94	как о	2	3
95	а в	3	3
96	в нашем	2	3
97	ответ на	2	3
98	сводится к	2	3
99	одной из	3	3
100	литературное произведение	1	3
101	той или	4	3
102	и сам	1	3
103	однако при	1	3
104	и читателя	1	3
105	никогда не	7	3
106	тем что	2	3
107	тем не	1	3
108	не столько	1	3
109	и за	1	3
110	со стороны	1	3
111	по поводу	1	3
112	если бы	11	3
113	и т.д	4	3
114	в конечном	1	3
115	этого слова	5	3
116	по крайней	2	3
117	именно в	2	3
118	того или	2	3
119	этом отношении	1	3
120	что и	3	3
121	и если	1	3
122	в действительности	1	3
123	несмотря на	1	3
124	лишь одной	1	3
125	или иного	2	3
126	и то	3	3
127	было бы	4	3
128	только на	4	3
129	или иной	5	3
130	на фоне	1	3
131	из них	1	3
132	в речи	2	3
133	с ними	4	3
134	языка и	15	2
135	что все	1	2
136	в значительной	2	2
137	еще не	3	2
138	и иной	1	2
139	на то	4	2
140	в двух	3	2
141	мы узнаем	1	2
142	так же	5	2
143	и для	7	2
144	и их	4	2
145	речь идет	1	2
146	обращаясь к	1	2
147	вовсе не	11	2
148	таким образом	14	2
149	в устах	3	2
150	в ответ	1	2
151	ведь это	2	2
152	с ним	1	2
153	вступает в	2	2
154	конечном счете	1	2
155	в своей	3	2
156	по себе	3	2
157	ли не	1	2
158	и он	2	2
159	в одном	1	2
160	реальности в	1	2
161	же время	8	2
162	его в	7	2
163	на протяжении	2	2
164	или даже	1	2
165	отношения к	2	2
166	таком случае	3	2
167	текста но	1	2
168	диалог в	1	2
169	и второй	1	2
170	его как	1	2
171	выходят за	2	2
172	с той	1	2
173	вместе с	2	2
174	что в	2	2
175	превращается в	1	2
176	здесь в	2	2
177	того что	4	2
178	нашем понимании	1	2
179	на этой	5	2
180	свидетельствует о	2	2
181	в таком	7	2
182	между тем	6	2
183	еще более	2	2
184	значительной степени	2	2
185	в диалоге	2	2
186	в его	5	2
187	в этих	3	2
188	в начальных	1	2
189	вообще не	1	2
190	соответствии с	1	2
191	с точки	13	2
192	не имеет	3	2
193	речь самого	1	2
194	целого и	1	2
195	а как	4	2
196	высказывания и	11	2
197	же является	3	2
198	отличие от	3	2
199	к его	2	2
200	слова часто	1	2
201	в то	8	2
202	для нее	1	2
203	речи в	10	2
204	на основе	3	2
205	от своего	2	2
206	он был	2	2
207	в состоянии	1	2
208	о чем	2	2
209	той же	3	2
210	художественного высказывания	1	2
211	не о	1	2
212	это было	2	2
213	с их	1	2
214	другому в	1	2
215	другой стороны	1	2
216	себе не	1	2
217	внимание на	1	2
218	речи и	13	2
219	в котором	3	2
220	этих случаях	1	2
221	которые и	1	2
222	в отличие	3	2
223	он не	3	2
224	роль в	1	2
225	же не	1	2
226	этого рода	1	2
227	одно из	1	2
228	еще в	1	2
229	имеют место	2	2
230	или точнее	1	2
231	не следует	2	2
232	и до	3	2
233	себя в	2	2
234	сказать что	4	2
235	к этому	5	2
236	что она	1	2
237	и я	1	2
238	что с	1	2
239	так например	1	2
240	особого рода	1	2
241	в соответствии	1	2
242	он и	2	2
243	к предмету	1	2
244	как основной	1	2
245	не есть	3	2
246	речевого потока	2	2
247	лишь на	5	1
248	все эти	3	1
249	и из	1	1
250	тому или	1	1
251	принадлежит только	2	1
252	в которой	1	1
253	почти все	1	1
254	не все	1	1
255	прежде чем	1	1
256	все они	1	1
257	из одного	4	1
258	и здесь	5	1
259	первую очередь	1	1
260	и речь	2	1
261	выражения в	2	1
262	исходя из	1	1
263	случае это	2	1
264	и наконец	1	1
265	мы это	2	1
266	одно и	3	1
267	языка то	1	1
268	в другом	3	1
269	входит в	1	1
270	менее в	1	1
271	исходит из	3	1
272	именно к	1	1
273	чужой для	1	1
274	об устойчивых	1	1
275	бы это	2	1
276	в первую	1	1
277	и носит	1	1
278	в разных	1	1
279	не сами	1	1
280	данном контексте	2	1
281	далека от	1	1
282	для себя	4	1
283	мышления и	1	1
284	себя от	1	1
285	же в	1	1
286	или иному	1	1
287	всех этих	1	1
288	не к	3	1
289	это слово	1	1
290	еще и	1	1
291	для всего	3	1
292	и ее	4	1
293	в жизни	2	1
294	самой своей	1	1
295	но при	1	1
296	в равной	1	1
297	с одним	1	1
298	в связи	7	1
299	для передачи	1	1
300	себя самого	2	1
301	на границе	2	1
302	в статье	1	1
303	делает его	2	1
304	бы он	3	1
305	и репликами	1	1
306	к которым	3	1
307	одним и	2	1
308	диалога в	2	1
309	для обозначения	1	1
310	то он	1	1
311	этого процесса	1	1
312	к ее	1	1
313	или еще	1	1
314	другой в	1	1
315	без исключения	2	1
316	смысле что	1	1
317	конечно и	2	1
318	в какой	3	1
319	знаков а	1	1
320	в нем	11	1
321	социальной группы	6	1
322	было в	1	1
323	это еще	1	1
324	места для	1	1
325	независимо от	2	1
326	его и	3	1
327	реплике в	1	1
328	значимости в	1	1
329	иное как	2	1
330	хотя бы	6	1
331	в тех	2	1
332	и самого	2	1
333	автором и	1	1
334	бы не	2	1
335	внутреннюю речь	1	1
336	от него	2	1
337	друг с	1	1
338	при условии	1	1
339	естественно не	1	1
340	в художественном	1	1
341	характерно для	1	1
342	событие речевого	1	1
343	и устойчивые	1	1
344	конечно мы	1	1
345	зрения в	1	1
346	только его	1	1
347	убедиться в	1	1
348	которой он	1	1
349	более того	6	1
350	речи как	1	1
351	системе языка	5	1
352	в следующих	1	1
353	наибольший интерес	1	1
354	к самому	1	1
355	бы независимо	1	1
356	слов и	3	1
357	к моменту	1	1
358	именно та	1	1
359	стороны и	2	1
360	до известной	1	1
361	его к	2	1
362	приводящей к	1	1
363	совсем не	1	1
364	там и	1	1
365	себя на	1	1
366	но когда	1	1
367	нуждается в	1	1
368	и такие	1	1
369	что же	1	1
370	этого не	1	1
371	все его	2	1
372	речевой ткани	1	1
373	но только	1	1
374	уже было	1	1
375	и выражение	1	1
376	в ее	3	1
377	и тогда	2	1
378	и сама	1	1
379	из значений	1	1
380	с другом	1	1
381	совершенно не	5	1
382	для человека	1	1
383	потому что	1	1
384	проникает в	1	1
385	дело с	1	1
386	в начале	2	1
387	и более	7	1
388	сами по	1	1
389	было не	1	1
390	установкой на	2	1
391	основном соответствует	1	1
392	которая на	1	1
393	на меня	1	1
394	это не	4	1
395	остается в	1	1
396	должны быть	2	1
397	только что	3	1
398	что иное	1	1
399	оно становится	2	1
400	в данный	1	1
401	оно в	1	1
402	границы между	2	1
403	его внутренней	1	1
404	то эти	1	1
405	место лишь	1	1
406	речь его	1	1
407	как такой	3	1
408	всё это	1	1
409	всегда и	2	1
410	в совершенно	1	1
411	противном случае	2	1
412	и точно	1	1
413	ко всем	2	1
414	сущности это	1	1
415	на которой	1	1
416	героя и	1	1
417	из этих	1	1
418	из этого	1	1
419	душевной жизни	1	1
420	ее в	1	1
421	тогда когда	1	1
422	у нас	3	1
423	только одно	1	1
424	что его	1	1
425	речи ее	1	1
426	ни одна	1	1
427	тот же	1	1
428	почти исключительно	2	1
429	мы должны	1	1
430	за порогом	1	1
431	и вся	1	1
432	как он	1	1
433	и внутреннее	1	1
434	в отношении	4	1
435	в силу	1	1
436	свою очередь	5	1
437	в противном	2	1
438	и о	2	1
439	что впрочем	1	1
440	слова он	1	1
441	но к	2	1
442	да и	3	1
443	нам уже	1	1
444	следующим образом	1	1
445	это рефлексия	1	1
446	ни в	6	1
447	и потому	2	1
448	их модификации	3	1
449	в системе	2	1
450	переживания и	4	1
451	быть признано	1	1
452	так называемая	1	1
453	данный момент	1	1
454	к ним	1	1
455	его из	3	1
456	система знаков	1	1
457	вопроса о	1	1
458	конститутивный признак	1	1
459	отношении к	5	1
460	же и	1	1
461	только и	1	1
462	не совпадает	1	1
463	воспринимается как	1	1
464	это приводит	1	1
465	более или	2	1
466	в них	1	1
467	я был	1	1
468	но оно	1	1
469	внешней и	1	1
470	одна из	7	1
471	и всей	1	1
472	слова в	8	1
473	мы уже	6	1
474	они могут	2	1
475	к другому	5	1
476	в борьбу	1	1
477	смысл целого	1	1
478	и внутренней	1	1
479	так сказать	14	1
480	значение в	4	1
481	контексте и	2	1
482	или с	1	1
483	противоречие с	1	1
484	произведение совершается	1	1
485	когда он	1	1
486	тому что	4	1
487	достигает здесь	1	1
488	в противоречие	1	1
489	значения и	3	1
490	место и	1	1
491	утрачивает свою	1	1
492	слова и	6	1
493	не что	1	1
494	слова о	4	1
495	мы видим	1	1
496	себя и	1	1
497	тема и	3	1
498	в синтаксисе	1	1
499	и что	1	1
500	как известно	1	1
501	однако не	1	1
502	также и	1	1
503	бы с	1	1
504	поэтому в	2	1
505	языка в	3	1
506	ситуацией и	1	1
507	которого только	1	1
508	решительно и	1	1
509	далеко не	2	1
510	из того	1	1
511	не как	3	1
512	самое что	1	1
513	этой связи	4	1
514	тем более	5	1
515	но ведь	3	1
516	к нему	5	1
517	только с	2	1
518	оно ни	2	1
519	если не	1	1
520	этих двух	1	1
521	ко второму	1	1
522	не приходится	1	1
523	слова а	1	1
524	но отнюдь	1	1
525	известной степени	1	1
526	с его	8	1
527	его внутренний	1	1
528	если же	2	1
529	чтобы прийти	1	1
530	свою собственную	1	1
531	но без	1	1
532	и другой	1	1
533	высказывания с	1	1
534	только для	1	1
535	его не	1	1
536	слова как	2	1
537	нам не	1	1
538	в основном	4	1
539	связи с	13	1
540	однажды в	1	1
541	самим автором	1	1
542	самом деле	9	1
543	или менее	2	1
544	и взаимодействие	1	1
545	сохраняет свою	1	1
546	оно и	1	1
547	в становлении	3	1
548	и помимо	1	1
549	тем же	4	1
550	или иначе	1	1
551	же слова	3	1
552	так или	1	1
553	с чужой	1	1
554	настоящего времени	2	1
555	речи то	1	1
556	что здесь	1	1
557	чужой и	2	1
558	и речи	2	1
559	заключается в	1	1
560	и сознания	1	1
561	не является	8	1
562	конца и	1	1
563	уже в	2	1
564	в каждом	1	1
565	перед нами	3	1
566	слово в	3	1
567	продуктивной для	1	1
568	так как	3	1
569	искусство и	1	1
570	человека в	1	1
571	именно здесь	2	1
572	с идеей	1	1
573	речь персонажей	1	1
574	во внутренней	2	1
575	все остальные	1	1
576	об отношении	1	1
577	и как	6	1
578	ни к	1	1
579	же самое	6	1
580	к одному	1	1
581	однако на	1	1
582	всего на	1	1
583	или нет	1	1
584	в восприятии	1	1
585	и исторически	1	1
586	но это	1	1
587	как на	2	1
588	самого автора	1	1
589	в свою	6	1
