N	3gram	Losev_Prob_5	Tvorches
1	и т д	1	11
2	то же время	1	7
3	в то же	1	7
4	по отношению к	2	3
5	до сих пор	2	3
6	не может быть	2	3
7	если не считать	1	2
8	в самом деле	1	2
9	в одной из	1	2
10	в таком случае	2	2
11	в наше время	1	2
12	по крайней мере	4	2
13	едва ли не	1	2
14	все же не	3	2
15	во всяком случае	2	2
16	с другой стороны	5	2
17	так и в	1	2
18	не в силах	1	2
19	о том что	9	2
20	в том что	8	2
21	к античной мифологии	1	1
22	в чем не	1	1
23	хотя и не	1	1
24	дело в том	2	1
25	выражает то что	1	1
26	и потому что	1	1
27	в том числе	2	1
28	о том как	1	1
29	в нем и	1	1
30	а не то	1	1
31	и в дальнейшем	1	1
32	можно было бы	1	1
33	точно так же	3	1
34	и люди его	1	1
35	то или иное	1	1
36	только потому что	1	1
37	в том смысле	1	1
38	как будто бы	3	1
39	и тут же	1	1
40	но в то	1	1
41	и в этом	1	1
42	а с другой	3	1
43	нам представляется что	1	1
44	той или иной	1	1
45	в связи с	7	1
46	у древних греков	1	1
47	к тому же	1	1
48	что у него	1	1
49	потому что они	2	1
50	приходит в голову	1	1
51	в то время	3	1
52	ни в чем	1	1
53	том смысле что	1	1
54	это и есть	1	1
55	хотя и с	1	1
56	и никогда не	2	1
57	с самого начала	1	1
58	и превращается в	1	1
59	на восходе солнца	1	1
60	в русской литературе	3	1
61	том числе и	1	1
62	в ту эпоху	1	1
63	содержит в себе	1	1
64	в античной литературе	1	1
65	но это не	1	1
66	как и у	2	1
67	в предисловии к	1	1
68	и в том	1	1
69	не приходит в	1	1
70	о том чтобы	1	1
71	в году издал	1	1
72	что никогда не	1	1
