N	4gram	Losev_Dial_1	KulturaY
1	и тем не менее	1	4
2	в то же время	4	3
3	т д и т	2	1
4	да и то не	2	1
5	во всяком случае гораздо	1	1
6	я имею в виду	1	1
7	и т д или	1	1
8	не что иное как	1	1
9	сама по себе не	3	1
10	иметь в виду что	1	1
11	само по себе не	1	1
12	и т д в	1	1
13	одной и той же	1	1
14	дело в том что	1	1
15	и с другой стороны	2	1
16	свой смысл и свое	1	1
17	и т д и	2	1
18	в то время как	1	1
19	и в голову не	1	1
20	может и не должен	1	1
21	потому что он не	1	1
22	не может и не	2	1
23	в связи с этим	1	1
24	в голову не приходит	1	1
25	несмотря на то что	2	1
26	есть не что иное	1	1
27	всяком случае гораздо более	1	1
