N	3gram	Vygotskiy__1	Marksizm
1	с точки зрения	2	13
2	не может быть	8	10
3	в связи с	1	7
4	для того чтобы	5	6
5	в том что	9	6
6	в самом деле	7	5
7	то же самое	2	5
8	с самого начала	1	5
9	в свою очередь	1	5
10	смысле этого слова	2	4
11	и того же	1	4
12	в русском языке	2	4
13	на самом деле	2	4
14	одного и того	1	4
15	в таком случае	2	3
16	в отличие от	3	3
17	точном смысле этого	1	3
18	до сих пор	3	3
19	одно и то	1	3
20	с одной стороны	5	3
21	и то же	1	3
22	о том что	7	3
23	в направлении к	1	3
24	одной стороны и	1	2
25	мы никогда не	4	2
26	одним и тем	1	2
27	более или менее	2	2
28	том что он	1	2
29	в зависимости от	5	2
30	ни в коем	1	2
31	не было бы	2	2
32	в собственном смысле	3	2
33	отнюдь не является	1	2
34	ни в какой	3	2
35	в коем случае	1	2
36	и тем же	1	2
37	лежит в основе	1	2
38	во всяком случае	6	2
39	собственном смысле слова	2	2
40	только на почве	2	2
41	на то что	8	2
42	к тому же	1	2
43	что иное как	1	1
44	а следовательно и	1	1
45	в основе всех	1	1
46	он как и	1	1
47	мы не воспринимаем	1	1
48	в какой мере	3	1
49	не следует что	1	1
50	а вовсе не	1	1
51	в сущности всегда	1	1
52	может быть сведена	2	1
53	может быть объяснено	1	1
54	дело в том	1	1
55	в сущности ничего	1	1
56	в том числе	1	1
57	точки зрения в	1	1
58	таким образом оказывается	1	1
59	и как он	1	1
60	он не может	1	1
61	вступить в противоречие	1	1
62	в широком смысле	1	1
63	есть в сущности	2	1
64	сами по себе	1	1
65	по самой своей	1	1
66	в различные эпохи	1	1
67	каждой из этих	1	1
68	а может быть	1	1
69	в этом отношении	2	1
70	независимо от того	1	1
71	том числе и	1	1
72	в каждую эпоху	1	1
73	какой мере не	1	1
74	то что обычно	1	1
75	широком смысле слова	1	1
76	несмотря на то	2	1
77	но к ним	1	1
78	если же мы	1	1
79	только при условии	1	1
80	как мы знаем	1	1
81	мы полагаем что	1	1
82	до конца и	1	1
83	мы так же	1	1
84	не только в	1	1
85	и в процессе	1	1
86	в одной плоскости	1	1
87	по сравнению с	1	1
88	тем не менее	2	1
89	не могут быть	1	1
90	в последнее время	2	1
91	приводит к тому	1	1
92	тем же самым	1	1
93	быть сведена к	2	1
94	само по себе	5	1
95	этой проблемы мы	1	1
96	тем или иным	2	1
97	сущности ничего не	1	1
98	легли в основу	1	1
99	с другой стороны	5	1
100	и в том	1	1
101	не иначе как	1	1
102	мы видели что	2	1
103	никогда не найдем	1	1
104	мере не является	1	1
105	не существует для	1	1
106	по себе а	2	1
107	так и в	2	1
108	никогда не может	2	1
109	коем случае не	1	1
110	то или иное	2	1
111	это говорит о	1	1
112	к нему и	1	1
113	если бы в	1	1
114	в конечном счете	3	1
115	не что иное	1	1
116	и в особенности	1	1
117	самим автором и	1	1
118	можно сказать что	1	1
119	так же и	1	1
120	есть прежде всего	1	1
121	мы все же	1	1
122	может быть признано	1	1
123	что здесь как	1	1
124	при этом совершенно	1	1
125	в противоречие с	2	1
126	но для того	1	1
127	как и в	4	1
