N	3gram	Ircho_Kome_3	Myshleni
1	в том что	9	31
2	с точки зрения	3	11
3	с одной стороны	3	9
4	с другой стороны	2	8
5	то же самое	3	7
6	в этом отношении	2	7
7	друг с другом	1	7
8	в самом деле	6	6
9	для того чтобы	6	5
10	таким образом что	1	4
11	и тому же	1	4
12	тем же словом	1	4
13	на первый план	1	4
14	в первую очередь	1	4
15	с этой точки	1	4
16	этой точки зрения	1	4
17	на то что	1	4
18	к одному и	1	4
19	одному и тому	1	4
20	в обоих случаях	1	3
21	состоит в том	2	3
22	в этом случае	2	3
23	вместе с тем	3	3
24	по сравнению с	2	3
25	во всяком случае	3	3
26	в связи с	3	3
27	то обстоятельство что	2	3
28	о том что	4	3
29	речь идет о	3	3
30	в настоящее время	1	2
31	с полным основанием	2	2
32	в том числе	1	2
33	одной стороны и	1	2
34	в отличие от	1	2
35	том числе и	1	2
36	на этом вопросе	1	2
37	в том чтобы	1	2
38	и в отношении	1	2
39	но вместе с	1	2
40	в свое время	1	2
41	в свою очередь	6	2
42	подобно тому как	1	2
43	если бы он	3	1
44	не в состоянии	1	1
45	в какой мере	2	1
46	чуть ли не	1	1
47	сравнению с тем	1	1
48	равно как и	1	1
49	не говоря уже	1	1
50	о том как	3	1
51	точки зрения между	1	1
52	в зависимости от	1	1
53	мы конечно не	1	1
54	что он не	2	1
55	по тому же	1	1
56	бы то ни	2	1
57	же образом как	1	1
58	у него совсем	1	1
59	в так называемом	1	1
60	до сих пор	9	1
61	которые послужили основанием	1	1
62	этом случае в	1	1
63	говоря уже о	1	1
64	ответа на вопрос	1	1
65	так как он	1	1
66	и в частности	1	1
67	к тому что	1	1
68	же что и	1	1
69	то ни было	2	1
70	то время как	2	1
71	свое место на	1	1
72	оно коренится в	1	1
73	другой стороны нет	1	1
74	далеко не всегда	1	1
75	они относятся к	1	1
76	на этот раз	2	1
77	по своему происхождению	1	1
78	в конце концов	2	1
79	послужили основанием для	1	1
80	если речь идет	1	1
81	и в силу	1	1
82	со стороны его	1	1
83	к тому же	4	1
84	таким же образом	1	1
85	как бы в	1	1
86	сомнения в том	1	1
87	не имеет ничего	1	1
88	едва ли не	1	1
89	это явствует из	1	1
90	к этому вопросу	1	1
91	в то время	2	1
92	по отношению к	3	1
93	ничего общего с	1	1
94	с самого начала	4	1
95	вопрос о том	1	1
96	то при этом	1	1
97	но все же	2	1
98	можно сказать что	1	1
99	друг от друга	1	1
100	после того как	1	1
101	так что к	1	1
102	стороны нет ничего	1	1
103	тем не менее	3	1
104	мы сталкиваемся с	1	1
105	в сущности к	1	1
106	что и в	2	1
107	в том же	1	1
108	таким образом на	1	1
