N	3gram	Vygotskiy__1	RusskieA
1	в том что	15	18
2	состоит в том	1	13
3	в данном случае	2	6
4	для того чтобы	15	6
5	и т д	1	5
6	вместе с тем	5	4
7	так же как	5	4
8	о том что	6	4
9	мы видели что	1	4
10	в отличие от	1	3
11	не может быть	5	3
12	только тогда когда	2	3
13	тем не менее	1	2
14	же как и	4	2
15	между тем это	1	2
16	из которых одна	1	2
17	в своей книге	1	2
18	они представляют собой	1	2
19	в том чтобы	3	2
20	но вместе с	4	2
21	мы не можем	1	2
22	в то время	5	2
23	с одной стороны	8	2
24	приводит нас к	1	2
25	а именно в	1	2
26	еще на некоторые	1	1
27	в другом месте	6	1
28	том что в	2	1
29	с тем есть	1	1
30	потому что он	1	1
31	нас в данном	1	1
32	к этому же	1	1
33	потому что в	1	1
34	интересующие нас вопросы	1	1
35	он показывает что	2	1
36	в тех случаях	1	1
37	в том же	1	1
38	не оставляет сомнений	1	1
39	но и в	1	1
40	как мы увидим	1	1
41	в первую очередь	3	1
42	в этом отношении	4	1
43	то что в	1	1
44	из того что	5	1
45	а вместе с	1	1
46	можно было бы	3	1
47	но и как	1	1
48	оставляет сомнений в	1	1
49	в своем исследовании	1	1
50	своей книги он	1	1
51	как и всем	1	1
52	в этой связи	1	1
53	один из основных	1	1
54	во всяком случае	3	1
55	на интересующие нас	1	1
56	смысле этого слова	3	1
57	и в этом	1	1
58	что именно в	1	1
59	то время как	4	1
60	в природе и	1	1
61	не только как	1	1
62	указать еще на	1	1
63	в такой же	3	1
64	дело в том	1	1
65	с другой стороны	9	1
66	все то что	1	1
67	одно из первых	1	1
68	данном случае интересует	1	1
69	в свою очередь	3	1
70	тем и другим	2	1
71	к выводу что	4	1
72	в связь с	1	1
73	можно сказать что	4	1
74	с тем и	1	1
75	или во всяком	1	1
76	на то что	3	1
77	тем более что	1	1
78	тех случаях когда	1	1
79	как мы уже	1	1
80	предположить что в	1	1
81	и таким образом	2	1
82	мы уже знаем	1	1
83	как и в	1	1
84	во всей их	1	1
