N	2gram	Vinokur_Ku_3	StatiiOP
1	и в	23	25
2	в этом	16	24
3	у пушкина	1	22
4	пушкина в	1	21
5	в том	22	20
6	что он	6	19
7	может быть	14	19
8	тем что	5	19
9	что в	13	19
10	что это	3	16
11	том что	11	15
12	и пр	3	13
13	не только	17	12
14	в г	1	12
15	в его	11	12
16	г и	1	12
17	то что	4	12
18	в этих	2	11
19	таким образом	9	10
20	прежде всего	9	10
21	и не	10	10
22	но и	3	9
23	и т	54	8
24	все это	2	8
25	о том	6	8
26	в языке	7	8
27	как например	2	8
28	т е	32	8
29	с этим	1	7
30	это не	3	7
31	было бы	16	7
32	в то	3	7
33	не может	6	7
34	что касается	1	7
35	точки зрения	23	7
36	что такое	4	7
37	и на	1	6
38	как в	4	6
39	из этих	5	6
40	интересно что	1	6
41	пушкина и	1	6
42	не в	5	6
43	в русской	1	6
44	между тем	4	6
45	только в	6	6
46	т п	41	6
47	в области	14	6
48	в россии	2	6
49	как бы	5	6
50	а в	5	6
51	как на	8	6
52	отношения между	4	5
53	то же	6	5
54	то обстоятельство	3	5
55	независимо от	5	5
56	говорит что	1	5
57	но в	2	5
58	он не	3	5
59	ни в	3	5
60	мы имеем	2	5
61	в котором	2	5
62	потому что	12	5
63	обстоятельство что	3	5
64	так и	6	5
65	отметить что	3	5
66	с другой	7	5
67	связано с	1	5
68	а не	11	5
69	того что	11	5
70	другой стороны	3	5
71	например в	1	4
72	что эти	2	4
73	в которой	1	4
74	время как	1	4
75	из которых	1	4
76	в чем	5	4
77	точка зрения	4	4
78	в общем	6	4
79	относится к	2	4
80	все же	5	4
81	не было	4	4
82	и к	3	4
83	то в	3	4
84	в целом	4	4
85	состоит в	2	4
86	в каждом	1	4
87	лишь в	8	4
88	на протяжении	2	4
89	этом смысле	1	4
90	и тем	6	4
91	с тем	6	4
92	как и	5	4
93	в эту	1	4
94	у нас	10	4
95	по крайней	1	4
96	с точки	16	4
97	ничего не	6	4
98	в каком	3	4
99	связана с	1	4
100	отличается от	2	4
101	в ней	3	4
102	и с	3	4
103	если бы	8	4
104	можно сказать	2	4
105	а также	4	4
106	к нему	1	4
107	мы видим	1	4
108	всего в	1	4
109	в качестве	2	4
110	и др	1	4
111	в начале	1	4
112	всяком случае	1	4
113	отношение к	3	4
114	то время	1	4
115	крайней мере	1	4
116	в особенности	2	4
117	в речи	1	4
118	xix века	3	4
119	это есть	1	4
120	что здесь	1	4
