N	3gram	Propp_Isto_7	Problemy
1	по отношению к	1	6
2	он не может	1	3
3	бы то ни	1	3
4	то ни было	1	3
5	с другой стороны	8	3
6	не может быть	3	3
7	так что он	1	2
8	с точки зрения	1	2
9	друг на друга	1	2
10	можно было бы	1	2
11	и не в	1	2
12	там где он	1	2
13	остановимся только на	1	2
14	и та же	1	2
15	одна и та	1	2
16	так и в	2	2
17	но все же	2	2
18	в большинстве случаев	1	2
19	как мы уже	1	2
20	и что он	1	2
21	в том что	4	2
22	мы увидим что	2	2
23	он обращается к	1	1
24	почти никогда не	1	1
25	на которой он	1	1
26	в которой он	1	1
27	он мог бы	1	1
28	от него и	1	1
29	в самом деле	1	1
30	и в особенности	1	1
31	никак не может	1	1
32	как в начале	1	1
33	потому что я	1	1
34	в этом случае	1	1
35	тем что это	1	1
36	в нем и	1	1
37	до сих пор	2	1
38	и в других	2	1
39	вместе с тем	1	1
40	что он не	1	1
41	мы должны признать	1	1
42	не входит в	1	1
43	таким образом на	1	1
44	а так как	1	1
45	то что в	3	1
46	героя и из	1	1
47	и в каждом	1	1
48	он не мог	1	1
49	вы говорите что	1	1
50	как если бы	1	1
51	у него нет	1	1
52	что он может	1	1
53	и у других	1	1
54	к тому что	1	1
55	кроме того здесь	1	1
56	о том как	1	1
57	то время как	2	1
58	в данном случае	3	1
59	самом деле и	1	1
60	то что он	1	1
61	не может и	1	1
62	мы видели что	1	1
63	до бесконечности и	1	1
64	в то время	2	1
65	есть еще одна	2	1
66	то новое что	1	1
67	этого не может	1	1
68	но тем не	2	1
69	как и в	2	1
70	о том что	5	1
71	не говорит о	1	1
72	приведем еще один	1	1
73	но все эти	1	1
74	по его мнению	1	1
75	еще один пример	1	1
76	никогда не говорит	1	1
77	вопрос о том	1	1
78	тем не менее	4	1
79	его за руку	1	1
80	сама по себе	1	1
81	как мы видели	1	1
82	на друга что	1	1
83	к самому себе	1	1
84	в них не	1	1
85	но не может	1	1
86	а не в	1	1
87	уже не в	1	1
88	что и в	2	1
89	то же самое	1	1
90	а я на	1	1
