N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	65
2	то есть	5	45
3	и др	3	24
4	как бы	11	22
5	и не	9	22
6	вовсе не	2	18
7	в том	8	16
8	в этом	8	15
9	но в	4	14
10	в нем	3	13
11	мы уже	1	12
12	и на	5	11
13	прежде всего	8	11
14	все эти	4	10
15	не только	13	10
16	и его	9	10
17	так и	6	10
18	но и	8	10
19	и потому	4	10
20	том числе	1	10
21	во всех	1	9
22	в его	10	9
23	все это	6	9
24	в основе	2	8
25	в духе	4	8
26	культуры и	1	8
27	в дальнейшем	4	8
28	и даже	5	8
29	и другие	1	8
30	его в	3	7
31	уже говорили	1	7
32	в области	1	7
33	только в	2	7
34	влияние на	1	7
35	числе и	1	7
36	в году	16	6
37	еще не	5	6
38	все же	5	6
39	и у	2	6
40	главным образом	1	6
41	при этом	8	6
42	том что	4	6
43	никогда не	11	6
44	как мы	1	6
45	в литературе	2	6
46	так как	3	6
47	может быть	8	6
48	века и	1	6
49	не знает	1	6
50	сказать что	1	6
51	связана с	1	5
52	века в	1	5
53	литературы и	1	5
54	с его	1	5
55	отличие от	2	5
56	как в	4	5
57	с их	1	5
58	смеха в	1	5
59	в них	1	5
60	рядом с	2	5
61	как и	6	5
62	в своей	6	5
63	между людьми	2	5
64	потому что	7	5
65	той или	1	5
66	между тем	3	5
67	и одновременно	1	5
68	на мир	1	5
69	для него	3	5
70	в одном	2	5
71	или иной	1	5
72	превращается в	3	5
73	связь с	2	5
74	в частности	2	5
75	xix века	7	5
76	еще более	1	5
77	в своих	3	5
78	жизни в	3	5
79	и до	1	4
80	и к	1	4
81	в самом	3	4
82	в этой	5	4
83	так сказать	2	4
84	и еще	2	4
85	входит в	1	4
86	во время	1	4
87	в их	3	4
88	в отличие	2	4
89	мысли и	1	4
90	смех в	1	4
91	не в	4	4
92	до сих	3	4
93	и обновление	1	4
94	связи с	1	4
95	в жизни	1	4
96	из них	2	4
97	отношение к	1	4
98	нужно сказать	1	4
99	сих пор	3	4
100	это уже	2	4
101	это как	1	4
102	для нас	1	4
103	между ними	1	4
104	совершенно не	1	4
105	можно говорить	1	3
106	в применении	1	3
107	самом деле	2	3
108	жизни как	1	3
109	мы и	1	3
110	жить и	1	3
111	менее всего	1	3
112	не просто	1	3
113	в себя	1	3
114	уже не	3	3
115	то что	3	3
116	в себе	3	3
117	и с	8	3
118	и других	2	3
119	это не	7	3
120	в ее	2	3
121	он дает	1	3
122	но это	5	3
123	даже в	1	3
124	всей их	1	3
125	самой жизни	1	3
126	ничего не	4	3
127	у шекспира	1	3
128	и здесь	1	3
129	не могут	1	3
130	сама жизнь	1	3
131	и прежде	1	3
132	в виду	1	3
133	она была	1	3
134	известной мере	2	3
135	и вообще	2	3
136	с ним	3	3
137	о нем	1	3
138	с другой	2	3
139	смеха и	1	3
140	что он	6	3
141	но как	1	3
142	мир в	1	3
143	в известной	4	3
144	друг друга	2	3
145	как раз	1	3
146	связан с	1	3
147	на фоне	1	3
148	нет ничего	3	3
149	и их	1	3
150	применении к	1	3
151	не является	3	3
152	пор еще	1	3
153	на землю	2	3
154	и ни	1	3
155	от всех	1	3
156	не может	7	3
157	стерна и	1	3
158	что в	7	3
159	в искусстве	2	3
160	одним из	3	2
161	например в	5	2
162	видеть в	1	2
163	из всех	1	2
164	до минимума	1	2
165	не была	1	2
166	не вполне	1	2
167	и жан-поля	1	2
168	и он	2	2
169	относит к	1	2
170	он был	1	2
171	в чем	4	2
172	но не	5	2
173	почти до	1	2
174	нет и	2	2
175	и наконец	2	2
176	его к	1	2
177	это определение	3	2
178	из этих	1	2
179	во многих	2	2
180	он не	3	2
181	не к	1	2
182	и вот	1	2
183	на его	4	2
184	и по	2	2
185	это его	2	2
186	так например	3	2
187	эта же	1	2
188	а затем	3	2
189	а его	1	2
190	в свой	2	2
191	всегда и	1	2
192	жизни но	1	2
193	в этих	1	2
194	от своего	1	2
195	и без	2	2
196	но эта	2	2
197	их в	2	2
198	xviii века	2	2
199	в таких	1	2
200	дело в	1	2
201	на него	2	2
202	в процессе	2	2
203	образом в	1	2
204	же он	1	2
205	он называет	1	2
206	начиная с	2	2
207	к себе	1	2
208	могут быть	2	2
209	к тому	1	2
210	и это	3	2
211	но при	1	2
212	говорили что	1	2
213	приводит к	2	2
214	роль в	2	2
215	особенно в	2	2
216	во многом	2	2
217	во второй	1	2
218	но у	4	2
219	поэтому в	1	2
220	о том	5	2
221	из древнейших	1	2
222	в свете	3	2
223	образов и	1	2
224	мы видим	4	2
225	этот вопрос	3	2
226	с одной	1	2
227	литературы в	1	2
228	в большинстве	1	2
229	или даже	2	2
230	и осмеяние	1	2
231	в наиболее	1	2
232	смерти и	1	2
233	при всей	1	2
234	что не	3	2
235	на этот	2	2
236	более того	2	2
237	о необходимости	1	2
238	с образами	1	2
239	несмотря на	1	2
240	и особенно	1	2
241	в изображении	1	2
