N	2gram	Propp_Russ_1	Psycholo
1	то что	6	44
2	и в	36	33
3	в этом	12	28
4	и что	4	25
5	как бы	5	25
6	потому что	10	24
7	том что	19	22
8	может быть	8	22
9	что в	19	21
10	в том	17	21
11	о том	8	20
12	что он	1	20
13	и мы	1	15
14	как это	8	14
15	что это	3	13
16	таким образом	6	13
17	то есть	3	13
18	так же	3	13
19	и не	6	13
20	все это	6	13
21	сказать что	1	13
22	самом деле	1	12
23	было бы	1	12
24	к тому	4	12
25	и все	1	12
26	так как	15	12
27	он не	1	11
28	что все	1	11
29	на то	1	10
30	что она	2	10
31	если бы	1	10
32	в его	2	10
33	не может	4	10
34	то же	3	9
35	в этой	1	9
36	как будто	5	8
37	для этого	2	8
38	вместе с	10	8
39	показать что	1	7
40	в своем	3	7
41	не только	22	7
42	в нем	2	7
43	так что	2	7
44	до конца	2	7
45	когда он	2	7
46	для нас	6	7
47	и т	10	6
48	на самом	2	6
49	в ней	2	6
50	что они	7	6
51	перед нами	1	6
52	все эти	2	6
53	в себе	1	6
54	после этого	4	6
55	во время	14	6
56	точки зрения	3	6
57	тому что	4	6
58	же после	1	6
59	никак не	1	6
60	это не	10	6
61	мы видим	2	6
62	у него	2	6
63	а не	2	6
64	что мы	1	6
65	мы должны	2	6
66	как на	1	6
67	мы уже	1	5
68	полагает что	6	5
69	мы не	6	5
70	в целом	2	5
71	и на	10	5
72	с этим	2	5
73	все же	5	5
74	целый ряд	1	5
75	и как	2	5
76	как он	2	5
77	как и	10	5
78	и его	1	5
79	и это	1	5
80	с ним	2	5
81	в какой	2	5
82	что для	1	5
83	мы можем	2	5
84	в которой	1	4
85	с совершенно	1	4
86	говорит о	1	4
87	том чтобы	1	4
88	с тем	8	4
89	смысл и	1	4
90	с точки	3	4
91	одна из	4	4
92	ее с	1	4
93	а в	9	4
94	с другом	1	4
95	у нас	8	4
96	так например	6	4
97	как мы	10	4
98	и о	1	4
99	что у	2	4
100	можно было	1	4
101	жизнь и	1	4
102	об этом	9	4
103	не просто	2	4
104	того что	4	4
105	в двух	1	4
106	этот вопрос	2	4
107	только в	4	4
108	и так	1	4
109	в жизни	2	4
110	и других	7	4
111	но совершенно	1	4
112	из них	8	4
113	по поводу	1	4
114	что не	1	4
115	в частности	2	4
116	друг с	1	4
117	исходя из	1	4
118	жизни и	1	4
119	к этому	4	4
120	в таком	1	4
121	например в	2	3
122	же как	1	3
123	и до	2	3
124	и за	1	3
125	что если	1	3
126	в первый	4	3
127	говорить о	1	3
128	и он	1	3
129	слова как	1	3
130	но не	2	3
131	значение имеет	1	3
132	как в	5	3
133	что именно	2	3
134	увидим что	1	3
135	от этого	1	3
136	не можем	3	3
137	та же	2	3
138	на этом	3	3
139	здесь мы	1	3
140	его в	1	3
141	уже знаем	1	3
142	должен был	1	3
143	ни в	1	3
144	этого слова	3	3
145	далеко не	3	3
146	всех этих	2	3
147	но если	1	3
148	в которых	5	3
149	т п	1	3
150	их в	3	3
151	что этот	4	3
152	она не	2	3
153	на кладбище	4	3
154	в то	1	3
155	в основе	1	3
156	в самых	1	3
157	упоминания о	1	3
158	и для	2	3
159	в пределах	1	3
160	так и	7	3
161	и здесь	2	3
162	что и	7	3
163	во всей	1	3
164	или его	1	3
165	в виде	6	3
166	тому же	1	3
167	всяком случае	1	3
168	в одном	3	3
169	тем что	4	3
170	и из	3	3
171	но и	16	3
