N	3gram	Vinokur_Vv_1	Istorich
1	и т д	37	18
2	с другой стороны	5	8
3	в этом случае	6	7
4	с одной стороны	4	7
5	в этих случаях	2	6
6	вместе с тем	3	6
7	о том что	12	4
8	в связи с	2	4
9	но все же	3	4
10	тем не менее	8	4
11	т е в	4	3
12	так же как	1	3
13	но вместе с	2	3
14	не может быть	8	3
15	после того как	2	3
16	для того чтобы	21	3
17	на том что	2	2
18	потому что он	2	2
19	по отношению к	4	2
20	до сих пор	5	2
21	т е на	1	2
22	в особенности в	1	2
23	в данном случае	4	2
24	в том чтобы	5	2
25	не только в	4	2
26	но и в	1	2
27	в том что	12	2
28	входит в ее	1	2
29	по себе не	1	1
30	деле представляет собой	1	1
31	из того что	1	1
32	на самом деле	1	1
33	никак не может	1	1
34	в соответствии с	2	1
35	одной стороны и	3	1
36	в своей работе	1	1
37	с точки зрения	2	1
38	вместе с другими	1	1
39	не только служит	1	1
40	только в том	2	1
41	в зависимости от	1	1
42	сам по себе	1	1
43	того что сказано	1	1
44	в отличие от	3	1
45	может быть в	2	1
46	и тем не	3	1
47	что не только	1	1
48	с тем что	3	1
49	то же время	5	1
50	не сам по	1	1
51	точно так же	2	1
52	с этой точки	1	1
53	дело не в	1	1
54	одна из наиболее	1	1
55	самом деле представляет	1	1
56	это может быть	1	1
57	то что у	1	1
58	не в том	2	1
59	может быть не	1	1
60	состоит в том	2	1
61	в его исторических	1	1
62	быть человек в	1	1
63	на задний план	1	1
64	потому что в	1	1
65	в одном случае	1	1
66	только после того	2	1
67	т д все	2	1
68	во всяком случае	3	1
69	в одно целое	1	1
70	уже и сейчас	1	1
71	это заставляет нас	1	1
72	д все эти	1	1
73	он представляет собой	1	1
74	этой точки зрения	1	1
75	мы уже знаем	1	1
76	одним из них	1	1
77	но уже в	1	1
78	то обстоятельство что	1	1
79	что может быть	3	1
80	но есть один	1	1
81	что наряду с	1	1
82	в свою очередь	1	1
83	само по себе	3	1
84	но дело не	2	1
85	до н э	6	1
86	с самого начала	1	1
87	вопрос о том	5	1
88	в самом деле	5	1
89	подобно тому как	1	1
90	можно сказать что	3	1
91	и не потому	1	1
92	в то же	5	1
93	может быть названа	1	1
94	с этим и	1	1
95	только тогда когда	1	1
96	как мы знаем	1	1
97	т д и	1	1
98	как мы видели	2	1
