1	в том что	3	5
2	как мы видели	4	5
3	мы видим что	1	4
4	что иное как	1	3
5	мы уже видели	2	3
6	в связи с	1	3
7	не что иное	1	3
8	в данном случае	1	3
9	в одном из	1	2
10	по отношению к	2	2
11	мы имеем в	2	2
12	таким образом и	2	2
13	к тому же	1	2
14	таким образом мы	1	2
15	о том что	1	2
16	мы уже знаем	1	2
17	как и в	2	2
18	во всяком случае	1	2
19	на том свете	1	2
20	к которой он	1	1
21	в том числе	4	1
22	но этот же	1	1
23	но и в	1	1
24	тесно связан с	1	1
25	не только в	1	1
26	встречается очень часто	1	1
27	мы уже говорили	3	1
28	нет ничего удивительного	1	1
29	с самого начала	1	1
30	о том чтобы	1	1
31	после того как	4	1
32	с представлениями о	1	1
33	как мы сейчас	2	1
34	то обстоятельство что	1	1
35	говорят о том	1	1
36	еще тем что	1	1
37	уже знаем что	1	1
38	но есть и	1	1
39	друг от друга	1	1
40	можно было бы	2	1
41	с точки зрения	3	1
42	на самом же	1	1
43	в них и	1	1
44	самом же деле	1	1
45	теперь я могу	1	1
46	мы сейчас увидим	2	1
47	заметить что в	1	1
48	есть не что	1	1
49	что в этом	1	1
50	на самом деле	1	1
51	на этот вопрос	1	1
52	в свою очередь	3	1
53	мы здесь не	1	1
54	это не совсем	1	1
55	и в том	1	1
56	и прежде всего	1	1
57	вот теперь я	1	1
58	в чем же	1	1
59	с тем что	1	1
60	видим что в	1	1
61	то что было	1	1
62	ничего общего с	1	1
63	это и есть	1	1
64	что в нем	1	1
65	в большинстве случаев	2	1
