N	3gram	Vygotskiy__4	PoTuStor
1	с точки зрения	4	6
2	на самом деле	5	4
3	с самого начала	5	4
4	в этом смысле	1	3
5	до сих пор	3	3
6	к матери и	1	3
7	во всяком случае	3	3
8	не может быть	1	3
9	может быть это	2	3
10	можно сказать что	1	3
11	и может быть	4	2
12	нам кажется что	1	2
13	на две группы	1	2
14	в нем нет	2	2
15	так же как	3	2
16	в самом деле	7	2
17	все то что	11	2
18	о том что	10	2
19	в конечном счете	1	2
20	и в этом	3	2
21	же заметим что	1	1
22	уже знаем что	2	1
23	прежде всего на	1	1
24	дело в том	1	1
25	подобно тому как	1	1
26	он может быть	1	1
27	мы должны перейти	1	1
28	и есть та	1	1
29	то же самое	6	1
30	как это делает	2	1
31	же как и	1	1
32	сейчас же заметим	1	1
33	за которой скрывается	2	1
34	бы то ни	1	1
35	и та же	2	1
36	а может быть	1	1
37	весь тот материал	1	1
38	можно было бы	4	1
39	свой смысл и	1	1
40	него все то	1	1
41	именно то что	1	1
42	со всех сторон	1	1
43	с этой точки	1	1
44	вместе с тем	2	1
45	в каком отношении	1	1
46	только для того	1	1
47	так как он	1	1
48	мы узнаем о	2	1
49	то ни было	1	1
50	это мы можем	1	1
51	что может быть	2	1
52	шаг за шагом	3	1
53	с одной стороны	3	1
54	а с другой	1	1
55	с ним и	1	1
56	а на самом	1	1
57	же самое и	2	1
58	самом деле в	1	1
59	в том что	12	1
60	этой точки зрения	1	1
61	и таким образом	1	1
62	мы сейчас же	1	1
63	не ощущали бы	1	1
64	вместе с ним	1	1
65	мы не можем	1	1
66	только одна из	1	1
67	на наших глазах	1	1
68	что в этой	2	1
69	говорить о том	3	1
70	это и есть	3	1
71	одна и та	2	1
72	что иное как	1	1
73	мы знаем что	1	1
74	или во всяком	1	1
75	в каком направлении	1	1
76	было бы по	1	1
77	не что иное	1	1
78	и что он	2	1
79	друг с другом	4	1
80	мы уже знаем	2	1
81	быть не может	1	1
82	для того чтобы	19	1
83	на первый взгляд	1	1
84	в душе человека	1	1
85	мы увидим что	1	1
