N	3gram	Berdyaev_M_1	FransuaR
1	как и все	1	5
2	в конце концов	2	4
3	но и в	4	3
4	для того чтобы	2	3
5	это и есть	4	3
6	в разных местах	1	2
7	не только в	2	2
8	в то время	2	2
9	о том что	1	2
10	нужно сказать что	1	2
11	и в конце	2	1
12	между людьми и	1	1
13	из самых замечательных	1	1
14	не одна а	1	1
15	к нему не	1	1
16	под ним не	1	1
17	до сих пор	2	1
18	и не может	2	1
19	том случае если	1	1
20	нет и не	1	1
21	одна а две	1	1
22	есть и в	1	1
23	в том случае	1	1
24	мира это и	1	1
25	то время как	2	1
26	был бы не	1	1
27	тем что он	2	1
28	самых замечательных и	1	1
29	и исторического процесса	1	1
30	не значит конечно	1	1
31	может быть и	1	1
32	в отличие от	1	1
33	по природе своей	1	1
34	но быть может	1	1
35	в самой жизни	1	1
36	это не значит	2	1
37	значит конечно что	1	1
38	не может быть	17	1
39	в нем нет	1	1
40	и в плане	1	1
41	в конце этой	1	1
42	о зле и	1	1
43	даже и в	1	1
44	с того что	1	1
45	не видят и	1	1
46	он знал и	1	1
47	его в своем	1	1
48	в вопросе о	1	1
49	но это не	1	1
50	их было в	1	1
51	в том что	1	1
52	все это не	1	1
53	что и в	1	1
54	один из самых	4	1
55	которых он сам	1	1
