N	3gram	Bakhtin_sl_1	KulturaY
1	и т п	23	18
2	для того чтобы	1	15
3	в том что	1	15
4	и т д	5	14
5	с точки зрения	8	9
6	с другой стороны	4	6
7	о том что	1	5
8	в зависимости от	3	5
9	в этом отношении	1	5
10	по крайней мере	1	5
11	во всяком случае	5	5
12	до сих пор	2	4
13	тем не менее	1	4
14	более или менее	3	3
15	того или иного	2	3
16	можно было бы	2	3
17	в свою очередь	2	3
18	не может быть	1	3
19	как раз на	1	2
20	так или иначе	1	2
21	в том и	2	2
22	в этом случае	2	2
23	языка в его	1	2
24	рано или поздно	1	2
25	т п так	1	2
26	так и в	3	2
27	в свое время	1	2
28	то же время	12	2
29	хотя бы и	3	2
30	этой точки зрения	1	2
31	в то же	12	2
32	о котором идет	1	2
33	к тому что	2	2
34	эти слова и	2	1
35	в нем с	1	1
36	на данном языке	1	1
37	в которых оно	1	1
38	между ними и	1	1
39	на том же	2	1
40	твердое и устойчивое	1	1
41	это было бы	1	1
42	можно рассматривать с	1	1
43	но и более	1	1
44	на этом языке	1	1
45	в некотором отношении	1	1
46	понимается в духе	1	1
47	и в особенности	4	1
48	свое выражение в	2	1
49	и в самых	1	1
50	и там где	2	1
51	точки зрения стилистики	1	1
52	с одной стороны	4	1
53	прозе и в	1	1
54	язык это не	1	1
55	и в то	5	1
56	в отличие от	1	1
57	каждое из них	1	1
58	языка в этом	1	1
59	ни в какой	1	1
60	не укладывается в	2	1
61	т п и	1	1
62	языка и стиля	1	1
63	в противном случае	1	1
64	и ничего не	1	1
65	с этой точки	1	1
66	и не в	1	1
67	и на самом	1	1
68	в прокрустово ложе	1	1
69	одно и то	2	1
70	в особенности в	1	1
71	слов о том	1	1
72	все же и	1	1
73	в виду не	1	1
74	в первом случае	2	1
75	до конца и	3	1
76	языку как общему	1	1
77	не только в	2	1
78	и с точки	1	1
79	на своем месте	1	1
80	тех или иных	1	1
81	несет на себе	1	1
82	и то же	2	1
83	к языку и	2	1
84	во всех этих	1	1
85	укладывается в прокрустово	1	1
86	система языка в	1	1
87	имеем в виду	1	1
88	в состоянии некоторого	1	1
89	к своему предмету	1	1
90	язык поэзии и	1	1
91	тесной связи с	1	1
92	это не значит	1	1
93	к радикальному пересмотру	1	1
94	а вовсе не	2	1
95	как социальное явление	1	1
96	языка на его	1	1
97	те или иные	3	1
98	то же слово	2	1
99	разве только в	1	1
100	до наших дней	1	1
101	в разных языковых	1	1
102	здесь как бы	1	1
103	и где нет	1	1
104	но он пользуется	1	1
105	в х годах	1	1
106	но с другой	1	1
107	в стороне от	1	1
108	по аналогии с	1	1
109	дело не с	2	1
110	в его собственном	1	1
111	языка как такового	1	1
112	той или иной	9	1
113	данного языка в	1	1
114	мы имеем в	1	1
115	к языку как	1	1
116	в литературе и	1	1
117	в большинстве случаев	6	1
118	но во всяком	1	1
119	таким образом в	3	1
120	что для нас	1	1
121	том же языке	1	1
