N	2gram	Ircho_Kome_3	Hudozhes
1	том что	13	16
2	и в	22	14
3	так и	4	13
4	не только	5	12
5	при этом	7	12
6	о том	8	12
7	в том	12	12
8	а не	4	12
9	и т	4	11
10	в себе	4	11
11	в этом	8	11
12	прежде всего	5	11
13	в своей	5	10
14	то же	7	9
15	как и	3	9
16	что он	8	9
17	в качестве	2	9
18	у него	4	9
19	по отношению	5	8
20	в этой	3	8
21	как в	2	8
22	то что	4	8
23	т п	4	8
24	же время	5	8
25	ничего не	3	8
26	в его	8	8
27	между тем	2	8
28	отношению к	3	8
29	в то	6	8
30	еще не	6	7
31	это не	2	7
32	не в	4	7
33	к тому	6	7
34	не случайно	1	7
35	не может	3	7
36	как бы	3	7
37	а в	7	7
38	в первой	1	6
39	человека в	2	6
40	в глазах	8	6
41	было бы	3	6
42	никогда не	3	6
43	жизни в	1	6
44	что в	5	6
45	самом деле	6	5
46	с его	3	5
47	перед нами	1	5
48	но в	5	5
49	об этом	7	5
50	ни в	10	5
51	точки зрения	4	5
52	не менее	5	5
53	и его	6	5
54	потому что	10	5
55	в городе	1	5
56	к себе	5	5
57	и он	2	5
58	можно было	2	5
59	только в	1	5
60	по мнению	2	5
61	друг друга	4	5
62	может быть	6	5
63	но и	4	5
64	в частности	3	5
65	к жизни	1	5
66	в этих	1	5
67	жизни и	1	5
68	к другому	1	4
69	он уже	1	4
70	и о	2	4
71	в ней	4	4
72	столь же	3	4
73	в своем	8	4
74	и к	3	4
75	в действительности	1	4
76	то в	1	4
77	в самом	9	4
78	всего лишь	2	4
79	на то	3	4
80	что она	4	4
81	он не	5	4
82	картины мира	1	4
83	и с	4	4
84	несмотря на	4	4
85	этой связи	2	4
86	тем не	3	4
87	тому что	2	4
88	с ним	5	4
89	она не	2	4
90	по своей	1	4
91	связи с	5	4
92	и это	2	4
93	можно сказать	1	4
94	один из	3	4
95	из них	5	4
96	в конце	7	4
97	как раз	6	4
98	не было	2	4
99	и все	2	4
100	только что	7	4
101	т е	16	4
102	и от	1	4
103	речь идет	5	3
104	с точки	3	3
105	едва ли	7	3
106	видит в	1	3
107	говорить о	3	3
108	в мире	2	3
109	и на	2	3
110	в ее	3	3
111	отнюдь не	4	3
112	идет о	3	3
113	как к	1	3
114	все же	4	3
115	но он	1	3
116	в нем	3	3
117	т д	1	3
118	и по	1	3
119	на этом	1	3
120	его в	8	3
121	с этим	3	3
122	в своих	2	3
123	ничем не	4	3
124	такой же	1	3
125	все эти	1	3
126	тем что	5	3
127	этом отношении	2	3
128	что при	1	3
129	как мы	2	3
130	того чтобы	6	3
131	в пределах	2	3
132	приводит к	3	3
133	в финале	1	3
134	и когда	1	3
135	что у	1	3
136	том как	3	3
137	если бы	8	3
138	а также	2	3
139	это в	2	3
140	но не	1	3
141	в т	3	3
142	как его	1	3
143	и даже	3	3
144	со стороны	11	3
145	если говорить	1	3
146	превращается в	1	3
147	однако и	1	3
148	в связи	4	3
149	по своему	3	3
150	такого рода	1	3
151	своего времени	1	3
152	видит себя	2	3
153	и для	4	3
154	в таком	2	3
155	к этой	2	3
156	я и	1	2
157	например в	1	2
158	начинается с	1	2
159	по адресу	1	2
160	в их	2	2
161	той же	1	2
162	для своего	1	2
163	мы не	2	2
164	вопрос о	1	2
165	к своему	2	2
166	и представляется	1	2
167	но как	1	2
168	если в	1	2
169	конечном счете	2	2
170	себе и	1	2
171	в е	1	2
172	в произведениях	2	2
173	в одной	1	2
174	хотя и	5	2
175	в целом	3	2
176	так или	2	2
177	в ответ	1	2
178	только на	1	2
179	раз в	2	2
180	как он	3	2
181	на его	2	2
182	к сердцу	1	2
183	в первую	1	2
184	уже говорилось	1	2
185	однако в	4	2
186	с такими	1	2
187	то чтобы	1	2
188	в другом	2	2
189	ясно что	6	2
190	первую очередь	1	2
191	особенно в	1	2
192	живет в	1	2
193	приходит в	1	2
194	одной из	3	2
195	все равно	3	2
196	в следующем	1	2
197	состоит в	2	2
198	не столько	1	2
199	что я	1	2
200	сих пор	9	2
201	все это	5	2
202	с мужем	1	2
203	как все	1	2
204	они не	1	2
205	бы на	1	2
206	не о	3	2
207	не имеет	3	2
208	на себе	1	2
