N	2gram	Bakhtin_Pr_3	Myshleni
1	внутренней речи	4	67
2	в этом	16	29
3	точки зрения	8	28
4	речи в	2	27
5	и в	34	26
6	для себя	6	24
7	не только	10	24
8	то что	11	24
9	таким образом	5	23
10	с точки	4	21
11	и речи	1	19
12	того чтобы	1	19
13	для того	1	18
14	в том	3	18
15	и не	29	18
16	том что	3	17
17	потому что	12	16
18	для других	3	15
19	как и	18	15
20	внутренняя речь	3	15
21	к слову	2	14
22	как мы	7	14
23	того что	5	14
24	так как	4	14
25	так же	8	14
26	этом случае	2	14
27	и его	16	12
28	внутреннюю речь	4	12
29	вместе с	4	12
30	что в	7	12
31	в которой	2	11
32	в слове	5	11
33	только не	1	11
34	но и	12	11
35	не может	19	11
36	словом и	3	10
37	что они	6	10
38	слова и	10	10
39	по своей	1	10
40	в сущности	11	9
41	в самом	8	9
42	в себе	6	9
43	тому что	2	9
44	мысли в	1	9
45	слово и	1	9
46	по сравнению	1	9
47	тем что	4	9
48	по своему	3	9
49	то же	14	8
50	той же	2	8
51	между словом	1	8
52	что он	23	8
53	только в	6	8
54	внутренней речью	1	8
55	сказать что	2	8
56	и то	3	7
57	и к	12	7
58	с самого	8	7
59	самого начала	8	7
60	к тому	5	7
61	может быть	19	7
62	прежде всего	15	7
63	самом деле	13	6
64	вопрос о	2	6
65	во всех	2	6
66	по отношению	5	6
67	все же	7	6
68	и слова	2	6
69	что это	5	6
70	все эти	4	6
71	было бы	2	6
72	в ее	3	6
73	к внутренней	1	6
74	нас к	1	6
75	между собой	1	6
76	мы могли	1	6
77	и что	5	6
78	связь между	1	6
79	а не	9	6
80	как бы	27	6
81	мы должны	5	6
82	речи как	1	6
83	как на	2	6
84	из всех	1	5
85	речь не	1	5
86	в целом	5	5
87	могли бы	1	5
88	и с	15	5
89	с тем	5	5
90	что этот	1	5
91	она не	1	5
92	что с	3	5
93	тогда когда	1	5
94	в процессе	1	5
95	слова как	2	5
96	данном случае	1	5
97	никак не	1	5
98	является в	1	5
99	если бы	4	5
100	в виду	3	5
101	на вопрос	4	5
102	можно сказать	1	5
103	как она	2	5
104	с одной	1	5
105	на всем	1	5
106	в начале	4	5
107	себе в	1	5
108	и их	1	5
109	слова в	7	5
110	речь и	1	5
111	до конца	3	5
112	с внутренней	1	5
113	в данном	1	5
114	отношению к	6	5
115	с этой	2	5
116	и для	8	5
117	бы в	3	5
118	только что	3	5
119	показать что	2	4
120	еще не	4	4
121	с другой	4	4
122	это и	2	4
123	как в	4	4
124	но в	16	4
125	на то	1	4
126	и во	3	4
127	во внутреннюю	1	4
128	в такой	3	4
129	в котором	3	4
130	не в	9	4
131	в той	2	4
132	не менее	3	4
133	никогда не	8	4
134	связи с	1	4
135	не могут	1	4
136	что оно	2	4
137	слова с	3	4
138	приводит к	1	4
139	речи то	1	4
140	что у	6	4
141	о том	2	4
142	всем протяжении	1	4
143	в пользу	1	4
144	в его	22	4
145	и только	2	4
146	одной из	1	4
147	так что	5	4
148	в конце	5	4
149	друг друга	2	4
150	о чем	2	4
151	и от	5	4
152	и наконец	5	4
153	на самом	11	3
154	между двумя	2	3
155	в первом	1	3
156	к другому	20	3
157	что эти	1	3
158	мы уже	6	3
159	совпадает с	2	3
160	и столь	1	3
161	в ней	3	3
162	в чем	5	3
163	но не	4	3
164	нет и	3	3
165	в этой	1	3
166	в одной	3	3
167	как к	4	3
168	в этот	2	3
169	он не	15	3
170	и по	1	3
171	одно и	1	3
172	так и	6	3
173	и заключается	1	3
174	об этом	1	3
175	с другими	4	3
176	мы видели	3	3
177	такой же	3	3
178	для него	13	3
179	в своей	3	3
180	в основном	1	3
181	друг другу	4	3
182	тем не	2	3
183	том и	1	3
184	для нее	1	3
185	по себе	3	3
186	случае в	1	3
187	на котором	1	3
188	в основе	1	3
189	к изучению	1	3
190	идет в	1	3
191	но только	2	3
192	я не	7	3
193	во всем	3	3
194	этом отношении	1	3
195	отличается от	2	3
196	его с	4	3
197	с собой	1	3
198	мог бы	2	3
199	речь как	1	3
200	для этого	3	3
201	с ним	8	3
202	нуждается в	3	3
203	что и	5	3
204	это не	5	3
205	к нему	14	3
206	мысль и	2	3
207	только на	4	3
208	и обратно	1	3
209	менее всего	1	3
210	самого слова	1	3
211	мы можем	1	3
212	как раз	4	3
213	и речь	2	3
214	момент в	1	3
215	были бы	2	3
216	до сих	1	3
217	же точно	1	3
218	и потому	2	3
219	тенденцию к	1	3
220	смысле этого	2	3
221	мы остановимся	4	3
222	этого слова	7	3
223	и о	1	3
224	сих пор	1	3
225	но это	4	3
226	все это	16	3
227	и слово	8	3
228	не является	2	3
229	слова но	1	3
230	между ними	1	3
231	в то	12	3
232	ту же	1	2
233	ко всем	1	2
234	отношения к	1	2
235	одним из	1	2
236	также и	1	2
237	то в	2	2
238	можно говорить	1	2
239	и до	1	2
240	все те	2	2
241	речи которая	1	2
242	и ничего	1	2
243	на первом	1	2
244	что если	1	2
245	смысле можно	1	2
246	приводят к	1	2
247	благодаря тому	1	2
248	время как	1	2
249	мы и	2	2
250	и он	2	2
251	слово не	2	2
252	столь же	2	2
253	что его	3	2
254	ответ на	1	2
255	отношение к	6	2
256	отличие от	2	2
257	идет о	1	2
258	с этим	2	2
259	перед нами	1	2
260	говорит что	1	2
261	что по	1	2
262	особенности не	1	2
263	его к	3	2
264	что слово	1	2
265	но эта	1	2
266	бы с	2	2
267	раз в	2	2
268	не могла	1	2
269	на его	4	2
270	в нем	19	2
271	котором мы	1	2
272	а затем	1	2
273	значение в	1	2
274	к другу	1	2
275	самим собой	6	2
276	лишь в	5	2
277	его в	4	2
278	не чем	1	2
279	ни в	4	2
280	несмотря на	1	2
281	должно быть	3	2
282	бы сказать	1	2
283	речи может	1	2
284	в этих	1	2
285	во время	2	2
286	и при	1	2
287	в их	1	2
288	она в	2	2
289	мы говорили	1	2
290	оказывается что	1	2
291	в отличие	2	2
292	в которых	2	2
293	признать что	2	2
294	должны были	1	2
295	и другого	3	2
296	которые в	2	2
297	но он	3	2
298	иным как	1	2
299	том же	1	2
300	даже в	5	2
301	в отношении	9	2
302	противоположных направлениях	1	2
303	это мы	1	2
304	того и	1	2
305	ничего не	4	2
306	и весь	1	2
307	то новое	1	2
308	как такового	3	2
309	и делает	2	2
310	слова оно	1	2
311	с другом	2	2
312	и свой	2	2
313	есть только	3	2
314	об одном	1	2
315	всего в	1	2
316	как для	2	2
317	и больше	1	2
318	которой она	1	2
319	монолог и	1	2
320	которого мы	1	2
321	с ее	3	2
322	что все	4	2
323	свою очередь	1	2
324	сравнению со	1	2
325	можно было	1	2
326	образом в	1	2
327	находится в	2	2
328	внимание на	1	2
329	перед вами	2	2
330	этих двух	1	2
331	входит в	2	2
332	должно было	1	2
333	во всей	1	2
334	наконец в	3	2
335	в середине	1	2
336	к ней	2	2
337	один из	2	2
338	и ее	2	2
339	своей внутренней	1	2
340	со всеми	2	2
341	с которыми	2	2
342	где они	1	2
343	уже в	3	2
344	в большинстве	2	2
345	всем его	1	2
346	и других	1	2
347	его и	3	2
348	только одно	1	2
349	мы знаем	2	2
350	никто не	1	2
351	ведь это	1	2
352	другой но	1	2
353	вовсе не	11	2
354	случае не	1	2
355	его мысль	4	2
356	и вместе	1	2
357	что на	1	2
358	его мысли	1	2
359	с другим	11	2
360	главное и	1	2
361	в свою	1	2
362	с ней	1	2
363	себя и	8	2
364	что не	7	2
365	которых мы	2	2
366	большинстве случаев	3	2
367	именно поэтому	1	2
368	и она	1	2
369	к его	1	2
370	из которых	1	2
371	но этот	2	2
372	что же	8	2
373	сказать только	1	2
374	ко всему	1	2
375	даже с	1	2
376	друг с	2	2
377	тенденция к	2	2
378	благодаря этому	2	2
379	но для	3	2
380	не мог	5	2
381	но с	2	2
382	или в	1	2
383	на одно	2	2
384	а в	5	2
385	может и	1	2
386	о своем	1	2
387	чем иным	1	2
388	из этого	1	2
389	но именно	2	2
390	как слово	2	2
391	в своих	1	2
392	я могу	1	2
393	во всяком	5	2
394	и т	8	1
395	например в	2	1
396	мысли или	1	1
397	я понимаю	1	1
398	и фактически	1	1
399	начинается с	1	1
400	функции в	3	1
401	без них	1	1
402	того же	2	1
403	уже все	2	1
404	он может	2	1
405	и пришел	1	1
406	форму выражения	1	1
407	всякой социальной	1	1
408	высшей степени	3	1
409	с таким	4	1
410	и этот	2	1
411	которыми он	1	1
412	этом направлении	1	1
413	в несколько	1	1
414	а как	2	1
415	правильного понимания	1	1
416	или наоборот	1	1
417	что уже	1	1
418	во внутреннем	2	1
419	он как	4	1
420	в каждый	1	1
421	но она	1	1
422	они были	1	1
423	и самой	1	1
424	начала в	1	1
425	зависимости от	1	1
426	себе что	1	1
427	и иначе	1	1
428	основной порок	1	1
429	и происходит	2	1
430	другим в	1	1
431	именно благодаря	1	1
432	ни одно	1	1
433	хочет сказать	1	1
434	создает в	1	1
435	мысль что	2	1
436	во внешнем	1	1
437	сказать и	1	1
438	друг к	1	1
439	совсем не	3	1
440	но как	4	1
