N	2gram	Vygotskiy__1	Psycholo
1	и в	23	38
2	то что	17	35
3	все время	6	30
4	в том	24	25
5	в самом	7	25
6	самом деле	3	21
7	что в	14	20
8	может быть	14	19
9	и что	5	18
10	на то	5	16
11	что она	4	16
12	точки зрения	26	16
13	в ней	1	15
14	и т	1	14
15	том что	21	14
16	если бы	5	14
17	как бы	11	14
18	потому что	6	14
19	в этом	17	13
20	в этой	7	13
21	и мы	3	13
22	не только	16	12
23	таким образом	26	12
24	было бы	4	12
25	не в	4	12
26	мы видим	4	12
27	мы увидим	1	12
28	что он	7	11
29	то же	8	10
30	в сущности	6	10
31	что это	3	10
32	и не	9	10
33	же самое	3	10
34	и все	5	10
35	о которых	1	9
36	с точки	18	9
37	того чтобы	17	9
38	в двух	2	9
39	и то	3	8
40	с этим	6	8
41	все же	3	8
42	и как	5	8
43	говорит что	4	8
44	с тем	7	8
45	как и	14	8
46	в одном	4	8
47	и это	3	8
48	так что	1	8
49	вовсе не	3	8
50	как раз	4	8
51	для того	15	8
52	перед нами	5	8
53	из этого	5	8
54	показать что	2	7
55	мы уже	1	7
56	с другой	10	7
57	заключается в	8	7
58	сущности говоря	2	7
59	мы можем	6	7
60	не может	12	7
61	все то	1	7
62	как мы	5	7
63	в ее	2	7
64	что у	2	7
65	никак не	1	7
66	между тем	9	7
67	может служить	1	7
68	а не	3	7
69	а в	2	7
70	и на	8	6
71	в которых	3	6
72	как это	2	6
73	и если	3	6
74	он не	5	6
75	бы совершенно	1	6
76	мы видели	2	6
77	в котором	4	6
78	тому что	5	6
79	она не	3	6
80	не имеет	2	6
81	самого начала	8	6
82	и его	6	6
83	к тому	4	6
84	указывает на	2	6
85	с самого	8	6
86	ясно что	2	6
87	и здесь	1	6
88	о том	6	6
89	один из	2	6
90	с одной	8	6
91	если мы	2	6
92	из них	1	6
93	так как	7	6
94	до сих	4	6
95	которых мы	2	6
96	там где	2	6
97	мы не	7	5
98	я не	3	5
99	в своем	3	5
100	могли бы	6	5
101	в которой	3	5
102	на этом	2	5
103	в другом	7	5
104	к которым	1	5
105	несмотря на	2	5
106	с такой	2	5
107	иначе говоря	2	5
108	в своей	4	5
109	в его	14	5
110	в какой	5	5
111	но и	14	5
112	одной стороны	9	5
113	вместе с	9	5
114	сих пор	4	5
115	или в	1	5
116	о котором	2	5
117	другой стороны	9	5
118	совершенно не	1	5
119	что эти	2	4
120	что если	2	4
121	которую мы	4	4
122	время как	4	4
123	во всех	3	4
124	не то	1	4
125	что они	3	4
126	идет о	2	4
127	как в	4	4
128	когда он	2	4
129	в целом	20	4
130	все эти	4	4
131	в тех	1	4
132	раз в	1	4
133	в себе	6	4
134	в нем	1	4
135	при этом	4	4
136	т д	1	4
137	очень легко	1	4
138	не мог	1	4
139	но если	1	4
140	не могли	2	4
141	что этот	2	4
142	что эта	2	4
143	что с	2	4
144	из него	1	4
145	никогда не	2	4
146	в самой	1	4
147	как будто	1	4
148	в виду	1	4
149	образом мы	1	4
150	что и	1	4
151	с той	2	4
152	только в	6	4
153	не можем	1	4
154	у него	1	4
155	и даже	2	4
156	и между	1	4
157	обратиться к	3	4
158	из которых	3	4
159	по своему	1	4
160	в течение	2	4
161	того что	15	4
162	мы могли	7	4
163	и для	1	4
164	речь идет	2	4
165	в свою	4	4
166	сказать что	11	4
167	который не	1	4
168	ее в	2	4
169	в своих	5	4
170	должен быть	4	3
171	сам автор	2	3
172	едва ли	2	3
173	по его	1	3
174	из всех	2	3
175	полагает что	3	3
176	и значение	1	3
177	оба эти	3	3
178	что как	2	3
179	и к	4	3
180	но в	5	3
181	та же	1	3
182	из этих	3	3
183	не к	2	3
184	состоит в	1	3
185	одно и	2	3
186	могла бы	1	3
187	что все	4	3
188	бы в	5	3
189	и тем	6	3
190	ни в	4	3
191	в них	2	3
192	действительно не	1	3
193	в один	2	3
194	со всей	4	3
195	в такой	3	3
196	мы говорили	3	3
197	из области	1	3
198	стоит только	4	3
199	с необычайной	1	3
200	в то	7	3
201	в плане	1	3
202	того как	2	3
203	две совершенно	1	3
204	в основе	8	3
205	как только	1	3
206	на это	1	3
207	указал на	1	3
208	каждого из	2	3
209	наряду с	1	3
210	действительность и	2	3
211	эти два	1	3
212	которое мы	3	3
213	был бы	2	3
214	к ним	1	3
215	тем что	6	3
216	параллельно с	1	3
217	что не	1	3
218	то и	3	3
219	мы хотим	2	3
220	в речи	2	3
221	это одно	1	3
222	как если	2	3
223	который мы	2	3
224	только для	3	3
225	все это	6	3
226	она должна	4	3
227	указать на	1	3
228	больше и	1	3
229	главным образом	2	3
230	к этому	4	3
231	как на	4	3
232	в таком	1	3
233	не иначе	1	2
234	отношения к	3	2
235	например в	1	2
236	на самом	1	2
237	он может	2	2
238	бы для	1	2
239	не имеют	1	2
240	и больше	1	2
241	той же	2	2
242	всего того	1	2
243	чувства которые	1	2
244	совпадает с	1	2
245	оно есть	2	2
246	с но	3	2
247	собственным законам	1	2
248	и столь	1	2
249	большей частью	1	2
250	между собой	5	2
251	на их	2	2
252	столь же	6	2
253	что его	2	2
254	заключается не	1	2
255	все больше	1	2
256	видели что	1	2
257	с самой	1	2
258	в общем	3	2
259	очевидно что	1	2
260	не просто	1	2
261	тенденцию к	2	2
262	отнюдь не	1	2
263	и я	2	2
264	в истории	1	2
265	в одной	3	2
266	что именно	3	2
267	как к	1	2
268	более и	2	2
269	в полном	1	2
270	целый ряд	4	2
271	и наконец	2	2
272	целое все	1	2
273	представляет собой	11	2
274	он в	3	2
275	что так	1	2
276	остановиться на	1	2
277	нами в	2	2
278	не могла	1	2
279	своим собственным	1	2
280	по самому	1	2
281	всех остальных	3	2
282	все другие	2	2
283	всех этих	2	2
284	до самого	1	2
285	в силу	6	2
286	и вот	2	2
287	наших глазах	1	2
288	одной и	2	2
289	так например	1	2
290	тем в	1	2
291	в совершенно	1	2
292	и дальше	1	2
293	показывает что	3	2
294	такой же	3	2
295	автора и	1	2
296	в эту	1	2
297	от своего	1	2
298	и ее	7	2
299	должны были	3	2
300	и той	2	2
301	совершенно иначе	1	2
302	образом и	3	2
303	друг другу	3	2
304	и эти	2	2
305	и более	5	2
306	их в	4	2
307	что сам	1	2
308	в этих	2	2
309	заставляет его	1	2
310	это является	1	2
311	все более	3	2
312	которые она	2	2
313	этими двумя	2	2
314	он хочет	1	2
315	говорит один	1	2
316	и всегда	1	2
317	ничего не	3	2
318	под этим	1	2
319	находятся в	1	2
320	развивается в	1	2
321	своей задачей	1	2
322	прибегать к	2	2
323	то это	1	2
324	всех прочих	2	2
325	когда мы	1	2
326	что оно	3	2
327	и которая	2	2
328	из всего	1	2
329	с ее	1	2
330	свою очередь	3	2
331	не могу	3	2
332	данном случае	2	2
333	для читателя	1	2
334	только то	1	2
335	действия и	2	2
336	то время	5	2
337	уяснить себе	1	2
338	то как	1	2
339	одного из	3	2
340	же мере	3	2
341	для этого	5	2
342	со стороны	1	2
343	внимание на	1	2
344	и та	1	2
345	но мы	1	2
346	мы старались	1	2
347	и который	3	2
348	у них	1	2
349	он прямо	1	2
350	деле стоит	1	2
351	говорит он	15	2
352	хотел бы	1	2
353	показать ниже	1	2
354	слов и	1	2
355	и следовательно	3	2
356	все прочие	2	2
357	что только	1	2
358	что даже	1	2
359	и действительно	1	2
360	должен был	1	2
361	по мнению	1	2
362	нам удалось	1	2
363	сам собой	1	2
364	со всеми	2	2
365	в качестве	9	2
366	для всех	4	2
367	уже не	2	2
368	чтобы он	1	2
369	в виде	2	2
370	по выражению	1	2
371	одно из	2	2
372	для него	2	2
373	всяком случае	3	2
374	могло бы	1	2
375	противоречие между	1	2
376	иначе как	1	2
377	в конце	2	2
378	но что	1	2
379	что та	1	2
380	заметить что	2	2
381	и вместе	1	2
382	представляют собой	2	2
383	к совершенно	1	2
384	свою мысль	1	2
385	на примере	2	2
386	а с	4	2
387	до конца	1	2
388	бы назвать	1	2
389	однако и	1	2
390	же точно	9	2
391	к его	2	2
392	хотя бы	4	2
393	к своему	1	2
394	если так	1	2
395	в данном	2	2
396	к самой	1	2
397	но сам	1	2
398	смысле этого	3	2
399	что же	1	2
400	в первой	1	2
401	по существу	4	2
402	этого слова	4	2
403	раньше всего	3	2
404	с этой	6	2
405	только что	4	2
406	лежит в	2	2
407	так же	16	2
408	его к	1	2
409	в море	2	2
410	какой мере	2	2
411	можем не	1	2
412	к этой	1	2
413	и другие	1	2
414	можно назвать	2	2
415	во всяком	3	2
416	они представляют	1	1
417	не нужна	1	1
418	как известно	3	1
419	этот характер	1	1
420	для построения	1	1
421	этом она	1	1
422	же как	6	1
423	его основной	1	1
424	и потому	2	1
425	же заключается	1	1
426	нам кажется	1	1
427	истинное значение	1	1
428	обобщения которое	1	1
429	этой теории	1	1
430	в первом	2	1
431	по которым	1	1
432	объединенные в	1	1
433	и до	2	1
434	на две	3	1
435	высшей степени	4	1
436	в зависимости	2	1
437	из заключительных	1	1
438	что мы	5	1
439	говоря мы	1	1
440	вскрыть и	1	1
441	действительность или	1	1
442	бы что	2	1
443	большую роль	1	1
444	среды и	1	1
445	что самый	1	1
446	сущности это	1	1
447	он как	2	1
448	не столько	4	1
449	свою особую	1	1
450	между этими	6	1
451	и другая	1	1
452	в сновидении	2	1
453	что можно	1	1
454	себе что	1	1
455	не остается	3	1
456	что оба	1	1
457	которую можно	1	1
458	еще не	1	1
459	здесь нет	1	1
460	в чем	4	1
461	с его	4	1
462	говоря не	1	1
463	вопросе так	1	1
464	и главное	1	1
465	как правильно	1	1
466	но не	4	1
467	на основе	1	1
468	правильно указывает	1	1
469	мы будем	1	1
470	именно на	1	1
471	в сторону	1	1
472	одном и	1	1
473	отличие от	1	1
474	остановились на	1	1
475	мы сейчас	1	1
476	из важнейших	2	1
477	один и	1	1
478	которые не	3	1
479	это самое	1	1
480	как говорит	2	1
481	независимо от	6	1
482	неотъемлемую часть	1	1
483	является основным	2	1
484	не одним	1	1
485	части в	1	1
486	все остальные	4	1
487	всей этой	2	1
488	кроме того	1	1
489	тех случаях	2	1
490	который составляет	1	1
491	и слова	1	1
492	хотя и	2	1
493	мест в	1	1
494	сказал бы	1	1
495	между двумя	2	1
496	в действительности	1	1
497	лежащую в	1	1
498	то в	1	1
499	стороны мы	1	1
500	ситуации в	1	1
501	и всеобщим	1	1
502	себя к	1	1
503	бы сказать	2	1
504	или во	1	1
505	всей своей	1	1
506	от действительности	1	1
507	в известном	2	1
508	имеет для	1	1
509	зависимости от	2	1
510	думается что	5	1
511	и те	2	1
512	ее как	1	1
513	на его	1	1
514	теории и	3	1
515	ее для	1	1
516	то этим	1	1
517	пути развития	2	1
518	и еще	1	1
519	означает в	1	1
520	том чтобы	3	1
521	это дело	1	1
522	факт который	1	1
523	заключает в	1	1
524	предмета исследования	1	1
525	но все	2	1
526	тут не	1	1
527	можем легко	1	1
528	как они	1	1
529	а затем	5	1
530	факт что	3	1
531	вывести из	1	1
532	есть все	2	1
533	значение в	3	1
534	только не	1	1
535	и с	9	1
536	целом мы	1	1
537	на этой	1	1
538	все их	1	1
539	с другими	2	1
540	есть не	2	1
541	это не	1	1
542	и свести	1	1
543	свою противоположность	1	1
544	это противоречие	1	1
545	играет в	1	1
546	мы постараемся	1	1
547	здесь это	1	1
548	в жизни	1	1
549	из первых	1	1
550	к области	1	1
551	для них	1	1
552	жизни от	1	1
553	мы пытались	5	1
554	элементы которые	1	1
555	в высшей	4	1
556	нашего исследования	8	1
557	нас к	8	1
558	на основании	5	1
559	в слове	2	1
560	когда я	1	1
561	о чем	2	1
562	уже у	1	1
563	мы с	1	1
564	элементарном виде	1	1
565	должно быть	2	1
566	мере не	1	1
567	и при	2	1
568	сказать так	1	1
569	мысль и	3	1
570	таким же	1	1
571	представить себе	5	1
572	со всяким	1	1
573	в следующем	1	1
574	с к	1	1
575	почти не	1	1
576	в их	3	1
577	если можно	1	1
578	что вся	1	1
579	на каждом	1	1
580	собой все	3	1
581	что до	1	1
582	оказывается что	1	1
583	стоит в	1	1
584	мысли и	6	1
585	бы мы	1	1
586	но эта	1	1
587	силу того	1	1
588	борьбу с	1	1
589	тем именно	1	1
590	даже в	2	1
591	и вся	1	1
592	поставить эту	1	1
593	то сейчас	1	1
594	уже выше	1	1
595	человек и	1	1
596	как о	1	1
597	мысли в	5	1
598	считает что	1	1
599	психологи и	1	1
600	дело в	2	1
601	и вместо	1	1
602	оттого что	1	1
603	к этим	2	1
604	на него	2	1
605	что каждое	1	1
606	в самых	3	1
607	и отношений	2	1
608	не могло	3	1
609	он с	1	1
610	круг этих	1	1
611	именно с	1	1
612	это явление	1	1
613	простейшего анализа	1	1
614	этих двух	3	1
615	нам с	1	1
616	собой напрашивается	1	1
617	в другую	1	1
618	подошли вплотную	1	1
619	вот что	1	1
620	с таким	3	1
621	вместо этого	1	1
622	понимание ее	1	1
623	так то	1	1
624	этом отношении	4	1
625	для нашей	1	1
626	одним из	1	1
627	и оно	1	1
628	нам что	1	1
629	прямо говорит	3	1
630	и заключается	1	1
631	различных психологических	1	1
632	положение которое	1	1
633	всего в	2	1
634	частный случай	1	1
635	мотивов и	1	1
636	что является	2	1
637	бы он	2	1
638	относительно того	1	1
639	есть чем	1	1
640	что при	1	1
641	которой она	1	1
642	от той	1	1
643	значения и	2	1
644	он указывает	1	1
645	в противоположном	1	1
646	вывод что	1	1
647	что настоящий	1	1
648	всякую возможность	1	1
649	в собственном	5	1
650	который может	1	1
651	знаем что	1	1
652	а другая	2	1
653	постараемся показать	1	1
654	можно сделать	1	1
655	и говорит	1	1
656	мы подошли	1	1
657	не ту	1	1
658	исключительно с	1	1
659	можно было	3	1
660	так и	5	1
661	не с	2	1
662	во все	1	1
663	как таковую	1	1
664	та и	1	1
665	в результате	4	1
666	две части	2	1
667	полном согласии	1	1
668	по сравнению	6	1
669	этого мало	1	1
670	в словах	2	1
671	по мере	4	1
672	от общих	1	1
673	но этого	1	1
674	может не	3	1
675	на вопрос	2	1
676	которые могли	1	1
677	к действительности	5	1
678	чтобы с	2	1
679	мысли мы	1	1
680	и просто	1	1
681	можно сказать	5	1
682	в пользу	4	1
683	нас в	1	1
684	в конечном	1	1
685	она себе	1	1
686	которой мы	1	1
687	которых в	1	1
688	образом если	1	1
689	раньше чем	1	1
690	новое в	2	1
691	что человек	1	1
692	в форме	1	1
693	мы склонны	2	1
694	под именем	2	1
695	вслед за	2	1
696	которые создают	1	1
697	на действительность	5	1
698	обобщения которые	1	1
699	должна изображать	1	1
700	от анализа	1	1
701	вытекают из	1	1
702	за этой	2	1
703	эта двойственность	1	1
704	для ребенка	1	1
705	показывают что	3	1
706	но с	1	1
707	моменты в	1	1
708	о двух	1	1
709	этот вопрос	3	1
710	вперед и	1	1
711	говорили выше	2	1
712	исследования мы	2	1
713	своего материала	1	1
714	остротой и	1	1
715	себе ставит	1	1
716	и этих	1	1
717	положение в	1	1
718	каждом шагу	1	1
719	эти отдельные	1	1
720	на элементы	6	1
721	она ни	1	1
722	по этому	1	1
723	с которыми	1	1
724	без этого	2	1
725	до наших	1	1
726	образов в	1	1
727	из которого	1	1
728	с предыдущим	1	1
729	и у	1	1
730	всеми остальными	2	1
731	целого ряда	1	1
732	от других	1	1
733	он стремится	1	1
734	и других	3	1
735	что сама	1	1
736	первого шага	1	1
737	эти три	2	1
738	что нам	1	1
739	представлений о	1	1
740	речи я	1	1
741	одинаковой степени	1	1
742	у самого	1	1
