N	3gram	Vygotskiy__6	FransuaR
1	для того чтобы	8	6
2	в том что	19	6
3	в этом отношении	3	5
4	в связи с	2	5
5	до известной степени	2	4
6	так же как	6	4
7	на самом деле	1	4
8	в том числе	1	4
9	как мы видели	4	4
10	потому что он	4	3
11	до сих пор	3	3
12	и во всех	1	3
13	связи с этим	1	3
14	то же самое	6	2
15	с точки зрения	10	2
16	в отличие от	1	2
17	том числе и	1	2
18	совершенно так же	1	2
19	можно было бы	5	2
20	о том как	1	2
21	же как и	1	2
22	в данном случае	1	2
23	в то время	6	2
24	и не могут	1	2
25	после всего сказанного	1	2
26	не может быть	2	2
27	можно сказать что	6	2
28	как бы в	1	2
29	друг с другом	5	2
30	том что в	1	1
31	и того же	4	1
32	что иное как	1	1
33	мы видим таким	1	1
34	теми или иными	1	1
35	и в своей	1	1
36	потому что в	1	1
37	на том же	1	1
38	и той же	3	1
39	по отношению к	10	1
40	в самом деле	1	1
41	те же самые	3	1
42	так как оно	1	1
43	как раз и	1	1
44	как и все	1	1
45	что он должен	1	1
46	что он не	1	1
47	по своему содержанию	1	1
48	мы видим из	2	1
49	независимо от того	2	1
50	то что в	1	1
51	о чем мы	1	1
52	он не может	1	1
53	одном и том	2	1
54	в значительной мере	2	1
55	мы видели что	3	1
56	вместе с тем	2	1
57	во всех областях	1	1
58	в самом начале	4	1
59	и том же	2	1
60	его в себя	1	1
61	включающее в себя	1	1
62	в одном случае	1	1
63	но вместе с	1	1
64	является одним из	1	1
65	мы уже выяснили	1	1
66	путь развития и	1	1
67	не могли не	1	1
68	но и вообще	1	1
69	одной и той	3	1
70	есть не что	1	1
71	мы не можем	1	1
72	не что иное	1	1
73	вообще не знает	1	1
74	от того что	6	1
75	как и в	1	1
76	в свою очередь	1	1
77	для человека смысле	1	1
78	но он не	1	1
79	такие понятия как	1	1
80	ничего общего с	1	1
81	ту же самую	2	1
82	включает в себя	1	1
83	видим таким образом	1	1
84	той или иной	1	1
85	в этой сфере	1	1
86	один из важнейших	1	1
87	одного и того	4	1
88	бы он ни	1	1
89	друг от друга	1	1
90	то время когда	1	1
91	в другом случае	1	1
92	после того как	1	1
93	в настоящей главе	1	1
94	тем не менее	1	1
95	что в основе	1	1
96	что и в	1	1
97	только тогда когда	1	1
98	так же точно	3	1
99	как бы он	1	1
100	именно потому что	2	1
