N	2gram	Vygotskiy__2	RusskieA
1	и в	32	29
2	том что	21	22
3	в том	37	22
4	что в	20	22
5	как бы	6	18
6	состоит в	3	15
7	в других	2	15
8	и другие	1	14
9	так как	12	13
10	может быть	18	13
11	п в	1	12
12	в этом	13	11
13	как и	10	11
14	одна из	1	11
15	не только	12	10
16	и с	4	10
17	все это	5	10
18	а на	4	9
19	о том	6	9
20	в некоторых	1	9
21	а в	4	9
22	с в	2	8
23	его в	1	8
24	показывает что	3	8
25	но и	10	8
26	как в	9	7
27	данном случае	4	7
28	мы видели	1	7
29	в день	2	7
30	или в	1	7
31	мы имеем	4	6
32	мы не	3	6
33	еще не	2	6
34	и на	5	6
35	при этом	13	6
36	таким образом	21	6
37	того чтобы	14	6
38	на нее	1	6
39	для нас	2	6
40	для того	13	6
41	с тем	11	6
42	вместе с	2	6
43	в данном	4	6
44	этом случае	1	6
45	и т	10	5
46	должна была	1	5
47	но не	2	5
48	следующим образом	1	5
49	но в	3	5
50	это не	2	5
51	т д	2	5
52	не может	17	5
53	представление о	3	5
54	потому что	21	5
55	для этого	3	5
56	и что	22	5
57	будто бы	1	5
58	или же	3	5
59	земли и	1	5
60	то что	21	5
61	к этому	1	5
62	в русских	1	4
63	же как	4	4
64	то же	13	4
65	что по	2	4
66	уже не	1	4
67	их в	2	4
68	том же	2	4
69	в них	2	4
70	далеко не	5	4
71	в которых	3	4
72	не в	8	4
73	тогда когда	3	4
74	к нему	2	4
75	так что	3	4
76	в виде	1	4
77	из них	4	4
78	именно в	1	4
79	а не	7	4
80	так же	18	4
81	как это	4	4
82	эта теория	2	4
83	предположить что	1	4
84	по существу	3	4
85	и все	4	4
86	в таком	2	4
87	в и	1	3
88	и о	1	3
89	в ее	2	3
90	только тогда	1	3
91	можно предположить	1	3
92	что ее	1	3
93	что это	8	3
94	все эти	7	3
95	в этой	6	3
96	что она	16	3
97	главным образом	3	3
98	подобно тому	2	3
99	и по	4	3
100	на этом	3	3
101	и других	3	3
102	с другими	2	3
103	живет в	1	3
104	должен был	2	3
105	в эту	1	3
106	в этих	2	3
107	в котором	1	3
108	в отличие	1	3
109	но он	3	3
110	и под	1	3
111	она не	2	3
112	в таких	1	3
113	не имеет	4	3
114	такие же	2	3
115	и другой	3	3
116	как мы	1	3
117	под именем	1	3
118	во всех	3	3
119	в свете	2	3
120	того что	8	3
121	между тем	4	3
122	в качестве	1	3
123	за ним	1	3
124	теория не	1	3
125	отличие от	2	3
126	тем что	9	3
127	что для	7	3
128	до конца	3	3
129	тому как	3	3
130	и там	1	3
131	и от	2	3
132	на новый	1	3
133	было бы	11	3
134	но если	1	3
135	в воде	1	3
136	одним из	1	2
137	и то	3	2
138	тем и	2	2
139	на самом	5	2
140	это и	1	2
141	так чтобы	1	2
142	что иное	1	2
143	которое в	1	2
144	иное как	1	2
145	это имеет	1	2
146	с одной	1	2
147	очевидно что	2	2
148	иногда и	1	2
149	с этим	4	2
150	все же	4	2
151	а и	1	2
152	и как	7	2
153	не было	2	2
154	к числу	1	2
155	этой цели	1	2
156	в руках	2	2
157	та же	3	2
158	в которой	2	2
159	из этих	1	2
160	если он	1	2
161	как оно	1	2
162	ряд других	1	2
163	не к	3	2
164	том чтобы	3	2
165	людей и	1	2
166	здесь мы	2	2
167	об этом	3	2
168	полагает что	2	2
169	мы указывали	1	2
170	не ясно	1	2
171	из нее	1	2
172	должно быть	1	2
173	так в	2	2
174	в своей	3	2
175	нас не	1	2
176	в их	3	2
177	не столько	1	2
178	должны были	1	2
179	при рассмотрении	1	2
180	тем не	4	2
181	не менее	8	2
182	как можно	2	2
183	что с	3	2
184	в то	5	2
185	дело не	1	2
186	принадлежат к	2	2
187	того как	4	2
188	когда они	1	2
189	о них	1	2
190	никогда не	9	2
191	к ней	1	2
192	на природу	1	2
193	во всем	3	2
194	связи с	1	2
195	кроме того	1	2
196	что на	4	2
197	все то	1	2
198	когда мы	2	2
199	что при	9	2
200	говорит о	2	2
201	должен быть	1	2
202	в виду	3	2
203	вывод что	2	2
204	и многие	2	2
205	на другой	2	2
206	то время	3	2
207	можно было	7	2
208	не с	1	2
209	еще в	1	2
210	жизнь и	3	2
211	чтобы вызвать	1	2
212	образом в	3	2
213	а к	2	2
214	из основных	1	2
215	с другим	1	2
216	в глаза	2	2
217	после того	2	2
218	с другой	3	2
219	все в	1	2
220	связь между	1	2
221	у них	2	2
222	ее от	1	2
223	этому поводу	1	2
224	что и	17	2
225	представления о	1	2
226	в него	2	2
227	в самый	1	2
228	бросается в	1	2
229	один из	3	2
230	в новой	2	2
231	этот вопрос	3	2
232	и ее	3	2
233	по этому	1	2
234	где они	1	2
235	рассматриваться как	1	2
236	на эту	1	2
237	моментов в	2	2
238	связано с	1	2
239	каждый из	2	2
240	заметить что	2	2
241	на две	1	2
242	распущенными волосами	1	2
243	ее на	1	2
244	чем в	1	2
245	сюда же	1	2
246	человека а	1	2
247	а с	2	2
248	прежде всего	1	2
249	одной стороны	1	2
250	там где	2	2
251	совершенно очевидно	1	2
252	совершенно не	4	2
253	воду с	1	2
