N	2gram	Medvedev_V_1	Myslijsy
1	потому что	1	49
2	для нас	1	31
3	то есть	1	30
4	и в	26	24
5	может быть	22	23
6	в сознании	4	23
7	то что	6	20
8	и не	19	19
9	в том	15	18
10	а не	7	18
11	что в	10	16
12	не только	25	15
13	по себе	2	15
14	в слове	3	13
15	не в	6	13
16	было бы	7	13
17	то же	10	12
18	но не	2	12
19	не может	17	12
20	таким образом	31	11
21	вместе с	7	11
22	если бы	3	11
23	что и	3	11
24	что мы	2	11
25	только в	7	11
26	как в	1	10
27	в себе	6	10
28	для него	8	10
29	тогда когда	2	10
30	в нем	6	9
31	вовсе не	3	9
32	но и	10	9
33	как бы	5	9
34	а только	1	8
35	в этом	26	8
36	более или	6	8
37	том что	8	8
38	или менее	6	8
39	могут быть	5	8
40	а в	3	8
41	в чем	2	7
42	во всех	6	7
43	с этим	3	7
44	мысль о	2	7
45	как и	7	7
46	между собою	2	7
47	всяком случае	1	7
48	зрения и	1	7
49	того как	1	7
50	не могут	7	7
51	чувственных впечатлений	1	7
52	прежде всего	13	7
53	сами по	1	7
54	тем что	1	7
55	того что	3	7
56	во всяком	1	7
57	и т	23	6
58	что если	1	6
59	и как	3	6
60	в состоянии	1	6
61	в то	6	6
62	не имеет	1	6
63	связи с	4	6
64	свою очередь	1	6
65	между тем	5	6
66	в одном	4	6
67	заметить что	1	6
68	с другой	11	6
69	не было	7	6
70	в свою	1	6
71	по поводу	2	6
72	а и	1	5
73	что они	3	5
74	все же	5	5
75	мертвых душ	1	5
76	уже в	1	5
77	бы не	2	5
78	на то	1	5
79	не менее	2	5
80	по крайней	2	5
81	и наоборот	1	5
82	с ним	1	5
83	судя по	1	5
84	так и	5	5
85	по мере	1	5
86	о том	10	5
87	с другими	2	5
88	а потому	1	5
89	крайней мере	2	5
90	звуков и	1	5
91	таких же	1	5
92	из них	9	5
93	от того	2	5
94	в них	4	5
95	для того	3	5
96	что не	3	5
97	и их	3	5
98	приводит в	1	5
99	только для	1	5
100	же в	6	5
101	в памяти	1	5
102	в которой	2	5
103	а между	1	4
104	сам по	1	4
105	в самом	4	4
106	время как	1	4
107	к общему	1	4
108	еще не	2	4
109	но в	2	4
110	уже не	1	4
111	из этих	7	4
112	как он	2	4
113	так сказать	2	4
114	главным образом	7	4
115	и если	1	4
116	заключает в	1	4
117	а вместе	1	4
118	то все	1	4
119	с тем	3	4
120	в котором	3	4
121	том смысле	1	4
122	сих пор	1	4
123	одном из	3	4
124	между прочим	2	4
125	они не	2	4
126	чувства в	1	4
127	образом в	3	4
128	подобно тому	2	4
129	одна из	4	4
130	представлений в	1	4
131	должны быть	2	4
132	то время	1	4
133	никогда не	4	4
134	и что	1	4
135	сами собою	1	4
136	для самого	1	4
137	что он	4	4
138	с одной	2	4
139	и вместе	1	4
140	до сих	1	4
141	если не	1	4
142	с а	1	4
143	тому как	2	4
144	что оно	3	4
145	от него	1	4
146	во время	3	4
147	в таком	1	4
148	вряд ли	1	3
149	говоря о	1	3
150	например в	3	3
151	человека и	3	3
152	и то	1	3
153	но она	1	3
154	но даже	3	3
155	то это	2	3
156	что его	2	3
157	только тогда	1	3
158	если в	2	3
159	очевидно что	7	3
160	относится к	2	3
161	которые не	1	3
162	хотя и	2	3
163	в целом	4	3
164	что без	2	3
165	что она	2	3
166	т д	14	3
167	не как	1	3
168	так например	2	3
169	человека в	2	3
170	и может	2	3
171	его не	3	3
172	них не	4	3
173	его в	3	3
174	это не	7	3
175	кажется что	1	3
176	далеко не	2	3
177	в этих	1	3
178	и при	5	3
179	себе в	1	3
180	бы быть	1	3
181	в ней	2	3
182	мысли в	1	3
183	на него	1	3
184	в каком	1	3
185	об одном	1	3
186	как не	1	3
187	том как	3	3
188	представлений и	2	3
189	мы в	1	3
190	на вопрос	2	3
191	от них	2	3
192	и во	1	3
193	вслед за	2	3
194	как например	2	3
195	и у	2	3
196	и звука	1	3
197	т п	9	3
198	что на	1	3
199	что для	3	3
200	одной стороны	2	3
201	в самой	1	3
202	мы говорим	1	3
203	слова и	1	3
204	но это	1	3
205	и для	2	3
206	и от	3	3
207	и все	1	3
208	только что	4	3
209	с ними	4	3
210	как на	3	3
211	также что	2	2
212	в движение	1	2
213	таком случае	1	2
214	без них	1	2
215	самом деле	1	2
216	и есть	5	2
217	мысли а	1	2
218	и впечатления	2	2
219	не всякому	1	2
220	предмета в	1	2
221	вопрос о	1	2
222	что многие	2	2
223	собою и	2	2
224	с его	3	2
225	значение и	1	2
226	не все	1	2
227	по отношению	7	2
228	в общем	2	2
229	за пределы	1	2
230	сама по	1	2
231	что во	1	2
232	общего с	1	2
233	бы при	1	2
234	может обойтись	1	2
235	это определение	1	2
236	все эти	6	2
237	но на	1	2
238	как оно	1	2
239	время и	1	2
240	всех этих	2	2
241	невозможно и	1	2
242	как увидим	1	2
243	что ни	2	2
244	и по	3	2
245	на этом	1	2
246	одно и	1	2
247	в каждом	2	2
248	в другом	2	2
249	разница между	1	2
250	например с	1	2
251	в жизни	2	2
252	само собою	2	2
253	этого не	1	2
254	мы знаем	3	2
255	должно быть	2	2
256	что такое	2	2
257	остается только	1	2
258	это что	1	2
259	не столько	2	2
260	как совокупность	1	2
261	и той	1	2
262	но он	1	2
263	их в	6	2
264	что например	2	2
265	остановимся на	2	2
266	тому что	6	2
267	что есть	1	2
268	перед собою	1	2
269	без участия	1	2
270	и его	6	2
271	с теми	1	2
272	сказать что	5	2
273	самого начала	1	2
274	например что	3	2
275	но только	1	2
276	того чтобы	3	2
277	и весь	2	2
278	же время	5	2
279	к ней	1	2
280	и чувства	1	2
281	мы бы	1	2
282	остаются вне	1	2
283	у нас	2	2
284	к таким	1	2
285	не противоречит	1	2
286	и это	1	2
287	оно может	1	2
288	что все	3	2
289	на другом	1	2
290	что у	2	2
291	что может	1	2
292	видно из	3	2
293	было в	2	2
294	после того	1	2
295	и поэтому	1	2
296	внимание на	1	2
297	это было	1	2
298	которой мы	1	2
299	вообще и	2	2
300	если это	1	2
301	этом смысле	1	2
302	один из	5	2
303	вне себя	1	2
304	мы видим	1	2
305	в какой	1	2
306	во времени	1	2
307	есть в	1	2
308	с нею	2	2
309	в нашей	4	2
310	не дает	1	2
311	и других	1	2
312	друг друга	1	2
313	но что	1	2
314	у него	6	2
315	связано с	1	2
316	себя и	1	2
317	между ними	3	2
318	быть названо	1	2
319	зависит от	2	2
320	для их	1	2
321	это самое	1	2
322	в связи	3	2
323	так же	3	2
324	и потому	2	2
325	как это	12	2
326	все это	10	2
327	восприятия и	2	2
328	из себя	2	2
329	в его	14	2
330	или в	3	2
331	что нет	2	2
332	о котором	1	2
333	а к	1	2
334	бы в	3	2
335	хотя бы	19	2
336	другой стороны	8	2
337	даже и	3	2
338	к этому	9	2
339	можно назвать	1	2
340	ту же	2	1
341	одним из	5	1
342	отношение к	1	1
343	чтобы не	2	1
344	с новыми	1	1
345	то прежде	1	1
346	что наконец	1	1
347	связи между	1	1
348	он может	2	1
349	и так	1	1
350	в определенные	1	1
351	расположением к	1	1
352	решение этой	1	1
353	видеть в	2	1
354	быть достигнуто	1	1
355	уже по	2	1
356	и связанное	1	1
357	смотреть на	1	1
358	им самим	1	1
359	чувства которые	1	1
360	содержания в	1	1
361	из своих	2	1
362	единство и	1	1
363	все данные	1	1
364	по частям	1	1
365	перейти к	1	1
366	собою не	1	1
367	обыкновенно не	1	1
368	из того	1	1
369	которое не	1	1
370	мы и	1	1
371	всех сторон	1	1
372	быть в	1	1
373	близко к	1	1
374	если так	1	1
375	сознания а	1	1
376	ними в	1	1
377	в ее	4	1
378	видели что	3	1
379	но как	3	1
380	это видно	2	1
381	одном и	2	1
382	другое если	1	1
383	ответ на	1	1
384	себе и	2	1
385	разница в	1	1
386	ему следует	1	1
387	в истории	1	1
388	самое понятие	1	1
389	стороны и	2	1
390	этого развития	1	1
391	перед нами	4	1
392	еще больше	1	1
393	впечатления не	1	1
394	применении к	1	1
395	и понимания	1	1
396	что по	1	1
397	и наконец	2	1
398	в противоположность	3	1
399	и свою	1	1
400	то в	1	1
401	чувств в	1	1
402	бы и	6	1
403	сознание с	1	1
404	мы получаем	1	1
405	есть для	1	1
406	он в	1	1
407	в известном	1	1
408	рассказ о	1	1
409	только на	1	1
410	его и	1	1
411	этого образа	1	1
412	имеем в	1	1
413	тому же	1	1
414	например как	1	1
415	дальше и	1	1
416	бы с	1	1
417	не следует	8	1
418	он не	2	1
419	раз навсегда	1	1
420	нас этот	1	1
421	первой части	1	1
422	почти то	1	1
423	том чтобы	2	1
424	из него	1	1
425	его от	2	1
426	том же	6	1
427	так называемым	1	1
428	же не	1	1
429	обойтись без	1	1
430	чувственное восприятие	1	1
431	им как	2	1
432	чего он	1	1
433	нам остается	2	1
434	том случае	1	1
435	радости и	1	1
436	об этом	9	1
437	связанных с	1	1
438	что мысль	1	1
439	лишь в	2	1
440	или наконец	2	1
441	входит в	1	1
442	и дает	1	1
443	приходит в	1	1
444	ни в	1	1
445	его частей	1	1
446	отражается в	1	1
447	не всегда	1	1
448	мы видели	3	1
449	субъекта если	1	1
450	видим ничего	1	1
451	в чистом	1	1
452	другое более	1	1
453	себе все	1	1
454	или вообще	1	1
455	можно сказать	4	1
456	в ходе	1	1
457	или точнее	1	1
458	никаких оснований	2	1
459	могут не	2	1
460	а как	2	1
461	и без	1	1
462	это только	4	1
463	впечатлений и	1	1
464	в их	5	1
465	явление очень	1	1
466	в которых	3	1
467	то воспоминание	1	1
468	знаем что	2	1
469	значение для	1	1
470	которые должны	1	1
471	бытие как	1	1
472	поэтому в	1	1
473	которые в	2	1
474	начнем с	2	1
475	друг другу	1	1
476	в прямом	1	1
477	и эти	1	1
478	слова к	1	1
479	этих и	2	1
480	природу и	1	1
481	в устах	1	1
482	отдельные образы	2	1
483	эта мысль	1	1
484	в таких	1	1
485	содержания а	1	1
486	с которой	1	1
