N	2gram	Bakhtin_fo_2	Formalny
1	и в	46	24
2	в его	8	23
3	прежде всего	14	22
4	и не	9	20
5	так и	7	18
6	и пр	2	17
7	точки зрения	10	16
8	не может	2	16
9	в этом	22	15
10	в нем	5	14
11	может быть	7	14
12	таким образом	3	13
13	с точки	8	13
14	и т	14	12
15	истории литературы	1	12
16	в своем	5	11
17	как и	8	11
18	в своей	1	11
19	в их	3	11
20	должно быть	5	11
21	в ней	1	10
22	то же	8	10
23	вовсе не	13	10
24	и ее	1	10
25	и его	12	10
26	и их	4	10
27	а не	4	10
28	в настоящее	1	10
29	в то	5	9
30	и потому	2	9
31	все это	6	9
32	и на	7	8
33	как в	4	8
34	т д	3	8
35	и с	6	8
36	лишь в	2	8
37	не в	9	8
38	литературы в	2	8
39	же время	4	8
40	в ее	1	8
41	именно в	2	8
42	то что	7	8
43	в свою	1	8
44	на самом	1	7
45	должна быть	1	7
46	с ее	1	7
47	не только	11	7
48	место в	4	7
49	жизни и	8	7
50	до конца	2	7
51	и от	2	7
52	но и	9	7
53	отношения к	4	6
54	еще не	6	6
55	самом деле	1	6
56	отнюдь не	4	6
57	все эти	5	6
58	в этой	2	6
59	как бы	10	6
60	она не	2	6
61	свою очередь	1	6
62	на основе	3	6
63	в пределах	5	6
64	и здесь	1	6
65	до сих	2	6
66	в том	10	6
67	было бы	2	6
68	как это	2	6
69	сих пор	2	6
70	направления в	1	6
71	форм и	1	6
72	и все	6	6
73	а в	3	6
74	бы ни	1	5
75	во всех	11	5
76	но в	10	5
77	в самом	1	5
78	при этом	6	5
79	по себе	2	5
80	и до	2	5
81	у нас	2	5
82	должны быть	1	5
83	должен быть	1	5
84	как мы	6	5
85	непосредственно в	1	5
86	в литературе	2	5
87	того что	3	5
88	с другой	2	5
89	и др	5	5
90	со всею	1	5
91	формы и	1	5
92	лишь как	1	5
93	с его	1	4
94	в истории	4	4
95	и к	2	4
96	в которой	1	4
97	учение о	1	4
98	отчасти и	3	4
99	не как	1	4
100	в мире	4	4
