N	3gram	Tiupa_Hudo_1	Vladivir
1	в том что	6	10
2	тем не менее	3	9
3	о том что	9	8
4	с точки зрения	3	6
5	а также и	1	6
6	не может быть	2	6
7	более или менее	1	5
8	что же касается	2	5
9	в конце концов	1	5
10	и в этом	1	5
11	содержит в себе	1	4
12	том что в	2	3
13	в этом смысле	1	3
14	только в том	2	3
15	в том случае	1	3
16	во всяком случае	1	3
17	с одной стороны	1	3
18	в то же	8	3
19	в отличие от	1	3
20	одной стороны и	1	2
21	в таком случае	1	2
22	на самом же	1	2
23	в этом отношении	3	2
24	и в то	1	2
25	том случае если	1	2
26	в это время	1	2
27	в данном случае	1	2
28	имеет ничего общего	1	2
29	и потому что	1	2
30	так или иначе	2	2
31	в связи с	3	2
32	еще и потому	1	2
33	самом же деле	1	2
34	не имеет ничего	1	2
35	в себе и	1	2
36	то же время	8	2
37	ничего общего с	1	2
38	едва ли можно	1	2
39	на то что	2	2
40	к тому что	4	2
41	но еще и	1	2
42	потому что он	1	1
43	на вопрос что	1	1
44	не может не	1	1
45	уже знаем что	1	1
46	смысле как мы	1	1
47	что он один	1	1
48	в том и	1	1
49	том что он	1	1
50	о том как	2	1
51	же как и	1	1
52	все та же	1	1
53	не имеют никакого	1	1
54	мы считаем необходимым	1	1
55	до сих пор	2	1
56	и то и	1	1
57	в иных случаях	1	1
58	в первую очередь	2	1
59	с тем что	1	1
60	в другом и	1	1
61	можно было бы	4	1
62	перед нами не	1	1
63	является для него	1	1
64	том смысле как	1	1
65	с этой точки	1	1
66	то и другое	2	1
67	по мнению с	1	1
68	при всей своей	1	1
69	и что в	1	1
70	не только в	2	1
71	именно в этой	1	1
72	все дело в	1	1
73	в себя и	1	1
74	как будто бы	1	1
75	он уже не	1	1
76	него и в	1	1
77	а в иных	1	1
78	такой же как	1	1
79	все же не	1	1
80	что при всей	1	1
81	если бы не	1	1
82	и другое в	1	1
83	и она не	1	1
84	как впрочем и	1	1
85	этой точки зрения	1	1
86	не впадая в	1	1
87	мы должны в	1	1
88	с самого начала	1	1
89	не только не	1	1
90	еще не раз	1	1
91	в самом деле	4	1
92	не было ни	1	1
93	не имеют для	1	1
94	имеют никакого отношения	1	1
95	не только на	1	1
96	в том смысле	1	1
97	для всего мира	2	1
98	в письме к	1	1
99	мы уже знаем	2	1
100	не только от	1	1
101	наше внимание на	1	1
102	то же самое	1	1
103	на наш взгляд	2	1
