N	2gram	Vygotskiy__3	DiskursI
1	в себе	4	19
2	при этом	4	17
3	в этом	13	16
4	как и	8	16
5	состоит в	3	16
6	и в	38	16
7	в качестве	2	16
8	может быть	19	16
9	и не	10	15
10	а не	7	14
11	отличие от	1	12
12	то есть	15	12
13	в отличие	1	12
14	в частности	1	12
15	но в	3	11
16	представляет собой	2	11
17	но и	5	11
18	со стороны	2	10
19	не только	12	10
20	том что	14	10
21	так и	1	9
22	не может	7	9
23	как в	4	8
24	в том	25	8
25	но не	1	7
26	в данном	2	7
27	в нем	4	7
28	ни в	3	7
29	то же	10	6
30	еще не	1	6
31	с его	1	6
32	данном случае	2	6
33	отнюдь не	2	6
34	все же	8	6
35	в своей	5	6
36	тем самым	1	6
37	в своих	4	6
38	и на	6	5
39	в своем	5	5
40	в то	3	5
41	с другой	7	5
42	что в	20	5
43	для него	2	5
44	то что	35	5
45	а с	2	5
46	в рассказе	1	4
47	и то	8	4
48	в этой	13	4
49	роль в	1	4
50	в основе	3	4
51	потому что	14	4
52	этом отношении	1	4
53	о том	6	4
54	одного из	2	4
55	времени в	1	4
56	с одной	6	4
57	одно из	2	4
58	в одном	8	4
59	одной стороны	5	4
60	как бы	14	4
61	ни для	1	4
62	не является	1	4
63	точки зрения	16	4
64	к его	2	4
65	к этому	3	4
66	можно назвать	2	4
67	например в	2	3
68	и ее	2	3
69	столь же	2	3
70	перед нами	8	3
71	и как	8	3
72	и наконец	2	3
73	все эти	4	3
74	всей своей	1	3
75	из этих	3	3
76	он не	6	3
77	в басне	37	3
78	не следует	1	3
79	и может	2	3
80	в другом	5	3
81	его в	3	3
82	это не	1	3
83	в этих	2	3
84	в котором	6	3
85	не столько	1	3
86	не в	12	3
87	в русской	2	3
88	мире и	1	3
89	рассказ с	1	3
90	мысль о	1	3
91	в его	5	3
92	только в	4	3
93	и его	6	3
94	уже не	2	3
95	из них	6	3
96	в них	3	3
97	из двух	3	3
98	здесь в	2	3
99	не было	1	3
100	как будто	4	3
101	иначе говоря	5	3
102	можно сказать	1	3
103	но это	3	3
104	и все	10	3
105	жизни а	1	3
106	жизни и	1	3
107	как на	3	3
108	же как	1	2
109	того же	3	2
110	и это	8	2
111	идет о	4	2
112	стихами и	1	2
113	по преимуществу	2	2
114	той же	2	2
115	место в	3	2
116	совпадает с	2	2
117	в ней	15	2
118	к своему	2	2
119	мы имеем	1	2
120	время в	5	2
121	всякий раз	3	2
122	уже как	2	2
123	отношение к	1	2
124	тут же	1	2
125	из важнейших	1	2
126	что как	3	2
127	в целом	4	2
128	рассказ о	1	2
129	не более	2	2
130	рассказа в	1	2
131	должна быть	5	2
132	не к	3	2
133	с таким	1	2
134	подобно тому	1	2
135	что ни	1	2
136	заключает в	1	2
137	одно и	3	2
138	и с	1	2
139	но уже	1	2
140	рассказ в	3	2
141	должно быть	1	2
142	такой же	2	2
143	все это	3	2
144	действие и	1	2
145	как все	2	2
146	с точки	9	2
147	содержание рассказа	2	2
148	пока еще	1	2
149	их в	2	2
150	самого рассказа	1	2
151	дело в	1	2
152	никогда не	4	2
153	писателя с	1	2
154	того и	1	2
155	что на	1	2
156	указать на	3	2
157	с ее	2	2
158	но при	1	2
159	здесь не	3	2
160	это еще	1	2
161	в себя	1	2
162	не с	1	2
163	в результате	1	2
164	основе своей	1	2
165	между тем	7	2
166	что и	4	2
167	и всякое	1	2
168	и одновременно	2	2
169	который не	4	2
170	есть в	2	2
171	к своим	2	2
172	наше время	2	2
173	не о	1	2
174	момент в	1	2
175	на примере	2	2
176	именно в	1	2
177	с той	4	2
178	далеко не	3	2
179	и прежде	1	2
180	а сам	1	2
181	вместе с	5	2
182	о чем	1	2
183	в той	5	2
184	или иного	1	2
185	тому как	1	2
186	что же	2	2
187	в наше	2	2
188	в полном	2	2
189	и для	4	2
190	рассказа является	1	2
191	а в	7	2
192	с ней	1	2
193	другой стороны	5	2
194	что он	11	2
195	значение не	1	2
196	это в	1	2
197	себя как	2	1
198	речь идет	4	1
199	одним из	1	1
200	чтобы не	1	1
201	художественного произведения	1	1
202	переходит к	1	1
203	а между	1	1
204	самом деле	21	1
205	это и	1	1
206	между рассказом	1	1
207	на деле	4	1
208	и есть	1	1
209	в первом	1	1
210	на две	1	1
211	к рассказу	1	1
212	но если	4	1
213	противник и	1	1
214	к чему	6	1
215	есть не	1	1
216	мы не	5	1
217	он как	1	1
218	в сущности	10	1
219	с детства	1	1
220	на практике	1	1
221	я не	5	1
222	из ее	1	1
223	героев в	2	1
224	а другие	1	1
225	героев или	1	1
226	он был	3	1
227	же мере	2	1
228	оно стоит	1	1
229	как-то в	2	1
230	на их	2	1
231	я на	1	1
232	в чем	1	1
233	характер и	1	1
234	во всех	4	1
235	в сюжете	1	1
236	там и	1	1
237	действующее лицо	2	1
238	в ее	7	1
239	чем это	1	1
240	не то	4	1
241	в сторону	1	1
242	не просто	2	1
243	быть охарактеризована	1	1
244	в истории	2	1
245	мере в	1	1
246	в одной	2	1
247	обнаруживается в	1	1
248	для поэтической	2	1
249	хотя и	1	1
250	то в	1	1
251	со своей	2	1
252	в самом	25	1
253	только то	2	1
254	в которой	5	1
255	ни один	1	1
256	как некий	1	1
257	таковы например	1	1
258	бы не	3	1
259	раз в	4	1
260	в лоб	1	1
261	человеке и	2	1
262	как у	1	1
263	теми же	1	1
264	не имеют	2	1
265	заявляет что	1	1
266	так сказать	5	1
267	и только	3	1
268	этого характера	1	1
269	событие с	1	1
270	и еще	1	1
271	не как	1	1
272	в силу	2	1
