N	3gram	Vygotskiy__2	Problemy
1	то же время	2	10
2	в то же	2	10
3	на самом деле	5	9
4	с самого начала	1	8
5	в отношении к	3	7
6	во всяком случае	2	4
7	к нему и	1	4
8	друг с другом	1	4
9	а между тем	1	3
10	в этом смысле	1	3
11	он не может	2	3
12	и в самом	4	3
13	бы то ни	2	3
14	одно и то	1	3
15	то ни было	1	3
16	в высшей степени	1	3
17	в конце концов	3	3
18	и то же	1	3
19	с другой стороны	2	3
20	не может быть	8	3
21	то все же	1	2
22	так что он	1	2
23	с точки зрения	10	2
24	не кажется ли	1	2
25	и не может	2	2
26	сам по себе	4	2
27	в отличие от	1	2
28	по себе и	1	2
29	можно было бы	4	2
30	что все это	2	2
31	к другому и	1	2
32	что он сам	1	2
33	и та же	1	2
34	одна и та	1	2
35	все это было	1	2
36	и что все	1	2
37	подобно тому как	2	2
38	и что он	1	2
39	в том что	17	2
40	мы увидим что	1	2
41	именно потому что	1	2
42	все более и	2	1
43	в каждом романе	1	1
44	то есть как	2	1
45	в чем же	1	1
46	потому что в	1	1
47	и что только	1	1
48	то есть не	1	1
49	прикован к своему	1	1
50	и в целом	1	1
51	в самом деле	11	1
52	хотел показать что	1	1
53	в том и	2	1
54	никак не может	1	1
55	том что он	3	1
56	того или другого	1	1
57	может и не	1	1
58	в этом случае	1	1
59	что же касается	1	1
60	до сих пор	5	1
61	и в других	1	1
62	не может найти	1	1
63	вместе с тем	1	1
64	что он не	2	1
65	сознания то есть	1	1
66	мы могли бы	1	1
67	и в этих	1	1
68	из которого мы	1	1
69	за то что	1	1
70	заключает в себе	2	1
71	благодаря тому что	1	1
72	как и всегда	1	1
73	по крайней мере	1	1
74	как если бы	1	1
75	те же явления	1	1
76	и то что	2	1
77	то что хотел	1	1
78	к тому что	2	1
79	что он так	1	1
80	о том как	1	1
81	то время как	2	1
82	и со всеми	1	1
83	в данном случае	4	1
84	в прямо противоположном	1	1
85	и все его	1	1
86	только с другой	1	1
87	как будто бы	1	1
88	было бы так	1	1
89	и ничего не	1	1
90	все больше и	1	1
91	каждый из них	2	1
92	в своих произведениях	1	1
93	все было напрасно	1	1
94	к той же	1	1
95	и в том	2	1
96	в свое время	1	1
97	в то время	3	1
98	как и в	2	1
99	все действующие лица	1	1
100	в свою очередь	2	1
101	и того же	1	1
102	о том что	4	1
103	они и в	1	1
104	мы не найдем	1	1
105	не только не	1	1
106	более и более	2	1
107	можно сказать что	1	1
108	который не может	1	1
109	одного и того	1	1
110	друг от друга	1	1
111	на всем протяжении	1	1
112	тем не менее	4	1
113	на другом материале	1	1
114	по себе но	1	1
115	какого бы то	1	1
116	больше и больше	1	1
117	в глаза так	1	1
118	то что они	1	1
119	деле и в	1	1
120	для того чтобы	13	1
121	прямо говорит что	2	1
122	что и в	3	1
123	но все было	1	1
124	то же самое	6	1
125	в этом отношении	5	1
