N	3gram	Berdyaev_M_2	Vladivir
1	в том что	2	9
2	в письме к	1	4
3	с точки зрения	1	3
4	в конце концов	1	3
5	о том что	2	3
6	на то что	1	2
7	том что он	1	2
8	он никогда не	1	2
9	как бы его	2	2
10	сам по себе	1	2
11	на эту тему	1	2
12	человек не может	1	2
13	так и не	1	2
14	он уже не	1	2
15	после того как	2	2
16	но что это	1	1
17	что иное как	3	1
18	и он был	1	1
19	потому что в	1	1
20	также и в	2	1
21	и для него	2	1
22	до сих пор	3	1
23	было для него	1	1
24	а также в	1	1
25	а может быть	1	1
26	в этом отношении	1	1
27	мужчины и женщины	4	1
28	может быть и	2	1
29	что это за	1	1
30	никогда не мог	1	1
31	но тот кто	1	1
32	в высшей степени	3	1
33	не могли быть	1	1
34	его отношение к	4	1
35	чем вл соловьев	1	1
36	ни в какие	1	1
37	для этого нужно	1	1
38	не может быть	8	1
39	во всех своих	1	1
40	сих пор не	1	1
41	но сам он	1	1
42	к которой мы	1	1
43	только тогда когда	1	1
44	не сказал ни	1	1
45	то в чем	1	1
46	но это не	2	1
47	не что иное	3	1
48	и в нем	1	1
49	чем у нас	1	1
50	совсем не было	1	1
51	для того чтобы	4	1
52	во всем и	1	1
