N	2gram	Losev_Prob_2	Problemy
1	и не	37	31
2	и в	35	29
3	в его	7	24
4	может быть	18	24
5	в этом	17	22
6	а не	10	22
7	т е	1	21
8	в нем	1	19
9	точки зрения	2	19
10	как бы	4	19
11	не только	24	15
12	то что	38	15
13	то же	5	14
14	и его	1	14
15	но и	16	14
16	в пределах	1	13
17	уже не	8	13
18	таким образом	4	12
19	как и	5	12
20	не может	13	12
21	в самом	5	10
22	этом смысле	5	10
23	в то	6	10
24	только в	14	10
25	в одном	1	10
26	все эти	7	9
27	с его	1	9
28	все же	8	9
29	это не	1	9
30	если бы	4	9
31	о нем	2	9
32	но не	4	9
33	что в	11	8
34	по себе	8	8
35	в каждом	1	8
36	как не	1	8
37	в том	12	8
38	что он	4	8
39	потому что	13	8
40	до конца	1	8
41	в своем	4	8
42	и на	5	7
43	и как	4	7
44	но в	6	7
45	в себе	5	7
46	входит в	2	7
47	с другими	5	7
48	том что	19	7
49	не в	2	7
50	вовсе не	37	7
51	она не	3	7
52	так и	7	7
53	лишь как	1	7
54	прежде всего	11	7
55	мира и	1	7
56	а в	4	7
57	одним из	1	6
58	самом деле	4	6
59	так же	5	6
60	как в	1	6
61	в целом	3	6
62	что она	4	6
63	его в	3	6
64	несмотря на	3	6
65	к нему	2	6
66	был бы	6	6
67	в конце	7	6
68	так как	7	6
69	как раз	8	6
70	и потому	1	6
71	не могут	4	6
72	все это	4	6
73	на самом	4	5
74	это и	3	5
75	должна быть	1	5
76	в зависимости	2	5
77	той же	2	5
78	зависимости от	2	5
79	с их	1	5
80	перед нами	2	5
81	он не	2	5
82	в плане	2	5
83	но все	2	5
84	сознание и	2	5
85	было бы	8	5
86	мысли и	2	5
87	или как	2	5
88	и это	5	5
89	и о	4	5
90	еще не	10	5
91	с ним	1	5
92	ничего не	10	5
93	между тем	1	5
94	именно в	1	5
95	и др	2	5
96	мира в	1	5
97	сознания и	2	5
98	конце концов	7	5
99	во всяком	13	5
100	и т	6	4
101	поэтому и	1	4
102	и самого	4	4
103	тем как	1	4
104	в едином	1	4
105	и наконец	3	4
106	бы и	7	4
107	в этой	9	4
108	так сказать	1	4
109	перестает быть	3	4
110	не значит	2	4
111	должно быть	2	4
112	но эта	3	4
113	что было	1	4
114	их в	4	4
115	даже в	2	4
116	раз и	5	4
117	как мы	5	4
118	в основе	3	4
119	от того	1	4
120	и с	10	4
121	в свете	3	4
122	и следовательно	4	4
123	как объект	1	4
124	в литературе	1	4
125	он есть	1	4
126	самом и	1	4
127	тем что	4	4
128	были бы	2	4
129	что и	2	4
130	как же	4	4
131	превращается в	1	4
132	не было	3	4
133	не на	1	4
134	что же	9	4
135	но это	6	4
136	и для	6	4
137	в результате	4	4
138	они не	1	4
139	отношения к	1	3
140	он может	1	3
141	и самое	1	3
142	не во	3	3
143	я не	1	3
144	он сам	3	3
145	не входит	1	3
146	себе и	2	3
147	кроме того	5	3
148	уже в	3	3
149	и до	1	3
150	порядка в	1	3
151	но именно	4	3
152	подобно тому	2	3
153	на почве	1	3
154	далеко не	4	3
155	в их	3	3
156	этот мир	1	3
157	тому что	3	3
158	одна из	3	3
159	на него	2	3
160	никогда не	1	3
161	как будто	6	3
162	этом отношении	1	3
163	отличается от	2	3
164	глубокое и	1	3
165	оно не	3	3
166	если же	3	3
167	только то	3	3
168	и здесь	4	3
169	с другой	6	3
170	в них	2	3
171	каждый элемент	2	3
172	мы должны	3	3
173	но с	1	3
174	но как	6	3
175	здесь с	1	3
176	всяком случае	10	3
177	ни в	6	3
178	сами по	2	3
179	друг друга	1	3
180	само по	2	3
181	нового времени	1	3
182	тому как	3	3
183	есть то	5	3
184	в пространстве	1	3
185	и одновременно	1	3
186	бы в	3	3
187	о своем	2	3
188	не знает	3	3
189	сказать что	24	3
190	другой стороны	5	3
191	и внутренне	1	3
192	была бы	1	3
193	время не	2	3
194	как слово	1	3
195	в своих	3	3
196	как на	2	3
197	все что	3	3
198	и есть	4	2
199	нам кажется	2	2
200	в чисто	1	2
201	к другому	1	2
202	по преимуществу	2	2
203	все те	1	2
204	в обычном	1	2
205	мы уже	3	2
206	для своего	1	2
207	вопрос о	3	2
208	совпадает с	2	2
209	на себя	1	2
210	конечно и	1	2
211	и со	1	2
212	из которых	2	2
213	в ней	2	2
