N	2gram	Tiupa_Hudo_1	Problema
1	и в	14	30
2	в своей	10	22
3	не только	12	18
4	то что	8	18
5	в этом	11	17
6	том что	16	17
7	и даже	3	14
8	но и	5	13
9	потому что	5	13
10	также и	1	12
11	о том	12	12
12	в его	8	12
13	в том	12	12
14	и не	2	12
15	так что	2	11
16	в своем	4	11
17	у него	9	11
18	в этой	8	10
19	для нас	1	10
20	точки зрения	5	10
21	все же	3	9
22	на земле	1	9
23	но в	5	9
24	только в	5	9
25	и все	4	9
26	сказать что	1	9
27	хотя и	2	8
28	с точки	3	8
29	никак не	2	8
30	в конце	4	8
31	вовсе не	1	8
32	но не	3	7
33	как и	9	7
34	не в	7	7
35	никогда не	6	7
36	связи с	4	7
37	здесь не	2	7
38	в дальнейшем	1	7
39	так и	13	7
40	что он	9	7
41	может быть	5	7
42	говорит о	1	7
43	в связи	3	7
44	в результате	2	7
45	и на	3	6
46	тут же	1	6
47	и как	1	6
48	в нем	3	6
49	его в	3	6
50	несмотря на	4	6
51	и его	5	6
52	можно сказать	4	6
53	и что	2	6
54	мы читаем	2	6
55	уже не	7	6
56	так как	1	6
57	с другой	1	6
58	прежде всего	11	6
59	как бы	7	6
60	и для	3	6
61	конце концов	1	6
62	а в	7	6
63	и то	1	5
64	для себя	3	5
65	в которой	1	5
66	тем не	4	5
67	в силу	1	5
68	и с	4	5
69	с тем	1	5
70	он и	1	5
71	еще в	3	5
72	нисколько не	1	5
73	но он	3	5
74	что этот	1	5
75	не менее	5	5
76	и о	4	5
77	что у	3	5
78	и у	1	5
79	а не	12	5
80	не может	7	5
81	как раз	4	5
82	будто бы	3	5
83	в самом	4	5
84	что в	6	5
85	человека и	1	4
86	едва ли	3	4
87	и он	5	4
88	из земли	1	4
89	отнюдь не	3	4
90	и к	4	4
91	в себе	11	4
92	при этом	12	4
93	но все	1	4
94	же не	1	4
95	об этом	5	4
96	а его	2	4
97	было бы	6	4
98	ни в	5	4
99	говорится о	2	4
100	не мог	1	4
101	в то	8	4
102	как о	1	4
103	в трагедии	1	4
104	за что	1	4
105	все еще	2	4
106	ясно что	2	4
107	нас в	1	4
108	в качестве	9	4
109	далеко не	1	4
110	еще и	1	4
111	а с	2	4
112	в частности	5	4
113	и вполне	1	4
114	xix в	4	4
115	в смысле	1	4
116	под названием	1	4
117	жизни в	6	4
118	из этого	1	4
119	у людей	1	4
120	смысле слова	1	3
121	в небольшой	1	3
122	в виду	1	3
123	в ней	4	3
124	еще не	7	3
125	он сам	1	3
126	что его	1	3
127	в ее	3	3
128	совсем не	1	3
129	находит в	1	3
130	что они	1	3
131	что касается	1	3
132	от этого	1	3
133	он в	1	3
134	бы не	1	3
135	поскольку в	1	3
136	с одной	1	3
137	он не	4	3
138	в другом	2	3
139	этом смысле	1	3
140	однако в	2	3
141	в отношении	1	3
142	и другое	2	3
143	в русской	4	3
144	в самой	1	3
145	как будто	4	3
146	в духе	4	3
147	только еще	1	3
148	он видит	1	3
149	и которая	1	3
150	жизнь и	1	3
151	с ним	4	3
152	внимание на	2	3
153	а также	3	3
154	все в	1	3
155	русской литературе	3	3
156	же в	3	3
157	того что	4	3
158	тот же	1	3
159	и тем	1	3
160	в начале	2	3
161	в одном	1	3
162	для них	1	3
163	именно в	7	3
164	одной стороны	1	3
165	и никогда	1	3
166	жизнь в	1	3
167	видит в	3	3
168	быть только	1	3
169	о котором	2	3
170	и другие	1	3
171	таком случае	1	2
172	самом деле	5	2
173	характерное для	1	2
174	и до	1	2
175	поэтому и	2	2
176	то же	9	2
177	и за	1	2
178	по его	1	2
179	мы не	2	2
180	я не	1	2
181	это время	1	2
182	в таком	3	2
183	все эти	3	2
184	в чем	1	2
185	у н	1	2
186	не все	1	2
187	по отношению	8	2
188	отношение к	1	2
189	на то	4	2
190	в одной	2	2
191	как в	8	2
192	что именно	1	2
193	человека вообще	1	2
194	когда он	1	2
195	время это	1	2
196	раз в	2	2
197	на его	2	2
198	он все	1	2
199	его на	1	2
200	то ни	1	2
201	его не	1	2
202	это не	7	2
203	не чем	1	2
204	но уже	1	2
205	о своем	1	2
206	с такой	1	2
207	раз и	1	2
208	бы на	2	2
209	и без	1	2
210	на месте	1	2
211	во времена	1	2
212	себе а	1	2
213	впрочем у	1	2
214	иным как	1	2
215	и более	1	2
216	человека но	1	2
217	дело в	1	2
218	в науке	1	2
219	на него	2	2
220	читаем что	1	2
221	того чтобы	3	2
222	ничего не	8	2
223	по своей	4	2
224	иной раз	1	2
225	тем что	3	2
226	не могут	1	2
227	и другой	1	2
228	к тому	7	2
229	как мы	3	2
230	данном случае	1	2
231	всей своей	1	2
232	говорится что	1	2
233	можно было	5	2
234	за то	1	2
235	в искусство	1	2
236	нас и	1	2
237	по себе	2	2
238	в значительной	2	2
239	между тем	8	2
240	во втором	1	2
241	и только	1	2
242	вслед за	1	2
243	в античной	1	2
244	в какой	1	2
245	по мнению	5	2
246	именно на	1	2
247	есть в	1	2
248	уже в	1	2
249	и они	1	2
250	из них	4	2
251	участие в	2	2
252	всяком случае	1	2
253	но среди	1	2
254	видя в	1	2
255	людей не	1	2
256	до сих	2	2
257	человека а	1	2
258	что не	2	2
259	то и	3	2
260	человеческой жизни	4	2
261	в трех	1	2
262	от солнца	1	2
263	о себе	1	2
264	однако для	1	2
265	в данном	1	2
266	да и	2	2
267	такого рода	3	2
268	в мир	1	2
269	чем иным	1	2
270	в первой	6	2
271	в это	2	2
